## Profile File Version 1.00
## Output by Program MBgrdviz
## Program Version $Id: mbgrdviz_callbacks.c 2268 2016-03-15 02:11:26Z caress $
## MB-System Version 5.5.2268
## Run by user <eve> on cpu <guate.shore.mbari.org> at <Fri Jul  1 14:24:07 2016>
## Number of profile points: 26055
## Profile point format:
##   <lateral distance (m)> <topography (m)> <boundary (boolean)> <longitude (deg)> <latitude (deg)> <distance over topo (m)> <bearing (deg)> <slope (m/m)>
## PROFILESOURCE Route
## PROFILELENGTH 19988.454293
## PROFILEZMIN -721.400523
## PROFILEZMAX 26055.000000
## PROFILEPOINTS 26055
#- Subsetted for "on bottom" time of BED09 during 9 January 2017 event - it floated up
lat_dist_m topo_m boundary long lat dist_topo_m bearing slope
6657.146337 -352.706655 0 -121.862158 36.801474 6841.514045 186.340162 0.180648
6658.153836 -352.976870 0 -121.862160 36.801465 6842.557151 186.340164 0.295235
6659.161335 -353.301553 0 -121.862161 36.801456 6843.615675 186.340166 0.310606
6660.168835 -353.602740 0 -121.862163 36.801447 6844.667231 186.340168 0.267696
6661.176334 -353.840961 0 -121.862164 36.801438 6845.702510 186.340170 0.174315
6662.183833 -353.953985 0 -121.862165 36.801429 6846.716329 186.340171 0.075997
6662.531415 -353.943943 0 -121.862166 36.801425 6847.064056 186.340173 0.022152
6663.191332 -353.931666 0 -121.862167 36.801420 6847.724087 186.340173 0.117742
6664.198831 -353.747618 0 -121.862168 36.801411 6848.748259 186.340175 0.197176
6665.206330 -353.534357 0 -121.862169 36.801402 6849.778082 186.340177 0.183474
6666.213829 -353.377918 0 -121.862171 36.801393 6850.797654 186.340179 0.108294
6667.221329 -353.316144 0 -121.862172 36.801384 6851.807045 186.340180 0.004365
6668.228828 -353.386713 0 -121.862174 36.801374 6852.817013 186.340182 0.038716
6669.236327 -353.394158 0 -121.862175 36.801365 6853.824540 186.340184 0.023951
6670.243826 -353.338452 0 -121.862176 36.801356 6854.833578 186.340186 0.063250
6670.708263 -353.301058 0 -121.862177 36.801352 6855.299517 186.340187 0.085319
6671.251325 -353.252493 0 -121.862178 36.801347 6855.844747 186.340188 0.005049
6672.258824 -353.308886 0 -121.862179 36.801338 6856.853823 186.340189 0.108821
6673.266323 -353.471767 0 -121.862181 36.801329 6857.874404 186.340191 0.105530
6674.273822 -353.521530 0 -121.862182 36.801320 6858.883131 186.340193 0.046070
6675.281322 -353.378937 0 -121.862183 36.801311 6859.900671 186.340195 0.160926
6676.288821 -353.197264 0 -121.862185 36.801302 6860.924418 186.340197 0.163791
6677.296320 -353.048898 0 -121.862186 36.801293 6861.942783 186.340198 0.119221
6678.303819 -352.957033 0 -121.862187 36.801284 6862.954462 186.340200 0.070256
6678.885110 -352.937276 0 -121.862188 36.801279 6863.536089 186.340202 0.031042
6679.311318 -352.925759 0 -121.862189 36.801275 6863.962452 186.340202 0.050526
6680.318817 -353.009715 0 -121.862190 36.801266 6864.973443 186.340204 0.129786
6681.326316 -353.187277 0 -121.862192 36.801257 6865.996470 186.340206 0.211390
6682.333816 -353.435666 0 -121.862193 36.801248 6867.034136 186.340207 0.301471
6683.341315 -353.794740 0 -121.862194 36.801239 6868.103710 186.340209 0.356922
6684.348814 -354.154862 0 -121.862196 36.801230 6869.173637 186.340211 0.228080
6685.356313 -354.254320 0 -121.862197 36.801221 6870.186033 186.340213 0.042368
6686.363812 -354.240233 0 -121.862198 36.801212 6871.193631 186.340214 0.002267
6687.061958 -354.250453 0 -121.862199 36.801206 6871.891851 186.340216 0.012834
6687.371311 -354.253164 0 -121.862200 36.801203 6872.201216 186.340217 0.014246
6688.378810 -354.231693 0 -121.862201 36.801194 6873.208944 186.340218 0.045538
6689.386309 -354.161405 0 -121.862203 36.801185 6874.218892 186.340220 0.100914
6690.393809 -354.028352 0 -121.862204 36.801176 6875.235139 186.340222 0.082339
6691.401308 -353.995492 0 -121.862205 36.801167 6876.243174 186.340223 0.001782
6691.895966 -354.031029 1 -121.862206 36.801163 6876.739107 186.340225 0.067681
6692.415512 -354.064135 0 -121.862207 36.801158 6877.259707 190.885451 0.031262
6693.436184 -354.079179 0 -121.862210 36.801149 6878.280489 190.885453 0.016859
6693.933995 -354.089735 0 -121.862211 36.801145 6878.778412 190.885455 0.028459
6694.456855 -354.108225 0 -121.862212 36.801140 6879.301600 190.885456 0.058037
6695.477527 -354.179316 0 -121.862214 36.801131 6880.324744 190.885459 0.071345
6696.498199 -354.253865 0 -121.862216 36.801122 6881.348135 190.885461 0.129900
6697.518871 -354.444487 0 -121.862219 36.801113 6882.386454 190.885464 0.183560
6698.539542 -354.628574 0 -121.862221 36.801104 6883.423594 190.885467 0.096767
6698.919174 -354.579990 0 -121.862222 36.801101 6883.806322 190.885469 0.081528
6699.560214 -354.545361 0 -121.862223 36.801095 6884.448297 190.885471 0.147267
6700.580886 -354.335276 0 -121.862226 36.801086 6885.490365 190.885473 0.082397
6701.601557 -354.377161 0 -121.862228 36.801077 6886.511896 190.885476 0.063803
6702.622229 -354.465520 0 -121.862230 36.801068 6887.536385 190.885479 0.141312
6703.642901 -354.665626 0 -121.862232 36.801059 6888.576488 190.885481 0.158238
6703.904352 -354.668401 0 -121.862233 36.801057 6888.837954 190.885483 0.013915
6704.663573 -354.651424 0 -121.862235 36.801050 6889.597364 190.885485 0.075434
6705.684244 -354.534137 0 -121.862237 36.801041 6890.624752 190.885487 0.108466
6706.704916 -354.430007 0 -121.862239 36.801032 6891.650722 190.885490 0.009888
6707.725588 -354.554321 0 -121.862242 36.801023 6892.678936 190.885493 0.106298
6708.746260 -354.646998 0 -121.862244 36.801014 6893.703807 190.885496 0.097306
6708.889531 -354.667580 0 -121.862244 36.801013 6893.848550 190.885497 0.142537
6709.766931 -354.792481 0 -121.862246 36.801005 6894.734795 190.885499 0.032264
6710.787603 -354.728819 0 -121.862249 36.800996 6895.757450 190.885501 0.165742
