## Profile File Version 1.00
## Output by Program MBgrdviz
## Program Version $Id: mbgrdviz_callbacks.c 2268 2016-03-15 02:11:26Z caress $
## MB-System Version 5.5.2268
## Run by user <eve> on cpu <guate.shore.mbari.org> at <Fri Jul  1 14:24:07 2016>
## Number of profile points: 26055
## Profile point format:
##   <lateral distance (m)> <topography (m)> <boundary (boolean)> <longitude (deg)> <latitude (deg)> <distance over topo (m)> <bearing (deg)> <slope (m/m)>
## PROFILESOURCE Route
## PROFILELENGTH 19988.454293
## PROFILEZMIN -721.400523
## PROFILEZMAX 26055.000000
## PROFILEPOINTS 26055
lat_dist_m topo_m boundary long lat dist_topo_m bearing slope
188.138845 -153.286319 0 -121.811882 36.801143 330.425206 213.690012 0.046678
188.562779 -153.277281 0 -121.811885 36.801140 330.849237 213.690016 0.029737
189.774704 -153.237674 0 -121.811893 36.801131 332.061809 213.690022 0.032742
189.908099 -153.233233 0 -121.811893 36.801130 332.195277 213.690026 0.056959
190.986629 -153.168644 0 -121.811900 36.801122 333.275740 213.690030 0.001408
191.677353 -153.235725 0 -121.811905 36.801117 333.969713 213.690036 0.151933
192.198554 -153.352775 0 -121.811908 36.801113 334.503896 213.690040 0.259682
193.410479 -153.685787 0 -121.811916 36.801104 335.760741 213.690045 0.270714
193.446607 -153.690641 0 -121.811916 36.801104 335.797194 213.690051 0.077411
194.622404 -153.779603 0 -121.811923 36.801095 336.976352 213.690053 0.056344
195.215861 -153.790328 0 -121.811927 36.801091 337.569906 213.690059 0.002932
195.834329 -153.783156 0 -121.811931 36.801086 338.188415 213.690063 0.003292
196.985115 -153.784502 0 -121.811938 36.801078 339.339202 213.690069 0.000345
197.046254 -153.782737 0 -121.811939 36.801077 339.400367 213.690072 0.091982
198.258179 -153.667403 0 -121.811946 36.801068 340.617767 213.690077 0.116470
198.754370 -153.583792 0 -121.811949 36.801064 341.120953 213.690083 0.207445
199.470105 -153.415996 0 -121.811954 36.801059 341.856094 213.690086 0.157309
200.523624 -153.305473 0 -121.811961 36.801051 342.915395 213.690092 0.124358
200.682030 -153.265283 0 -121.811962 36.801050 343.078819 213.690096 0.248631
201.893955 -152.964766 0 -121.811969 36.801041 344.327448 213.690101 0.205052
202.292879 -152.934975 0 -121.811972 36.801038 344.727482 213.690106 0.041377
203.105881 -152.914620 0 -121.811977 36.801032 345.540739 213.690110 0.025211
204.062133 -152.979579 0 -121.811983 36.801025 346.499195 213.690116 0.069604
204.317806 -152.998974 0 -121.811985 36.801023 346.755603 213.690120 0.057657
205.529731 -153.064197 0 -121.811992 36.801014 347.969282 213.690124 0.024934
205.831388 -153.036714 0 -121.811994 36.801012 348.272188 213.690130 0.128969
206.741657 -152.907897 0 -121.812000 36.801005 349.191527 213.690133 0.128569
207.600643 -152.809243 0 -121.812006 36.800999 350.056159 213.690139 0.091278
207.953583 -152.797275 0 -121.812008 36.800996 350.409302 213.690143 0.129158
209.165508 -153.011357 0 -121.812015 36.800987 351.639990 213.690148 0.171187
209.369898 -153.039730 0 -121.812017 36.800985 351.846340 213.690153 0.020042
210.377434 -152.987068 0 -121.812023 36.800978 352.855251 213.690157 0.123549
211.139153 -152.821141 0 -121.812028 36.800972 353.634833 213.690163 0.140991
211.175218 -152.874588 1 -121.812028 36.800972 353.699310 213.690165 0.140448
211.559674 -152.762079 0 -121.812030 36.800969 354.099890 206.564933 0.159082
212.684729 -152.634452 0 -121.812036 36.800960 355.232162 206.564938 0.182361
213.311960 -152.442530 0 -121.812039 36.800955 355.888098 206.564943 0.270192
213.809785 -152.330471 0 -121.812042 36.800951 356.398379 206.564946 0.058088
214.934840 -152.348260 0 -121.812047 36.800942 357.523575 206.564950 0.022481
215.493166 -152.292627 0 -121.812050 36.800937 358.084665 206.564955 0.114260
216.059895 -152.219711 0 -121.812053 36.800933 358.656067 206.564958 0.080985
217.184951 -152.155618 0 -121.812059 36.800924 359.782946 206.564963 0.039803
217.674371 -152.155450 0 -121.812062 36.800920 360.272366 206.564968 0.054499
218.310006 -152.216933 0 -121.812065 36.800915 360.910968 206.564971 0.083743
219.435062 -152.302895 0 -121.812071 36.800906 362.039303 206.564976 0.044863
219.855577 -152.286271 0 -121.812073 36.800902 362.460146 206.564981 0.071337
220.560117 -152.222637 0 -121.812076 36.800897 363.167555 206.564984 0.024588
221.685173 -152.241284 0 -121.812082 36.800888 364.292765 206.564989 0.011707
222.036782 -152.239924 0 -121.812084 36.800885 364.644377 206.564993 0.001754
222.810228 -152.243258 0 -121.812088 36.800879 365.417830 206.564996 0.028534
223.935284 -152.185752 0 -121.812094 36.800870 366.544355 206.565002 0.034731
224.217988 -152.194365 0 -121.812095 36.800867 366.827190 206.565006 0.001009
225.060340 -152.186888 0 -121.812099 36.800861 367.669575 206.565009 0.062886
226.185395 -152.318089 0 -121.812105 36.800852 368.802255 206.565014 0.132343
226.399194 -152.364075 0 -121.812106 36.800850 369.020943 206.565018 0.152952
227.310451 -152.490168 0 -121.812111 36.800843 369.940883 206.565021 0.034212
228.435507 -152.294408 0 -121.812117 36.800834 371.082843 206.565027 0.152800
228.580399 -152.296120 0 -121.812118 36.800833 371.227745 206.565030 0.086521
229.560562 -152.391750 0 -121.812123 36.800825 372.212562 206.565034 0.038714
230.685618 -152.377620 0 -121.812128 36.800816 373.337707 206.565040 0.013096
230.761605 -152.376021 0 -121.812129 36.800815 373.413711 206.565042 0.001900
231.810674 -152.379758 0 -121.812134 36.800807 374.462786 206.565046 0.027833
232.935730 -152.315508 0 -121.812140 36.800798 375.589675 206.565053 0.057378
232.942811 -152.314798 0 -121.812140 36.800798 375.596792 206.565059 0.027198
234.060785 -152.346107 0 -121.812146 36.800789 376.715205 206.565059 0.048540
235.124017 -152.420673 0 -121.812151 36.800780 377.781048 206.565065 0.064095
235.185841 -152.418217 0 -121.812151 36.800780 377.842921 206.565067 0.002207
236.310897 -152.418053 0 -121.812157 36.800771 378.967977 206.565072 0.047385
237.305224 -152.518645 0 -121.812162 36.800763 379.967378 206.565078 0.090533
237.435953 -152.519908 0 -121.812163 36.800762 380.098114 206.565080 0.076324
238.561009 -152.422799 0 -121.812169 36.800753 381.227353 206.565085 0.002169
239.486430 -152.524355 0 -121.812174 36.800745 382.158330 206.565090 0.106918
239.686065 -152.543088 0 -121.812175 36.800744 382.358842 206.565094 0.039776
240.811121 -152.471664 0 -121.812180 36.800735 383.486163 206.565097 0.078677
241.667636 -152.387184 0 -121.812185 36.800728 384.346834 206.565103 0.052013
241.936177 -152.413147 0 -121.812186 36.800726 384.616627 206.565106 0.166556
243.061233 -152.619295 0 -121.812192 36.800717 385.760414 206.565110 0.177202
243.848843 -152.752075 0 -121.812196 36.800710 386.559138 206.565116 0.150132
244.186289 -152.788202 0 -121.812198 36.800708 386.898512 206.565118 0.000015
245.311345 -152.752052 0 -121.812203 36.800699 388.024149 206.565123 0.012701
246.030050 -152.764784 0 -121.812207 36.800693 388.742966 206.565128 0.039300
246.436401 -152.796267 0 -121.812209 36.800689 389.150535 206.565131 0.102913
247.561457 -152.922386 0 -121.812215 36.800680 390.282638 206.565136 0.144329
248.211256 -153.052429 0 -121.812218 36.800675 390.945322 206.565141 0.143674
248.686513 -153.084027 0 -121.812221 36.800671 391.421629 206.565144 0.035738
249.811570 -153.109622 0 -121.812227 36.800662 392.546976 206.565148 0.078076
250.392463 -153.217221 0 -121.812230 36.800658 393.137751 206.565153 0.116651
250.936626 -153.240861 0 -121.812232 36.800653 393.682427 206.565156 0.042254
252.061682 -153.146690 0 -121.812238 36.800644 394.811417 206.565161 0.041651
252.573670 -153.172677 0 -121.812241 36.800640 395.324064 206.565166 0.023305
253.020546 -153.169037 1 -121.812243 36.800637 395.770955 206.565168 0.035681
253.173800 -153.194090 0 -121.812244 36.800635 395.926243 194.743490 0.023116
254.211269 -153.196561 0 -121.812247 36.800626 396.963715 194.743491 0.012169
