      TimeJ       PrDM      DepSM      C0S/m      C1S/m      T090C      T190C        Bat      Xmiss         V1    Sbeox0V         V2  FlECO-AFL         V3     Upoly0         V4        Par         V5       AltM         V6      Sal00      Sal11 Potemp090C Potemp190C  Sigma-�00  Sigma-�11   Sbeox0PS Sbeox0ML/L  Sbeox0Mm/Kg       Nbin       Flag
 255.149536     83.000     82.373   3.701441   3.701369    10.0318    10.0312     0.4577    89.1884     4.4904     1.2832     1.2832     0.3952     0.0358  0.0002000     0.0000 1.0000e-12     0.1279     100.00     5.0000    33.8338    33.8336    10.0223    10.0217    26.0375    26.0375   39.10289    2.48594    108.260         33 0.0000e+00
 255.149521     84.000     83.365   3.701540   3.701476    10.0314    10.0310     0.4571    89.2009     4.4910     1.2842     1.2845     0.4207     0.0368  0.0002000     0.0000 1.0000e-12     0.1280     100.00     5.0000    33.8346    33.8344    10.0219    10.0214    26.0383    26.0382   39.10009    2.48575    108.252         41 0.0000e+00
 255.149506     85.000     84.352   3.701308   3.701142    10.0268    10.0250     0.4652    89.0204     4.4820 -9.990e-29     1.2845     0.3964     0.0359  0.0002000     0.0000 1.0000e-12     0.1279     100.00     5.0000    33.8362    33.8361    10.0171    10.0153    26.0403    26.0406 -9.990e-29 -9.990e-29 -9.990e-29         35 0.0000e+00
 255.149490     86.000     85.348   3.700658   3.700702    10.0175    10.0186     0.4696    88.9235     4.4772 -9.990e-29     1.2845     0.4200     0.0368  0.0002000     0.0000 1.0000e-12     0.1277     100.00     5.0000    33.8378    33.8372    10.0077    10.0088    26.0431    26.0425 -9.990e-29 -9.990e-29 -9.990e-29         29 0.0000e+00
 255.149475     87.000     86.345   3.700311   3.699940    10.0118    10.0076     0.4685    88.9477     4.4784     1.2839     1.2839     0.4195     0.0368  0.0002000     0.0000 1.0000e-12     0.1280     100.00     5.0000    33.8391    33.8393    10.0019     9.9977    26.0452    26.0460   39.36298    2.50347    109.024         37 0.0000e+00
 255.149445     88.000     87.330   3.700455   3.700307    10.0136    10.0119     0.4730    88.8473     4.4734     1.2825     1.2826     0.4063     0.0363  0.0002000     0.0000 1.0000e-12     0.1279     100.00     5.0000    33.8385    33.8385    10.0036    10.0019    26.0444    26.0447   39.28209    2.49824    108.796         54 0.0000e+00
 255.149429     89.000     88.320   3.700562   3.700332    10.0139    10.0111     0.4755    88.7921     4.4707     1.2819     1.2820     0.3984     0.0359  0.0002000     0.0000 1.0000e-12     0.1275     100.00     5.0000    33.8389    33.8391    10.0037    10.0010    26.0447    26.0453   39.18246    2.49189    108.519         29 0.0000e+00
 255.149414     90.000     89.317   3.699658   3.699173    10.0003     9.9951     0.4814    88.6612     4.4642     1.2819     1.2820     0.3852     0.0354  0.0002000     0.0000 1.0000e-12     0.1276     100.00     5.0000    33.8419    33.8419     9.9901     9.9848    26.0493    26.0502   39.23074    2.49564    108.683         26 0.0000e+00
 255.149399     91.000     90.314   3.699606   3.699532     9.9991     9.9989     0.4814    88.6620     4.4642     1.2809     1.2809     0.3940     0.0358  0.0002000     0.0000 1.0000e-12     0.1280     100.00     5.0000    33.8421    33.8415     9.9888     9.9886    26.0497    26.0492   39.27483    2.49851    108.808         32 0.0000e+00
 255.149384     92.000     91.303   3.698697   3.697658     9.9861     9.9733     0.4822    88.6443     4.4633     1.2794     1.2794     0.4377     0.0375  0.0002000     0.0000 1.0000e-12     0.1278     100.00     5.0000    33.8445    33.8460     9.9757     9.9629    26.0538    26.0571   39.23346    2.49655    108.722         49 0.0000e+00
 255.149353     93.000     92.290   3.699080   3.698430     9.9902     9.9817     0.4826    88.6349     4.4629     1.2772     1.2772     0.4008     0.0360  0.0002000     0.0000 1.0000e-12     0.1280     100.00     5.0000    33.8442    33.8455     9.9796     9.9711    26.0529    26.0553   39.05259    2.48482    108.211         47 0.0000e+00
 255.149338     94.000     93.283   3.698587   3.698143     9.9824     9.9771     0.4801    88.6904     4.4656     1.2760     1.2761     0.4003     0.0360  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.8460    33.8465     9.9717     9.9664    26.0556    26.0569   39.11283    2.48905    108.395         31 0.0000e+00
 255.149323     95.000     94.280   3.697321   3.696723     9.9652     9.9579     0.4771    88.7554     4.4688     1.2741     1.2742     0.4158     0.0366  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.8488    33.8495     9.9544     9.9471    26.0607    26.0625   39.11751    2.49023    108.447         30 0.0000e+00
 255.149307     96.000     95.272   3.695490   3.695224     9.9416     9.9390     0.4764    88.7714     4.4696     1.2704     1.2705     0.4158     0.0366  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.8517    33.8515     9.9307     9.9281    26.0670    26.0672   39.08802    2.48959    108.419         40 0.0000e+00
 255.149292     97.000     96.261   3.694680   3.694579     9.9311     9.9306     0.4718    88.8751     4.4748     1.2656     1.2656     0.4153     0.0366  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.8529    33.8523     9.9202     9.9196    26.0697    26.0693   38.72602    2.46707    107.439         45 0.0000e+00
 255.149261     98.000     97.253   3.694974   3.694966     9.9344     9.9350     0.4733    88.8412     4.4731     1.2634     1.2634     0.3930     0.0357  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.8523    33.8517     9.9233     9.9239    26.0687    26.0681   38.43604    2.44843    106.627         35 0.0000e+00
 255.149246     99.000     98.245   3.694810   3.694638     9.9317     9.9300     0.4739    88.8284     4.4725     1.2625     1.2625     0.3852     0.0354  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.8528    33.8526     9.9205     9.9188    26.0695    26.0696   38.33588    2.44219    106.355         32 0.0000e+00
 255.149246    100.000     99.240   3.694301   3.694172     9.9246     9.9236     0.4710    88.8918     4.4756     1.2617     1.2618     0.3849     0.0354  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.8537    33.8534     9.9133     9.9122    26.0715    26.0714   38.40629    2.44704    106.566         30 0.0000e+00
 255.149063    101.000    100.232   3.693828   3.693652     9.9184     9.9166     0.4680    88.9590     4.4790     1.2584     1.2584     0.4087     0.0363  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.8543    33.8542     9.9069     9.9052    26.0730    26.0732   38.12941    2.42972    105.812         54 0.0000e+00
 255.148804    102.000    101.222   3.692481   3.693365     9.8996     9.9123     0.4740    88.8256     4.4723     1.2526     1.2526     0.3940     0.0358  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.8577    33.8549     9.8881     9.9007    26.0789    26.0745   37.88474    2.41506    105.174         34 0.0000e+00
 255.148712    103.000    102.213   3.692868   3.692941     9.9048     9.9063     0.4782    88.7309     4.4676     1.2494     1.2495     0.4155     0.0366  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.8564    33.8557     9.8931     9.8946    26.0770    26.0762   37.60620    2.39706    104.390         58 0.0000e+00
 255.148682    104.000    103.206   3.692603   3.692595     9.9005     9.9010     0.4861    88.5580     4.4590     1.2496     1.2496     0.4119     0.0365  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.8572    33.8567     9.8888     9.8893    26.0783    26.0778   37.75926    2.40702    104.824         49 0.0000e+00
 255.148666    105.000    104.197   3.692321   3.692353     9.8961     9.8973     0.4863    88.5536     4.4588     1.2471     1.2472     0.4024     0.0361  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.8581    33.8573     9.8842     9.8859    26.0798    26.0790   37.80964    2.41045    104.973         36 0.0000e+00
 255.148651    106.000    105.190   3.691504   3.691614     9.8845     9.8866     0.4863    88.5523     4.4588     1.2446     1.2447     0.4158     0.0366  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.8601    33.8593     9.8725     9.8746    26.0833    26.0823   37.68600    2.40315    104.655         33 0.0000e+00
 255.148636    107.000    106.182   3.690747   3.690698     9.8742     9.8744     0.4800    88.6930     4.4658     1.2422     1.2423     0.4158     0.0366  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.8616    33.8609     9.8621     9.8623    26.0862    26.0857   37.63413    2.40035    104.533         30 0.0000e+00
 255.148621    108.000    107.176   3.690479   3.690504     9.8703     9.8715     0.4741    88.8227     4.4722     1.2396     1.2397     0.4011     0.0360  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.8621    33.8613     9.8581     9.8593    26.0873    26.0864   37.52436    2.39355    104.237         30 0.0000e+00
 255.148605    109.000    108.169   3.690307   3.690376     9.8672     9.8691     0.4693    88.9300     4.4775     1.2368     1.2369     0.4132     0.0365  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.8628    33.8617     9.8549     9.8568    26.0883    26.0872   37.41656    2.38682    103.944         32 0.0000e+00
 255.148590    110.000    109.159   3.689040   3.689316     9.8504     9.8546     0.4764    88.7729     4.4697     1.2329     1.2330     0.4001     0.0360  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.8652    33.8640     9.8380     9.8422    26.0930    26.0915   37.32639    2.38191    103.730         37 0.0000e+00
 255.148575    111.000    110.152   3.686905   3.686955     9.8213     9.8225     0.4756    88.7900     4.4706     1.2278     1.2279     0.4026     0.0361  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.8702    33.8696     9.8088     9.8100    26.1019    26.1012   37.19762    2.37512    103.434         38 0.0000e+00
 255.148560    112.000    111.141   3.685030   3.684969     9.7971     9.7970     0.4698    88.9187     4.4770     1.2219     1.2220     0.3852     0.0354  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.8733    33.8728     9.7845     9.7844    26.1083    26.1079   36.92533    2.35893    102.729         34 0.0000e+00
 255.148544    113.000    112.130   3.684030   3.683990     9.7838     9.7839     0.4615    89.1040     4.4862     1.2173     1.2174     0.3852     0.0354  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.8752    33.8747     9.7711     9.7712    26.1120    26.1116   36.66922    2.34322    102.045         25 0.0000e+00
 255.148529    114.000    113.132   3.683652   3.683692     9.7786     9.7797     0.4599    89.1395     4.4879     1.2143     1.2144     0.3850     0.0354  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.8757    33.8751     9.7658     9.7669    26.1133    26.1126   36.39153    2.32573    101.284         24 0.0000e+00
 255.148514    115.000    114.126   3.683411   3.683557     9.7747     9.7769     0.4587    89.1666     4.4893     1.2115     1.2116     0.4068     0.0363  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.8765    33.8759     9.7618     9.7640    26.1146    26.1137   36.23264    2.31577    100.850         33 0.0000e+00
 255.148499    116.000    115.112   3.681469   3.682041     9.7488     9.7579     0.4626    89.0780     4.4849     1.2071     1.2072     0.3852     0.0354  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.8805    33.8778     9.7358     9.7448    26.1221    26.1185   35.95220    2.29908    100.123         56 0.0000e+00
 255.148468    117.000    116.098   3.682893   3.682815     9.7663     9.7662     0.4616    89.1019     4.4861     1.2036     1.2037     0.3852     0.0354  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.8782    33.8775     9.7532     9.7531    26.1173    26.1168   35.68504    2.28116     99.342         32 0.0000e+00
 255.148453    118.000    117.091   3.682325   3.682407     9.7581     9.7601     0.4648    89.0289     4.4824     1.2022     1.2023     0.3852     0.0354  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.8797    33.8785     9.7448     9.7469    26.1199    26.1187   35.60723    2.27657     99.143         23 0.0000e+00
 255.148453    119.000    118.089   3.682099   3.682101     9.7548     9.7551     0.4636    89.0555     4.4838     1.2009     1.2010     0.3852     0.0354  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.8800    33.8797     9.7414     9.7418    26.1207    26.1204   35.66899    2.28068     99.322         20 0.0000e+00
 255.148438    120.000    119.088   3.681483   3.681668     9.7445     9.7477     0.4628    89.0752     4.4847     1.1981     1.1983     0.3849     0.0354  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.8829    33.8818     9.7310     9.7342    26.1248    26.1233   35.72741    2.28489     99.505         27 0.0000e+00
 255.148422    121.000    120.076   3.673709   3.676305     9.6421     9.6790     0.4686    88.9448     4.4783     1.1913     1.1914     0.3993     0.0360  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.8991    33.8910     9.6287     9.6655    26.1543    26.1419   35.61562    2.28259     99.405         55 0.0000e+00
 255.148392    122.000    121.060   3.680191   3.679660     9.7292     9.7237     0.4642    89.0440     4.4832     1.1832     1.1834     0.3852     0.0354  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.8831    33.8829     9.7156     9.7101    26.1275    26.1282   34.71854    2.22110     96.727         44 0.0000e+00
 255.148376    123.000    122.052   3.679404   3.679451     9.7171     9.7186     0.4669    88.9820     4.4801     1.1826     1.1827     0.3852     0.0354  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.8860    33.8850     9.7033     9.7049    26.1318    26.1307   34.62710    2.21580     96.496         26 0.0000e+00
 255.148361    124.000    123.047   3.675028   3.674806     9.6595     9.6559     0.4718    88.8749     4.4748     1.1802     1.1803     0.3852     0.0354  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.8949    33.8961     9.6457     9.6420    26.1483    26.1498   35.05552    2.24591     97.808         23 0.0000e+00
 255.148361    125.000    124.043   3.669857   3.669976     9.5949     9.5969     0.4741    88.8220     4.4722     1.1741     1.1743     0.3847     0.0354  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.9023    33.9016     9.5810     9.5830    26.1647    26.1638   35.22301    2.25973     98.410         25 0.0000e+00
 255.148346    126.000    125.036   3.668866   3.668881     9.5819     9.5829     0.4808    88.6750     4.4649     1.1644     1.1645     0.4105     0.0364  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.9039    33.9031     9.5680     9.5689    26.1681    26.1673   34.88275    2.23851     97.486         30 0.0000e+00
 255.148331    127.000    126.027   3.668740   3.668679     9.5795     9.5796     0.4801    88.6902     4.4656     1.1548     1.1550     0.3852     0.0354  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.9044    33.9037     9.5654     9.5655    26.1689    26.1684   33.84994    2.17234     94.604         42 0.0000e+00
 255.148300    128.000    127.014   3.668641   3.668518     9.5774     9.5767     0.4837    88.6099     4.4616     1.1491     1.1492     0.3852     0.0354  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.9049    33.9044     9.5632     9.5625    26.1697    26.1694   33.18829    2.12997     92.759         42 0.0000e+00
 255.148285    129.000    128.005   3.668292   3.668268     9.5722     9.5727     0.4820    88.6482     4.4635     1.1456     1.1458     0.3852     0.0354  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.9058    33.9050     9.5579     9.5584    26.1712    26.1705   33.11291    2.12536     92.558         30 0.0000e+00
 255.148270    130.000    128.999   3.665302   3.666084     9.5317     9.5418     0.4797    88.6997     4.4661     1.1420     1.1422     0.3852     0.0354  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.9129    33.9113     9.5173     9.5274    26.1834    26.1806   33.10751    2.12681     92.621         25 0.0000e+00
 255.148254    131.000    129.993   3.662735   3.662750     9.4987     9.4996     0.4694    88.9285     4.4774     1.1374     1.1376     0.3852     0.0354  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.9171    33.9164     9.4843     9.4851    26.1921    26.1915   33.00188    2.12150     92.390         24 0.0000e+00
 255.148254    132.000    130.989   3.662257   3.662498     9.4918     9.4956     0.4640    89.0470     4.4833     1.1324     1.1326     0.3852     0.0354  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.9183    33.9172     9.4772     9.4810    26.1942    26.1927   32.82694    2.11055     91.914         28 0.0000e+00
 255.148239    133.000    131.979   3.661332   3.661409     9.4795     9.4812     0.4655    89.0139     4.4817     1.1262     1.1264     0.3854     0.0354  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.9199    33.9191     9.4649     9.4665    26.1975    26.1966   32.30785    2.07772     90.484         36 0.0000e+00
 255.148209    134.000    132.966   3.659923   3.660214     9.4601     9.4645     0.4604    89.1285     4.4874     1.1217     1.1219     0.3779     0.0351  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.9232    33.9221     9.4454     9.4498    26.2033    26.2017   31.93851    2.05480     89.485         34 0.0000e+00
 255.148193    135.000    133.959   3.658333   3.658434     9.4390     9.4407     0.4664    88.9950     4.4808     1.1181     1.1183     0.3720     0.0349  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.9264    33.9258     9.4241     9.4259    26.2092    26.2085   31.78304    2.04570     89.089         30 0.0000e+00
 255.148193    136.000    134.954   3.657697   3.657664     9.4302     9.4303     0.4744    88.8160     4.4719     1.1148     1.1150     0.3636     0.0345  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.9277    33.9272     9.4153     9.4154    26.2117    26.2113   31.55262    2.03124     88.460         30 0.0000e+00
 255.148163    137.000    135.947   3.657536   3.657458     9.4274     9.4271     0.4674    88.9729     4.4797     1.1118     1.1120     0.3852     0.0354  0.0002000     0.0000 1.0000e-12     0.1285     100.00     5.0000    33.9282    33.9277     9.4123     9.4121    26.2126    26.2122   31.25811    2.01240     87.639         39 0.0000e+00
 255.148148    138.000    136.935   3.657446   3.657417     9.4256     9.4260     0.4764    88.7711     4.4696     1.1101     1.1103     0.3852     0.0354  0.0002000     0.0000 1.0000e-12     0.1282     100.00     5.0000    33.9285    33.9279     9.4104     9.4108    26.2131    26.2126   31.10524    2.00264     87.214         41 0.0000e+00
 255.148132    139.000    137.927   3.656876   3.656810     9.4173     9.4172     0.4781    88.7350     4.4678     1.1085     1.1087     0.3852     0.0354  0.0002000     0.0000 1.0000e-12     0.1288     100.00     5.0000    33.9300    33.9294     9.4021     9.4020    26.2157    26.2152   30.99861    1.99611     86.930         33 0.0000e+00
 255.148117    140.000    138.917   3.655608   3.655694     9.4005     9.4025     0.4838    88.6082     4.4615     1.1074     1.1076     0.3852     0.0354  0.0002000     0.0000 1.0000e-12     0.1287     100.00     5.0000    33.9324    33.9314     9.3852     9.3872    26.2203    26.2192   31.01779    1.99806     87.015         28 0.0000e+00
 255.148102    141.000    139.913   3.655323   3.655439     9.3962     9.3985     0.4750    88.8023     4.4712     1.1057     1.1060     0.3852     0.0354  0.0002000     0.0000 1.0000e-12     0.1290     100.00     5.0000    33.9330    33.9321     9.3808     9.3830    26.2215    26.2204   30.96861    1.99507     86.884         26 0.0000e+00
 255.148087    142.000    140.908   3.655342   3.655317     9.3962     9.3964     0.4762    88.7766     4.4699     1.1042     1.1044     0.3848     0.0354  0.0002000     0.0000 1.0000e-12     0.1290     100.00     5.0000    33.9328    33.9324     9.3806     9.3808    26.2213    26.2210   30.84269    1.98696     86.531         30 0.0000e+00
 255.148071    143.000    141.900   3.655256   3.655154     9.3942     9.3936     0.4742    88.8201     4.4721     1.1033     1.1035     0.4016     0.0361  0.0002000     0.0000 1.0000e-12     0.1290     100.00     4.9998    33.9334    33.9329     9.3785     9.3779    26.2221    26.2218   30.71135    1.97858     86.166         48 0.0000e+00
 255.148041    144.000    142.885   3.655037   3.654910     9.3908     9.3897     0.4731    88.8457     4.4733     1.1011     1.1013     0.3739     0.0350  0.0002000     0.0000 1.0000e-12     0.1286     100.00     5.0000    33.9339    33.9336     9.3750     9.3739    26.2231    26.2231   30.70384    1.97824     86.152         54 0.0000e+00
 255.148026    145.000    143.878   3.654235   3.654001     9.3796     9.3772     0.4640    89.0480     4.4834     1.0988     1.0990     0.3738     0.0350  0.0002000     0.0000 1.0000e-12     0.1285     100.00     5.0000    33.9358    33.9356     9.3637     9.3613    26.2264    26.2267   30.65617    1.97563     86.038         38 0.0000e+00
 255.148010    146.000    144.872   3.653170   3.653110     9.3649     9.3645     0.4618    89.0979     4.4859     1.0961     1.0963     0.3572     0.0343  0.0002000     0.0000 1.0000e-12     0.1287     100.00     5.0000    33.9382    33.9379     9.3489     9.3486    26.2307    26.2305   30.62249    1.97406     85.970         34 0.0000e+00
 255.147995    147.000    145.864   3.652385   3.652323     9.3526     9.3523     0.4402    89.5793     4.5098     1.0928     1.0930     0.3851     0.0354  0.0002000     0.0000 1.0000e-12     0.1283     100.00     5.0000    33.9413    33.9409     9.3365     9.3363    26.2351    26.2349   30.47611    1.96512     85.580         34 0.0000e+00
 255.147980    148.000    146.858   3.652580   3.652533     9.3541     9.3542     0.4283    89.8464     4.5230     1.0899     1.0901     0.3706     0.0348  0.0002000     0.0000 1.0000e-12     0.1284     100.00     5.0000    33.9414    33.9408     9.3379     9.3381    26.2350    26.2345   30.20472    1.94755     84.815         43 0.0000e+00
 255.147949    149.000    147.848   3.652701   3.652679     9.3552     9.3552     0.4275    89.8636     4.5239     1.0885     1.0888     0.3852     0.0354  0.0002000     0.0000 1.0000e-12     0.1287     100.00     5.0000    33.9412    33.9409     9.3389     9.3389    26.2347    26.2345   29.97470    1.93268     84.167         62 0.0000e+00
 255.147720    150.000    148.840   3.652349   3.652417     9.3486     9.3504     0.4282    89.8488     4.5232     1.0849     1.0852     0.3841     0.0354  0.0002000     0.0000 1.0000e-12     0.1289     100.00     5.0000    33.9434    33.9423     9.3322     9.3340    26.2375    26.2364   29.89231    1.92762     83.947         61 0.0000e+00
 255.147400    151.000    149.822   3.652046   3.652042     9.3433     9.3439     0.4374    89.6416     4.5129     1.0804     1.0807     0.3645     0.0346  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    33.9448    33.9442     9.3268     9.3274    26.2395    26.2389   29.70722    1.91589     83.436         28 0.0000e+00
 255.147385    152.000    150.827   3.651556   3.651462     9.3362     9.3355     0.4395    89.5951     4.5106     1.0792     1.0795     0.3852     0.0354  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    33.9459    33.9457     9.3196     9.3189    26.2415    26.2414   29.62447    1.91083     83.216         30 0.0000e+00
 255.147369    153.000    151.817   3.650793   3.650710     9.3265     9.3260     0.4450    89.4710     4.5044     1.0772     1.0775     0.3853     0.0354  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    33.9469    33.9464     9.3097     9.3093    26.2438    26.2435   29.64313    1.91244     83.286         43 0.0000e+00
 255.147354    154.000    152.806   3.649540   3.649855     9.3104     9.3152     0.4479    89.4066     4.5012     1.0731     1.0734     0.3807     0.0352  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    33.9487    33.9474     9.2936     9.2984    26.2478    26.2460   29.61426    1.91123     83.233         42 0.0000e+00
 255.147324    155.000    153.797   3.647372   3.647127     9.2824     9.2792     0.4462    89.4449     4.5031     1.0687     1.0690     0.3694     0.0348  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    33.9524    33.9528     9.2655     9.2624    26.2553    26.2561   29.48173    1.90380     82.910         31 0.0000e+00
 255.147324    156.000    154.794   3.644432   3.644293     9.2430     9.2411     0.4392    89.6023     4.5109     1.0641     1.0644     0.3645     0.0346  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    33.9589    33.9593     9.2260     9.2241    26.2667    26.2673   29.40288    1.90028     82.757         33 0.0000e+00
 255.147293    157.000    155.782   3.643479   3.643426     9.2297     9.2295     0.4316    89.7713     4.5193     1.0577     1.0580     0.3852     0.0354  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    33.9612    33.9608     9.2126     9.2125    26.2707    26.2704   29.02871    1.87662     81.726         41 0.0000e+00
 255.147278    158.000    156.771   3.642510   3.642501     9.2162     9.2165     0.4392    89.6012     4.5109     1.0527     1.0530     0.3660     0.0346  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    33.9635    33.9631     9.1991     9.1994    26.2747    26.2743   28.58633    1.84854     80.504         34 0.0000e+00
 255.147263    159.000    157.764   3.642205   3.642164     9.2114     9.2115     0.4375    89.6391     4.5127     1.0501     1.0504     0.3852     0.0354  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    33.9644    33.9639     9.1942     9.1943    26.2762    26.2758   28.37813    1.83526     79.925         26 0.0000e+00
 255.147247    160.000    158.756   3.641951   3.642001     9.2075     9.2085     0.4436    89.5029     4.5060     1.0479     1.0483     0.3851     0.0354  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    33.9651    33.9646     9.1901     9.1911    26.2774    26.2768   28.24300    1.82667     79.551         24 0.0000e+00
 255.147247    161.000    159.751   3.640842   3.640739     9.1915     9.1907     0.4459    89.4506     4.5034     1.0466     1.0469     0.3720     0.0349  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    33.9683    33.9679     9.1741     9.1733    26.2825    26.2823   28.14469    1.82092     79.301         23 0.0000e+00
 255.147232    162.000    160.747   3.639879   3.639782     9.1791     9.1782     0.4562    89.2225     4.4921     1.0449     1.0453     0.3712     0.0348  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    33.9696    33.9695     9.1616     9.1607    26.2855    26.2855   28.06210    1.81606     79.089         26 0.0000e+00
 255.147217    163.000    161.738   3.639692   3.639340     9.1763     9.1716     0.4498    89.3636     4.4991     1.0426     1.0430     0.3683     0.0347  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    33.9699    33.9707     9.1587     9.1539    26.2862    26.2876   27.99821    1.81203     78.914         40 0.0000e+00
 255.147186    164.000    162.724   3.638783   3.637818     9.1634     9.1516     0.4508    89.3425     4.4980     1.0397     1.0400     0.3718     0.0349  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    33.9723    33.9735     9.1456     9.1339    26.2901    26.2930   27.70612    1.79361     78.112         54 0.0000e+00
 255.147171    165.000    163.710   3.639433   3.639423     9.1714     9.1720     0.4542    89.2655     4.4942     1.0382     1.0385     0.3630     0.0345  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    33.9709    33.9702     9.1536     9.1542    26.2878    26.2872   27.60855    1.78699     77.823         29 0.0000e+00
 255.147156    166.000    164.704   3.638804   3.638875     9.1626     9.1638     0.4579    89.1840     4.4901     1.0376     1.0379     0.3791     0.0352  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    33.9723    33.9719     9.1446     9.1459    26.2903    26.2898   27.52379    1.78184     77.599         21 0.0000e+00
 255.147141    167.000    165.701   3.637704   3.637744     9.1482     9.1493     0.4582    89.1774     4.4898     1.0372     1.0376     0.3564     0.0343  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    33.9741    33.9736     9.1302     9.1312    26.2940    26.2935   27.60441    1.78760     77.850         18 0.0000e+00
 255.147141    168.000    166.700   3.637585   3.637507     9.1460     9.1455     0.4565    89.2151     4.4917     1.0361     1.0364     0.3547     0.0342  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    33.9745    33.9742     9.1279     9.1273    26.2947    26.2946   27.61406    1.78831     77.881         21 0.0000e+00
 255.147125    169.000    167.692   3.637648   3.637623     9.1463     9.1459     0.4509    89.3404     4.4979     1.0346     1.0349     0.3547     0.0342  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    33.9745    33.9746     9.1280     9.1277    26.2947    26.2948   27.60982    1.78803     77.868         30 0.0000e+00
 255.147110    170.000    168.678   3.636329   3.634017     9.1275     9.0972     0.4461    89.4468     4.5032     1.0313     1.0317     0.3547     0.0342  0.0002000     0.0000 1.0000e-12     0.1294     100.00     5.0000    33.9782    33.9830     9.1091     9.0789    26.3006    26.3092   27.47483    1.77998     77.518         53 0.0000e+00
