      TimeJ       PrDM      DepSM      C0S/m      C1S/m      T090C      T190C Potemp090C Potemp190C      Xmiss        Bat         V1    Sbeox0V         V2  FlECO-AFL         V3     Upoly0         V4        Par         V5       AltM         V6 Sbeox0ML/L   Sbeox0PS      Sal00      Sal11  Sigma-é00  Sigma-é11       Nbin       Flag
 280.567291      5.000      4.962   4.156347   4.156256    15.5257    15.5273    15.5249    15.5266    83.7688     0.7084     4.3508     2.3183     2.3183     1.7736     0.0909  0.0002000     0.0000 1.0000e-12     0.1343     100.00     5.0000    5.59072   98.22749    33.3160    33.3138    24.5589    24.5568         18 0.0000e+00
 280.567322      6.000      5.958   4.156362   4.156138    15.5250    15.5255    15.5241    15.5246    83.9213     0.7012     4.3587     2.3128     2.3128     1.8779     0.0951  0.0002000     0.0000 1.0000e-12     0.1349     100.00     5.0000    5.57326   97.91951    33.3164    33.3139    24.5593    24.5573         41 0.0000e+00
 280.567352      7.000      6.942   4.156467   4.156218    15.5256    15.5256    15.5245    15.5246    84.0140     0.6968     4.3634     2.3099     2.3099     1.9520     0.0981  0.0002000     0.0000 1.0000e-12     0.1346      95.60     4.7801    5.57435   97.93977    33.3164    33.3141    24.5593    24.5575         31 0.0000e+00
 280.567352      8.000      7.948   4.156256   4.156037    15.5226    15.5231    15.5214    15.5219    84.2351     0.6862     4.3747     2.3100     2.3100     1.9039     0.0962  0.0002000     0.0000 1.0000e-12     0.1354      98.67     4.9337    5.57208   97.89446    33.3166    33.3143    24.5601    24.5582         43 0.0000e+00
 280.567383      9.000      8.929   4.156100   4.155704    15.5204    15.5189    15.5190    15.5176    84.4807     0.6746     4.3873     2.3062     2.3062     1.9526     0.0981  0.0002000     0.0000 1.0000e-12     0.1352     100.06     5.0030    5.55741   97.63235    33.3168    33.3144    24.5608    24.5593         52 0.0000e+00
 280.567413     10.000      9.931   4.155737   4.155628    15.5159    15.5175    15.5144    15.5160    84.3106     0.6827     4.3786     2.3033     2.3033     1.8086     0.0923  0.0002000     0.0000 1.0000e-12     0.1354     100.00     5.0000    5.55216   97.53168    33.3169    33.3146    24.5619    24.5597         41 0.0000e+00
 280.567444     11.000     10.915   4.155972   4.155772    15.5179    15.5187    15.5162    15.5170    84.5489     0.6714     4.3908     2.2995     2.2995     1.8224     0.0929  0.0002000     0.0000 1.0000e-12     0.1347     100.00     5.0000    5.53958   97.31456    33.3169    33.3144    24.5615    24.5594         49 0.0000e+00
 280.567474     12.000     11.908   4.155558   4.155344    15.5127    15.5135    15.5109    15.5117    84.5231     0.6726     4.3895     2.2993     2.2993     1.9133     0.0965  0.0002000     0.0000 1.0000e-12     0.1350     100.00     5.0000    5.55386   97.55544    33.3172    33.3147    24.5629    24.5608         30 0.0000e+00
 280.567474     13.000     12.905   4.155861   4.155548    15.5163    15.5154    15.5143    15.5134    84.5129     0.6731     4.3890     2.3010     2.3009     1.8896     0.0956  0.0002000     0.0000 1.0000e-12     0.1354     100.00     5.0000    5.55744   97.62487    33.3165    33.3145    24.5616    24.5602         25 0.0000e+00
 280.567505     14.000     13.910   4.155758   4.155531    15.5146    15.5149    15.5125    15.5128    84.4814     0.6746     4.3873     2.3022     2.3022     1.9351     0.0974  0.0002000     0.0000 1.0000e-12     0.1354     100.00     5.0000    5.55919   97.65253    33.3166    33.3144    24.5621    24.5603         30 0.0000e+00
 280.567566     15.000     14.881   4.155248   4.155077    15.5079    15.5090    15.5057    15.5068    84.5359     0.6720     4.3901     2.3044     2.3044     1.8902     0.0956  0.0002000     0.0000 1.0000e-12     0.1355     100.00     5.0000    5.57372   97.89518    33.3173    33.3149    24.5641    24.5620         39 0.0000e+00
 280.567566     16.000     15.884   4.153824   4.153956    15.4916    15.4962    15.4892    15.4938    84.5337     0.6721     4.3900     2.3041     2.3040     1.9409     0.0976  0.0002000     0.0000 1.0000e-12     0.1355     100.00     5.0000    5.55677   97.56636    33.3180    33.3153    24.5683    24.5652         30 0.0000e+00
 280.567596     17.000     16.881   4.153623   4.153885    15.4892    15.4948    15.4866    15.4922    84.5825     0.6698     4.3925     2.2993     2.2993     1.9277     0.0971  0.0002000     0.0000 1.0000e-12     0.1358     100.00     5.0000    5.54176   97.29806    33.3179    33.3155    24.5688    24.5657         35 0.0000e+00
 280.567627     18.000     17.855   4.153845   4.154624    15.4912    15.5027    15.4885    15.4999    84.5473     0.6714     4.3907     2.2931     2.2930     1.8727     0.0949  0.0002000     0.0000 1.0000e-12     0.1361     100.00     5.0000    5.52665   97.03662    33.3178    33.3151    24.5683    24.5637         32 0.0000e+00
