      TimeJ       PrDM      DepSM      C0S/m      C1S/m      T090C      T190C Potemp090C Potemp190C      Xmiss        Bat         V1    Sbeox0V         V2  FlECO-AFL         V3     Upoly0         V4        Par         V5       AltM         V6 Sbeox0ML/L   Sbeox0PS      Sal00      Sal11  Sigma-é00  Sigma-é11       Nbin       Flag
 276.896057      0.000     -0.040   4.485688   4.485728    19.2777    19.2818    19.2777    19.2818    49.8892     2.6681     2.6154     2.3492     2.3491     0.4464     0.0379  1196.7203     1.2223 3.4834e+03     4.0290     102.33     5.1167    5.28820   99.69757    33.0706    33.0676    23.4768    23.4735          6 0.0000e+00
 276.896088      1.000      0.992   4.486125   4.485767    19.2812    19.2823    19.2810    19.2821    85.7476     0.6184     4.4522     2.3490     2.3489     0.4198     0.0368  1100.6805     1.1242 4.0692e+03     4.0925      95.06     4.7531    5.27132   99.38606    33.0711    33.0672    23.4763    23.4731         32 0.0000e+00
 276.896149      2.000      2.009   4.486899   4.486361    19.2879    19.2871    19.2875    19.2868    86.7912     0.5667     4.5057     2.3478     2.3476     0.4125     0.0365  860.72156     0.8791 1.7477e+03     3.6835      91.42     4.5711    5.26648   99.30760    33.0718    33.0680    23.4752    23.4725         34 0.0000e+00
 276.896332      3.000      3.001   4.486706   4.486305    19.2856    19.2864    19.2851    19.2859    86.7605     0.5681     4.5041     2.3485     2.3484     0.4093     0.0364  712.64410     0.7279 7.0145e+02     3.2902      97.82     4.8909    5.26446   99.26537    33.0717    33.0677    23.4757    23.4725         27 0.0000e+00
 276.896423      4.000      3.961   4.486603   4.486351    19.2854    19.2869    19.2847    19.2862    85.5124     0.6261     4.4402     2.3431     2.3430     0.3937     0.0357  417.13840     0.4260 5.7285e+02     3.2392     100.14     5.0071    5.26365   99.24911    33.0706    33.0674    23.4750    23.4722         34 0.0000e+00
 276.896423      5.000      4.965   4.485654   4.485437    19.2742    19.2771    19.2733    19.2762    86.8879     0.5622     4.5106     2.3458     2.3457     0.4100     0.0364  621.38080     0.6346 4.7651e+02     3.1618     100.00     5.0000    5.26367   99.22916    33.0713    33.0673    23.4785    23.4746         26 0.0000e+00
 276.896454      6.000      5.958   4.483593   4.482577    19.2563    19.2518    19.2552    19.2507    86.9481     0.5594     4.5137     2.3427     2.3426     0.4092     0.0364  509.04465     0.5199 6.3406e+02     3.2859      87.68     4.3840    5.24962   98.92941    33.0683    33.0634    23.4807    23.4782         28 0.0000e+00
 276.896454      7.000      6.949   4.483050   4.482433    19.2514    19.2506    19.2502    19.2493    86.9539     0.5592     4.5140     2.3385     2.3384     0.4147     0.0366  475.86606     0.4860 6.9022e+02     3.3226     100.09     5.0044    5.24612   98.85392    33.0673    33.0629    23.4812    23.4781         29 0.0000e+00
 276.896484      8.000      7.941   4.485151   4.484587    19.2698    19.2689    19.2683    19.2675    86.9733     0.5583     4.5150     2.3412     2.3410     0.4122     0.0365  396.84457     0.4053 6.2544e+02     3.2787     100.00     5.0000    5.26750   99.29208    33.0697    33.0657    23.4785    23.4757         26 0.0000e+00
 276.896484      9.000      8.941   4.484352   4.483632    19.2619    19.2602    19.2603    19.2586    86.8281     0.5650     4.5076     2.3439     2.3438     0.4075     0.0363  513.35583     0.5243 6.2289e+02     3.2697     100.00     5.0000    5.26334   99.19881    33.0690    33.0644    23.4800    23.4770         34 0.0000e+00
 276.896545     10.000      9.938   4.483772   4.483302    19.2565    19.2574    19.2548    19.2556    86.8765     0.5627     4.5100     2.3405     2.3404     0.4066     0.0363  323.59232     0.3305 6.2186e+02     3.2676     100.00     5.0000    5.24185   98.78346    33.0681    33.0636    23.4807    23.4771         20 0.0000e+00
 276.896545     11.000     10.927   4.481776   4.481420    19.2392    19.2406    19.2372    19.2386    86.9437     0.5596     4.5135     2.3355     2.3353     0.4095     0.0364  414.26767     0.4231 5.7681e+02     3.2352     100.00     5.0000    5.23248   98.57315    33.0651    33.0611    23.4829    23.4794         30 0.0000e+00
