      TimeJ       PrDM      DepSM      C0S/m      C1S/m      T090C      T190C Potemp090C Potemp190C      Xmiss        Bat         V1    Sbeox0V         V2  FlECO-AFL         V3     Upoly0         V4        Par         V5       AltM         V6 Sbeox0ML/L   Sbeox0PS      Sal00      Sal11  Sigma-é00  Sigma-é11       Nbin       Flag
 277.023529      1.000      0.974   4.478278   4.477933    19.2540    19.2545    19.2538    19.2543    84.3466     0.6811     4.3804     2.3482     2.3480     0.4693     0.0388  165.21350     0.1687 1.0451e+03     3.5473      44.68     2.2340    5.25435   98.99055    33.0279    33.0247    23.4503    23.4477         20 0.0000e+00
 277.023560      2.000      1.986   4.478515   4.478158    19.2542    19.2552    19.2539    19.2548    85.3998     0.6314     4.4344     2.3395     2.3393     0.4688     0.0388  97.082481     0.0992 3.7344e+02     3.0477      84.62     4.2309    5.24114   98.74308    33.0294    33.0257    23.4514    23.4483         23 0.0000e+00
 277.023621      3.000      2.994   4.478679   4.478319    19.2544    19.2550    19.2538    19.2545    86.2568     0.5914     4.4783     2.3459     2.3458     0.4741     0.0390  77.494385     0.0791 2.6765e+02     2.9138      90.85     4.5427    5.27866   99.45077    33.0303    33.0267    23.4521    23.4492         31 0.0000e+00
 277.023743      4.000      3.972   4.478795   4.478373    19.2544    19.2552    19.2537    19.2545    86.9282     0.5604     4.5127     2.3412     2.3410     0.4719     0.0389  71.091713     0.0726 2.0658e+02     2.7981     100.79     5.0394    5.24253   98.77036    33.0308    33.0267    23.4525    23.4492         32 0.0000e+00
 277.023773      5.000      4.966   4.478843   4.478462    19.2537    19.2558    19.2528    19.2549    87.1214     0.5515     4.5226     2.3312     2.3311     0.4740     0.0390  66.646042     0.0681 1.6687e+02     2.7077     100.00     5.0000    5.22362   98.41325    33.0315    33.0266    23.4532    23.4490         22 0.0000e+00
 277.023773      6.000      5.964   4.478722   4.478278    19.2499    19.2501    19.2488    19.2490    87.1360     0.5508     4.5233     2.3344     2.3343     0.4747     0.0390  62.306248     0.0636 1.5927e+02     2.6876      99.80     4.9898    5.25046   98.91274    33.0331    33.0293    23.4556    23.4526         29 0.0000e+00
 277.023804      7.000      6.948   4.478308   4.477934    19.2383    19.2403    19.2370    19.2390    87.0888     0.5530     4.5209     2.3383     2.3381     0.4474     0.0379  66.130394     0.0675 1.5106e+02     2.6643      83.32     4.1660    5.25825   99.04136    33.0386    33.0339    23.4627    23.4586         34 0.0000e+00
 277.023804      8.000      7.946   4.477964   4.477497    19.2295    19.2290    19.2281    19.2276    87.1300     0.5511     4.5230     2.3398     2.3396     0.4698     0.0388  51.382458     0.0525 1.2967e+02     2.5982      93.70     4.6851    5.26340   99.12442    33.0423    33.0389    23.4678    23.4653         33 0.0000e+00
 277.023865      9.000      8.934   4.477796   4.477483    19.2225    19.2267    19.2209    19.2251    87.1259     0.5513     4.5228     2.3371     2.3370     0.4631     0.0385  47.681187     0.0487 1.2655e+02     2.5881     100.54     5.0270    5.25581   98.97089    33.0462    33.0403    23.4726    23.4670         35 0.0000e+00
 277.023895     10.000      9.918   4.477714   4.477270    19.2183    19.2184    19.2166    19.2166    87.1446     0.5504     4.5238     2.3327     2.3325     0.4667     0.0387  46.378563     0.0474 1.2609e+02     2.5865     100.00     5.0000    5.24590   98.77789    33.0485    33.0448    23.4754    23.4726         18 0.0000e+00
 277.023895     11.000     10.913   4.477657   4.477239    19.2157    19.2158    19.2137    19.2139    87.1439     0.5504     4.5237     2.3351     2.3350     0.4751     0.0390  42.029343     0.0429 1.1744e+02     2.5556     100.00     5.0000    5.25881   99.01690    33.0498    33.0462    23.4771    23.4744         16 0.0000e+00
 277.023895     12.000     11.921   4.477640   4.477246    19.2120    19.2137    19.2098    19.2116    87.1453     0.5504     4.5238     2.3374     2.3373     0.4728     0.0389  38.886326     0.0397 1.0857e+02     2.5217     100.00     5.0000    5.26637   99.15371    33.0522    33.0476    23.4800    23.4760         15 0.0000e+00
 277.023895     13.000     12.914   4.477673   4.477250    19.2096    19.2104    19.2073    19.2081    87.1497     0.5502     4.5240     2.3392     2.3391     0.4562     0.0382  36.956715     0.0377 1.0502e+02     2.5074     100.00     5.0000    5.26763   99.17418    33.0540    33.0499    23.4820    23.4786         16 0.0000e+00
 277.023926     14.000     13.908   4.477733   4.477293    19.2079    19.2084    19.2054    19.2059    87.1583     0.5498     4.5245     2.3398     2.3396     0.4420     0.0377  35.886536     0.0367 1.0274e+02     2.4979     100.00     5.0000    5.25990   99.02631    33.0555    33.0515    23.4837    23.4805         20 0.0000e+00
 277.023926     15.000     14.904   4.478106   4.477670    19.2056    19.2065    19.2030    19.2038    87.1631     0.5496     4.5247     2.3376     2.3375     0.4667     0.0387  33.128223     0.0338 9.6130e+01     2.4691     100.00     5.0000    5.25453   98.92371    33.0601    33.0558    23.4877    23.4842         37 0.0000e+00
 277.023956     16.000     15.885   4.478702   4.478310    19.2108    19.2123    19.2079    19.2095    87.1587     0.5498     4.5245     2.3387     2.3385     0.4613     0.0385  31.230391     0.0319 9.1140e+01     2.4461     100.00     5.0000    5.26243   99.08218    33.0606    33.0561    23.4869    23.4830         56 0.0000e+00
 277.023987     17.000     16.869   4.481348   4.480817    19.2238    19.2239    19.2208    19.2209    87.1716     0.5492     4.5252     2.3384     2.3382     0.4460     0.0378  31.555630     0.0322 9.2550e+01     2.4528     100.00     5.0000    5.25005   98.87978    33.0717    33.0672    23.4921    23.4887         36 0.0000e+00
 277.024017     18.000     17.865   4.482315   4.481761    19.2297    19.2296    19.2266    19.2264    87.1837     0.5486     4.5258     2.3341     2.3339     0.4377     0.0375  29.053062     0.0297 8.7112e+01     2.4266     100.00     5.0000    5.24132   98.72791    33.0746    33.0701    23.4929    23.4895         22 0.0000e+00
 277.024017     19.000     18.858   4.481209   4.480799    19.2185    19.2194    19.2152    19.2160    87.1931     0.5482     4.5263     2.3345     2.3344     0.4415     0.0377  28.624449     0.0292 8.4555e+01     2.4138     100.00     5.0000    5.25305   98.92796    33.0740    33.0700    23.4953    23.4920         19 0.0000e+00
 277.024017     20.000     19.859   4.481285   4.480864    19.2183    19.2191    19.2148    19.2155    87.1944     0.5481     4.5263     2.3355     2.3354     0.4373     0.0375  28.482319     0.0291 8.3582e+01     2.4088     100.00     5.0000    5.25971   99.05325    33.0745    33.0704    23.4958    23.4924         17 0.0000e+00
 277.024048     21.000     20.853   4.482037   4.481611    19.2228    19.2235    19.2190    19.2198    87.2140     0.5472     4.5273     2.3372     2.3370     0.4414     0.0377  27.824121     0.0284 8.2596e+01     2.4037     100.00     5.0000    5.27158   99.28641    33.0768    33.0727    23.4964    23.4931         19 0.0000e+00
 277.024048     22.000     21.847   4.481160   4.480657    19.2123    19.2127    19.2085    19.2088    87.2069     0.5475     4.5270     2.3418     2.3416     0.4377     0.0375  26.677265     0.0272 7.9754e+01     2.3885     100.00     5.0000    5.28420   99.50525    33.0775    33.0730    23.4997    23.4962         21 0.0000e+00
 277.024048     23.000     22.839   4.476213   4.476038    19.1682    19.1714    19.1641    19.1673    87.2041     0.5477     4.5268     2.3420     2.3418     0.4516     0.0381  24.848299     0.0254 7.4313e+01     2.3579     100.00     5.0000    5.27513   99.24902    33.0714    33.0674    23.5062    23.5024         26 0.0000e+00
 277.024078     24.000     23.835   4.468502   4.468358    19.0967    19.1017    19.0925    19.0975    87.2027     0.5477     4.5267     2.3394     2.3392     0.4679     0.0387  23.417786     0.0239 6.8600e+01     2.3234     100.00     5.0000    5.27237   99.06069    33.0641    33.0589    23.5188    23.5136         40 0.0000e+00
 277.024139     25.000     24.802   4.468845   4.473414    19.1023    19.1488    19.0979    19.1444    87.2032     0.5477     4.5268     2.3411     2.3410     0.4543     0.0382  23.766905     0.0243 6.9845e+01     2.3313     100.00     5.0000    5.31704   99.90901    33.0622    33.0630    23.5160    23.5048         26 0.0000e+00
 277.024139     26.000     25.805   4.447647   4.447814    18.9015    18.9070    18.8969    18.9025    87.1356     0.5508     4.5233     2.3521     2.3520     0.4716     0.0389  22.832609     0.0233 6.7179e+01     2.3145     100.00     5.0000    5.36685  100.45763    33.0461    33.0430    23.5544    23.5506         16 0.0000e+00
 277.024139     27.000     26.795   4.452097   4.450409    18.9070    18.9023    18.9022    18.8975    87.0622     0.5542     4.5195     2.3538     2.3537     0.4725     0.0389  22.262352     0.0227 6.4691e+01     2.2983     100.00     5.0000    5.35068  100.18436    33.0783    33.0680    23.5776    23.5709         14 0.0000e+00
 277.024139     28.000     27.792   4.463403   4.463467    18.9262    18.9279    18.9213    18.9230    87.0845     0.5532     4.5207     2.3535     2.3534     0.4690     0.0388  21.387362     0.0218 6.2287e+01     2.2820     100.00     5.0000    5.33971  100.06165    33.1565    33.1557    23.6326    23.6315         12 0.0000e+00
 277.024139     29.000     28.782   4.442592   4.442902    18.7334    18.7379    18.7284    18.7329    87.1521     0.5501     4.5242     2.3542     2.3541     0.4717     0.0389  21.117001     0.0216 5.9996e+01     2.2658     100.00     5.0000    5.36108  100.08855    33.1374    33.1363    23.6663    23.6644         12 0.0000e+00
 277.024170     30.000     29.793   4.432936   4.433375    18.6506    18.6594    18.6454    18.6542    87.1453     0.5504     4.5238     2.3544     2.3542     0.4738     0.0390  20.321724     0.0208 5.7724e+01     2.2492     100.00     5.0000    5.36719  100.03815    33.1228    33.1194    23.6759    23.6711         10 0.0000e+00
 277.024170     31.000     30.811   4.426271   4.425782    18.5931    18.5932    18.5877    18.5878    87.1378     0.5507     4.5234     2.3518     2.3516     0.4717     0.0389  19.660280     0.0201 5.5151e+01     2.2295     100.00     5.0000    5.36719   99.92407    33.1129    33.1088    23.6827    23.6795         23 0.0000e+00
 277.024231     32.000     31.769   4.434162   4.431405    18.6769    18.6546    18.6713    18.6491    87.1650     0.5495     4.5248     2.3411     2.3409     0.4717     0.0389  19.064255     0.0195 5.3031e+01     2.2127     100.00     5.0000    5.32330   99.26221    33.1113    33.1061    23.6606    23.6622         24 0.0000e+00
 277.024231     33.000     32.759   4.424821   4.419621    18.5975    18.5519    18.5918    18.5462    87.1555     0.5499     4.5243     2.3414     2.3412     0.4837     0.0393  18.545242     0.0189 5.0609e+01     2.1926     100.00     5.0000    5.36526   99.88587    33.0965    33.0896    23.6691    23.6751         23 0.0000e+00
 277.024231     34.000     33.751   4.402137   4.402187    18.3950    18.3993    18.3892    18.3935    87.0597     0.5543     4.5194     2.3513     2.3512     0.4870     0.0395  17.863304     0.0182 4.8541e+01     2.1746     100.00     5.0000    5.47352  101.49715    33.0687    33.0657    23.6981    23.6947         21 0.0000e+00
 277.024261     35.000     34.750   4.400023   4.399823    18.3758    18.3775    18.3698    18.3715    87.0259     0.5559     4.5177     2.3766     2.3764     0.4800     0.0392  17.742809     0.0181 4.6908e+01     2.1599     100.00     5.0000    5.60385  103.87464    33.0660    33.0630    23.7008    23.6981         19 0.0000e+00
 277.024261     36.000     35.738   4.391088   4.391522    18.2482    18.2580    18.2420    18.2519    87.0100     0.5566     4.5169     2.4082     2.4081     0.4864     0.0395  17.307049     0.0177 4.5013e+01     2.1422     100.00     5.0000    5.71482  105.69234    33.0933    33.0890    23.7530    23.7474         19 0.0000e+00
 277.024261     37.000     36.737   4.353731   4.355084    17.8297    17.8515    17.8235    17.8453    87.0049     0.5568     4.5166     2.4344     2.4342     0.4896     0.0396  16.809511     0.0172 4.2758e+01     2.1201     100.00     5.0000    5.84095  107.18392    33.1155    33.1092    23.8720    23.8620         19 0.0000e+00
 277.024292     38.000     37.733   4.311499   4.313416    17.3219    17.3459    17.3156    17.3396    87.0238     0.5560     4.5176     2.4737     2.4736     0.4760     0.0390  16.067472     0.0164 4.0276e+01     2.0944     100.00     5.0000    6.02562  109.53533    33.1684    33.1652    24.0340    24.0259         26 0.0000e+00
 277.024292     39.000     38.723   4.251262   4.253395    16.6204    16.6510    16.6141    16.6448    87.0120     0.5565     4.5170     2.4810     2.4809     0.5099     0.0404  15.767085     0.0161 3.8190e+01     2.0716     100.00     5.0000    5.85236  105.00175    33.2247    33.2179    24.2419    24.2296         39 0.0000e+00
 277.024353     40.000     39.703   4.303300   4.261872    17.2232    16.7676    17.2167    16.7612    87.0635     0.5541     4.5196     2.3992     2.3990     0.5094     0.0404  15.588110     0.0159 3.6844e+01     2.0563     100.00     5.0000    5.59123  101.47467    33.1774    33.1948    24.0621    24.1845         41 0.0000e+00
 277.024353     41.000     40.688   4.225768   4.213798    16.3466    16.2155    16.3401    16.2091    87.1048     0.5522     4.5217     2.4202     2.4200     0.5262     0.0410  15.070373     0.0154 3.5224e+01     2.0370     100.00     5.0000    5.92728  105.77034    33.2283    33.2325    24.3073    24.3409         18 0.0000e+00
