      TimeJ       PrDM      DepSM      C0S/m      C1S/m      T090C      T190C Potemp090C Potemp190C      Xmiss        Bat         V1    Sbeox0V         V2  FlECO-AFL         V3     Upoly0         V4        Par         V5       AltM         V6 Sbeox0ML/L   Sbeox0PS      Sal00      Sal11  Sigma-é00  Sigma-é11       Nbin       Flag
 272.814423      0.000      0.004   3.987548   3.986054    13.4906    13.4657    13.4906    13.4657    78.5816     0.9639     4.0851     2.3152     2.3151     2.4373     0.1175  345.48145     0.3529 1.3953e+03     3.6371     103.18     5.1589    6.22861  105.19951    33.5272    33.5353    25.1541    25.1658          4 0.0000e+00
 272.814514      1.000      0.994   4.029673   4.043046    13.9421    14.0785    13.9420    14.0784    77.3778     1.0261     4.0235     2.3582     2.3581     2.6930     0.1277  322.96133     0.3299 1.2087e+03     3.5531      93.58     4.6791    5.95843  101.54153    33.5238    33.5289    25.0582    25.0336         46 0.0000e+00
 272.815491      2.000      1.981   4.034031   4.034758    13.9719    13.9890    13.9716    13.9887    74.6790     1.1680     3.8852     2.2189     2.2188     3.0638     0.1426  229.33434     0.2342 3.7453e+02     3.0736      94.63     4.7317    5.24138   89.43884    33.5376    33.5294    25.0619    25.0522         45 0.0000e+00
 272.815613      3.000      2.979   3.929522   3.930059    12.8502    12.8573    12.8498    12.8569    80.5905     0.8639     4.1880     2.0400     2.0399     2.2037     0.1081  168.84604     0.1725 3.1115e+02     2.9768      99.97     4.9987    4.73223   78.87649    33.5433    33.5420    25.2941    25.2917         32 0.0000e+00
 272.815613      4.000      3.972   3.921940   3.921307    12.7694    12.7640    12.7688    12.7635    81.8627     0.8005     4.2532     1.9758     1.9757     1.6034     0.0841  126.68549     0.1294 2.4877e+02     2.8791     100.00     5.0000    4.64332   77.26326    33.5425    33.5412    25.3094    25.3094         37 0.0000e+00
 272.815643      5.000      4.965   3.894996   3.894727    12.4702    12.4717    12.4695    12.4711    82.8678     0.7517     4.3047     1.9303     1.9302     1.0395     0.0616  98.613289     0.1007 1.9575e+02     2.7751      98.86     4.9430    4.62396   76.46861    33.5509    33.5469    25.3741    25.3708         62 0.0000e+00
 272.815674      6.000      5.954   3.888234   3.888258    12.3983    12.3988    12.3975    12.3980    83.2677     0.7324     4.3252     1.8980     1.8979     0.8240     0.0530  76.699898     0.0783 1.5662e+02     2.6800     100.03     5.0014    4.57162   75.48909    33.5498    33.5496    25.3872    25.3869         65 0.0000e+00
 272.815704      7.000      6.948   3.886368   3.886082    12.3751    12.3706    12.3742    12.3697    83.1984     0.7358     4.3216     1.8804     1.8803     0.8216     0.0529  61.916870     0.0632 1.3339e+02     2.6104     100.00     5.0000    4.52950   74.75854    33.5521    33.5535    25.3935    25.3954         47 0.0000e+00
 272.815735      8.000      7.944   3.881393   3.881034    12.3153    12.3108    12.3143    12.3098    83.1869     0.7363     4.3210     1.8707     1.8706     0.8273     0.0531  47.689316     0.0487 1.1004e+02     2.5280     100.00     5.0000    4.51475   74.42454    33.5574    33.5579    25.4090    25.4103         45 0.0000e+00
 272.815765      9.000      8.931   3.879609   3.879773    12.2925    12.2950    12.2913    12.2939    83.1608     0.7376     4.3197     1.8593     1.8593     0.7474     0.0499  43.350128     0.0443 1.0187e+02     2.4944     100.00     5.0000    4.48776   73.94575    33.5602    33.5595    25.4156    25.4146         53 0.0000e+00
