      TimeJ       PrDM      DepSM      C0S/m      C1S/m      T090C      T190C Potemp090C Potemp190C      Xmiss        Bat         V1    Sbeox0V         V2  FlECO-AFL         V3     Upoly0         V4        Par         V5       AltM         V6 Sbeox0ML/L   Sbeox0PS      Sal00      Sal11  Sigma-é00  Sigma-é11       Nbin       Flag
 277.401337      2.000      1.973   4.471684   4.471282    19.1840    19.1847    19.1836    19.1843    82.4472     0.7720     4.2831     2.3398     2.3398     0.4546     0.0382  0.0002000     0.0000 1.0000e-12     0.1476     100.00     5.0000    5.25713   98.91441    33.0287    33.0248    23.4687    23.4656         32 0.0000e+00
 277.401367      3.000      2.983   4.471788   4.471335    19.1834    19.1840    19.1828    19.1835    84.6726     0.6657     4.3971     2.3375     2.3374     0.4687     0.0387  0.0002000     0.0000 1.0000e-12     0.1474     100.00     5.0000    5.25322   98.84031    33.0297    33.0255    23.4697    23.4663         27 0.0000e+00
 277.401367      4.000      3.976   4.471885   4.471430    19.1837    19.1844    19.1829    19.1837    85.9093     0.6075     4.4605     2.3374     2.3373     0.4701     0.0388  0.0002000     0.0000 1.0000e-12     0.1472     100.00     5.0000    5.25622   98.89732    33.0300    33.0256    23.4698    23.4663         41 0.0000e+00
 277.401428      5.000      4.959   4.471961   4.471502    19.1842    19.1848    19.1833    19.1840    87.2668     0.5448     4.5300     2.3372     2.3371     0.4336     0.0373  0.0002000     0.0000 1.0000e-12     0.1457     100.00     5.0000    5.26253   99.01685    33.0298    33.0255    23.4697    23.4662         48 0.0000e+00
 277.401428      6.000      5.958   4.472082   4.471628    19.1852    19.1861    19.1841    19.1850    87.2876     0.5438     4.5311     2.3415     2.3415     0.4602     0.0384  0.0002000     0.0000 1.0000e-12     0.1464     100.00     5.0000    5.26935   99.14713    33.0297    33.0252    23.4693    23.4657         31 0.0000e+00
 277.401459      7.000      6.952   4.472202   4.471823    19.1858    19.1874    19.1846    19.1861    87.2995     0.5433     4.5317     2.3373     2.3372     0.4537     0.0381  0.0002000     0.0000 1.0000e-12     0.1465     100.00     5.0000    5.24226   98.63860    33.0298    33.0254    23.4693    23.4656         56 0.0000e+00
 277.401489      8.000      7.936   4.472421   4.471942    19.1875    19.1881    19.1861    19.1867    87.3122     0.5427     4.5324     2.3297     2.3297     0.4439     0.0378  0.0002000     0.0000 1.0000e-12     0.1465     100.00     5.0000    5.22613   98.33819    33.0300    33.0255    23.4690    23.4655         34 0.0000e+00
 277.401489      9.000      8.933   4.472604   4.472097    19.1888    19.1890    19.1872    19.1874    87.3007     0.5432     4.5318     2.3281     2.3281     0.4561     0.0382  0.0002000     0.0000 1.0000e-12     0.1467     100.00     5.0000    5.22916   98.39777    33.0301    33.0257    23.4689    23.4655         25 0.0000e+00
 277.401520     10.000      9.935   4.472383   4.471880    19.1864    19.1868    19.1846    19.1850    87.3104     0.5428     4.5323     2.3298     2.3297     0.4495     0.0380  0.0002000     0.0000 1.0000e-12     0.1467     100.00     5.0000    5.24552   98.70106    33.0298    33.0253    23.4693    23.4658         30 0.0000e+00
 277.401520     11.000     10.924   4.472303   4.471864    19.1854    19.1861    19.1834    19.1842    87.3154     0.5426     4.5325     2.3346     2.3345     0.4497     0.0380  0.0002000     0.0000 1.0000e-12     0.1466     100.00     5.0000    5.25443   98.86672    33.0296    33.0254    23.4695    23.4660         54 0.0000e+00
