      TimeJ       PrDM      DepSM      C0S/m      C1S/m      T090C      T190C Potemp090C Potemp190C      Xmiss        Bat         V1    Sbeox0V         V2  FlECO-AFL         V3     Upoly0         V4        Par         V5       AltM         V6 Sbeox0ML/L   Sbeox0PS      Sal00      Sal11  Sigma-é00  Sigma-é11       Nbin       Flag
 281.769531      5.000      4.967   4.194030   4.193752    15.9746    15.9742    15.9738    15.9734    82.0311     0.7923     4.2618     2.3437     2.3436     2.1634     0.1065  111.73198     0.1141 2.4498e+02     2.8739     100.00     5.0000    5.62340   99.65323    33.2732    33.2710    24.4255    24.4240         31 0.0000e+00
 281.769562      6.000      5.952   4.194195   4.194038    15.9761    15.9774    15.9752    15.9765    82.1099     0.7884     4.2659     2.3438     2.3438     2.2955     0.1118  114.49019     0.1169 2.2992e+02     2.8467     100.00     5.0000    5.62100   99.61359    33.2730    33.2705    24.4251    24.4229         49 0.0000e+00
 281.769592      7.000      6.944   4.193901   4.193785    15.9715    15.9733    15.9704    15.9722    82.1195     0.7880     4.2664     2.3417     2.3417     2.3408     0.1136  109.43748     0.1118 2.2689e+02     2.8408     100.00     5.0000    5.62021   99.59103    33.2739    33.2713    24.4268    24.4245         28 0.0000e+00
 281.769592      8.000      7.943   4.194040   4.193798    15.9731    15.9730    15.9718    15.9718    82.1098     0.7885     4.2659     2.3435     2.3435     2.3604     0.1144  98.246307     0.1003 2.1073e+02     2.8087     100.00     5.0000    5.63623   99.87772    33.2734    33.2713    24.4261    24.4245         26 0.0000e+00
 281.769623      9.000      8.932   4.194189   4.193972    15.9748    15.9752    15.9734    15.9738    82.1422     0.7869     4.2675     2.3469     2.3468     2.3704     0.1148  83.320724     0.0851 1.8811e+02     2.7594     100.00     5.0000    5.64534  100.04221    33.2729    33.2706    24.4254    24.4236         27 0.0000e+00
 281.769623     10.000      9.929   4.194366   4.194198    15.9763    15.9774    15.9748    15.9758    82.1343     0.7873     4.2671     2.3467     2.3466     2.4053     0.1162  70.705109     0.0722 1.6548e+02     2.7038     100.00     5.0000    5.63010   99.77510    33.2728    33.2704    24.4250    24.4230         30 0.0000e+00
 281.769653     11.000     10.914   4.194480   4.194264    15.9770    15.9777    15.9753    15.9760    82.1239     0.7878     4.2666     2.3450     2.3449     2.4214     0.1169  59.804035     0.0611 1.4454e+02     2.6454     100.00     5.0000    5.62515   99.68882    33.2729    33.2703    24.4250    24.4228         26 0.0000e+00
 281.769653     12.000     11.905   4.194133   4.194117    15.9721    15.9754    15.9702    15.9735    82.1563     0.7862     4.2682     2.3434     2.3434     2.4098     0.1164  50.744282     0.0518 1.2902e+02     2.5963     100.00     5.0000    5.62785   99.72740    33.2735    33.2706    24.4266    24.4236         21 0.0000e+00
 281.769653     13.000     12.899   4.194259   4.194057    15.9734    15.9739    15.9714    15.9719    82.1637     0.7858     4.2686     2.3441     2.3440     2.4324     0.1173  44.446209     0.0454 1.1693e+02     2.5538     100.00     5.0000    5.63067   99.77980    33.2731    33.2710    24.4260    24.4243         17 0.0000e+00
 281.769653     14.000     13.900   4.194428   4.194290    15.9747    15.9761    15.9725    15.9739    82.1692     0.7856     4.2689     2.3436     2.3436     2.4610     0.1184  39.997719     0.0409 1.0802e+02     2.5195     100.00     5.0000    5.62406   99.66523    33.2732    33.2708    24.4258    24.4237         17 0.0000e+00
