      TimeJ       PrDM      DepSM      C0S/m      C1S/m      T090C      T190C Potemp090C Potemp190C      Xmiss        Bat         V1    Sbeox0V         V2  FlECO-AFL         V3     Upoly0         V4        Par         V5       AltM         V6 Sbeox0ML/L   Sbeox0PS      Sal00      Sal11  Sigma-é00  Sigma-é11       Nbin       Flag
 279.110565      2.000      1.974   4.326301   4.325974    17.5692    17.5705    17.5689    17.5702    81.3099     0.8277     4.2249     2.3711     2.3710     1.2071     0.0683  0.0002000     0.0000 1.0000e-12     0.1440     100.00     5.0000    5.51535  100.70351    33.1062    33.1024    23.9263    23.9231         26 0.0000e+00
 279.110657      3.000      2.985   4.326340   4.326033    17.5694    17.5701    17.5689    17.5696    81.2951     0.8286     4.2241     2.3790     2.3789     1.1827     0.0673  0.0002000     0.0000 1.0000e-12     0.1426     100.00     5.0000    5.54427  101.23176    33.1060    33.1028    23.9262    23.9236         49 0.0000e+00
 279.110718      4.000      3.964   4.326290   4.325965    17.5688    17.5696    17.5681    17.5689    80.6782     0.8593     4.1925     2.3744     2.3742     1.1601     0.0664  0.0002000     0.0000 1.0000e-12     0.1399     100.00     5.0000    5.53804  101.11656    33.1057    33.1023    23.9261    23.9233         38 0.0000e+00
 279.110748      5.000      4.967   4.326708   4.326377    17.5713    17.5725    17.5705    17.5716    83.4209     0.7253     4.3330     2.3753     2.3752     1.1370     0.0655  0.0002000     0.0000 1.0000e-12     0.1385     100.00     5.0000    5.53511  101.06880    33.1069    33.1031    23.9265    23.9233         46 0.0000e+00
 279.110779      6.000      5.954   4.327200   4.326859    17.5756    17.5767    17.5746    17.5757    84.5175     0.6728     4.3892     2.3728     2.3727     1.1660     0.0666  0.0002000     0.0000 1.0000e-12     0.1375     100.00     5.0000    5.52722  100.93318    33.1073    33.1034    23.9257    23.9225         43 0.0000e+00
 279.110779      7.000      6.945   4.327168   4.326814    17.5745    17.5758    17.5734    17.5746    84.3746     0.6796     4.3819     2.3718     2.3716     1.1695     0.0668  0.0002000     0.0000 1.0000e-12     0.1379     100.00     5.0000    5.52346  100.86252    33.1075    33.1035    23.9262    23.9228         29 0.0000e+00
 279.110809      8.000      7.942   4.327068   4.326692    17.5730    17.5740    17.5717    17.5726    84.3718     0.6797     4.3817     2.3695     2.3694     1.1614     0.0665  0.0002000     0.0000 1.0000e-12     0.1380     100.00     5.0000    5.51632  100.72929    33.1075    33.1035    23.9266    23.9233         28 0.0000e+00
 279.110809      9.000      8.937   4.327122   4.326772    17.5732    17.5744    17.5717    17.5729    84.5522     0.6712     4.3910     2.3680     2.3679     1.1625     0.0665  0.0002000     0.0000 1.0000e-12     0.1387     100.00     5.0000    5.51704  100.74277    33.1075    33.1034    23.9266    23.9232         28 0.0000e+00
 279.110840     10.000      9.932   4.326975   4.326561    17.5711    17.5716    17.5695    17.5699    84.5748     0.6702     4.3921     2.3707     2.3706     1.2144     0.0686  0.0002000     0.0000 1.0000e-12     0.1388     100.00     5.0000    5.53005  100.97630    33.1075    33.1036    23.9272    23.9240         52 0.0000e+00
 279.110870     11.000     10.919   4.326682   4.326304    17.5680    17.5688    17.5662    17.5669    84.7189     0.6633     4.3995     2.3664     2.3662     1.2641     0.0706  0.0002000     0.0000 1.0000e-12     0.1381     100.00     5.0000    5.51309  100.66045    33.1072    33.1033    23.9277    23.9246         69 0.0000e+00
 279.110870     12.000     11.905   4.326723   4.326285    17.5681    17.5684    17.5661    17.5664    84.7751     0.6607     4.4024     2.3683     2.3681     1.2108     0.0684  0.0002000     0.0000 1.0000e-12     0.1385     100.00     5.0000    5.52741  100.92205    33.1071    33.1031    23.9276    23.9245         32 0.0000e+00
 279.110901     13.000     12.902   4.326941   4.326556    17.5700    17.5708    17.5679    17.5687    84.7777     0.6605     4.4025     2.3700     2.3699     1.1847     0.0674  0.0002000     0.0000 1.0000e-12     0.1386     100.00     5.0000    5.53250  101.01868    33.1070    33.1031    23.9272    23.9240         24 0.0000e+00
 279.110901     14.000     13.902   4.327207   4.326828    17.5725    17.5736    17.5702    17.5713    84.7737     0.6607     4.4023     2.3703     2.3701     1.1640     0.0666  0.0002000     0.0000 1.0000e-12     0.1392     100.00     5.0000    5.53076  100.99175    33.1069    33.1028    23.9265    23.9231         22 0.0000e+00
 279.110931     15.000     14.896   4.327240   4.326852    17.5724    17.5733    17.5699    17.5709    84.7879     0.6601     4.4031     2.3711     2.3710     1.1755     0.0670  0.0002000     0.0000 1.0000e-12     0.1390     100.00     5.0000    5.53284  101.02946    33.1069    33.1028    23.9266    23.9233         38 0.0000e+00
 279.110962     16.000     15.868   4.327286   4.326896    17.5722    17.5731    17.5695    17.5704    84.7544     0.6617     4.4013     2.3710     2.3708     1.1567     0.0663  0.0002000     0.0000 1.0000e-12     0.1392     100.00     5.0000    5.53456  101.06055    33.1072    33.1031    23.9269    23.9235         20 0.0000e+00
 279.110962     17.000     16.876   4.327281   4.326830    17.5717    17.5718    17.5689    17.5690    84.7648     0.6612     4.4019     2.3719     2.3718     1.1368     0.0655  0.0002000     0.0000 1.0000e-12     0.1392     100.00     5.0000    5.53484  101.06471    33.1071    33.1032    23.9270    23.9239         16 0.0000e+00
 279.110992     18.000     17.888   4.327229   4.326796    17.5705    17.5709    17.5675    17.5679    84.7722     0.6608     4.4022     2.3704     2.3702     1.1412     0.0656  0.0002000     0.0000 1.0000e-12     0.1393     100.00     5.0000    5.52616  100.90398    33.1073    33.1033    23.9274    23.9243         22 0.0000e+00
 279.111023     19.000     18.856   4.327281   4.326801    17.5707    17.5708    17.5675    17.5676    84.7812     0.6604     4.4027     2.3687     2.3686     1.1646     0.0666  0.0002000     0.0000 1.0000e-12     0.1393     100.00     5.0000    5.55037  101.34641    33.1072    33.1031    23.9274    23.9242         40 0.0000e+00
 279.111053     20.000     19.847   4.327200   4.326797    17.5693    17.5700    17.5660    17.5667    84.7735     0.6608     4.4023     2.3792     2.3790     1.1608     0.0664  0.0002000     0.0000 1.0000e-12     0.1394     100.00     5.0000    5.60118  102.27137    33.1073    33.1033    23.9279    23.9246         22 0.0000e+00
 279.111053     21.000     20.854   4.319094   4.318454    17.4753    17.4749    17.4718    17.4714    84.7801     0.6604     4.4027     2.3884     2.3883     1.1795     0.0672  0.0002000     0.0000 1.0000e-12     0.1396     100.00     5.0000    5.64390  102.86974    33.1143    33.1091    23.9557    23.9518         23 0.0000e+00
 279.111053     22.000     21.845   4.291167   4.291245    17.1484    17.1557    17.1449    17.1522    84.5409     0.6717     4.3904     2.4037     2.4036     1.5567     0.0823  0.0002000     0.0000 1.0000e-12     0.1396     100.00     5.0000    5.72219  103.66121    33.1414    33.1361    24.0541    24.0483         36 0.0000e+00
 279.111084     23.000     22.832   4.269875   4.269008    16.8574    16.8519    16.8537    16.8482    84.3104     0.6827     4.3786     2.4132     2.4130     2.1816     0.1073  0.0002000     0.0000 1.0000e-12     0.1396     100.00     5.0000    5.74384  103.50543    33.1965    33.1935    24.1647    24.1636         43 0.0000e+00
 279.111115     24.000     23.825   4.249217   4.249012    16.5766    16.5776    16.5727    16.5737    83.5854     0.7172     4.3415     2.4105     2.4104     3.0065     0.1403  0.0002000     0.0000 1.0000e-12     0.1398     100.00     5.0000    5.76639  103.38033    33.2489    33.2462    24.2701    24.2679         36 0.0000e+00
 279.111115     25.000     24.818   4.236478   4.234646    16.4431    16.4267    16.4391    16.4227    82.9729     0.7466     4.3101     2.4087     2.4086     3.2903     0.1516  0.0002000     0.0000 1.0000e-12     0.1404     100.00     5.0000    5.76670  103.11727    33.2480    33.2455    24.3002    24.3021         57 0.0000e+00
 279.111145     26.000     25.807   4.200460   4.200233    16.0797    16.0791    16.0756    16.0751    82.7571     0.7570     4.2990     2.4031     2.4030     3.5708     0.1628  0.0002000     0.0000 1.0000e-12     0.1404     100.00     5.0000    5.79554  102.89122    33.2340    33.2325    24.3725    24.3714         35 0.0000e+00
