      TimeJ       PrDM      DepSM      C0S/m      C1S/m      T090C      T190C Potemp090C Potemp190C      Xmiss        Bat         V1    Sbeox0V         V2  FlECO-AFL         V3     Upoly0         V4        Par         V5       AltM         V6 Sbeox0ML/L   Sbeox0PS      Sal00      Sal11  Sigma-é00  Sigma-é11       Nbin       Flag
 274.681305      3.000      2.970   4.240336   4.240617    16.6320    16.6365    16.6316    16.6360    83.1537     0.7379     4.3193     2.3739     2.3737     1.0517     0.0621  30.212887     0.0309 9.4818e+01     2.4636     100.33     5.0164    5.63226  101.01369    33.1330    33.1318    24.1676    24.1656         30 0.0000e+00
 274.681366      4.000      3.976   4.240720   4.240189    16.6343    16.6325    16.6337    16.6319    83.1243     0.7393     4.3178     2.3728     2.3727     1.0762     0.0630  24.459223     0.0250 8.5244e+01     2.4160      96.43     4.8214    5.63922  101.14356    33.1341    33.1310    24.1680    24.1660         43 0.0000e+00
 274.681824      5.000      4.967   4.238623   4.238350    16.6192    16.6198    16.6185    16.6190    83.2515     0.7332     4.3244     2.3842     2.3840     1.0120     0.0605  36.840500     0.0376 2.0736e+02     2.7518      88.01     4.4007    5.66884  101.64127    33.1279    33.1251    24.1667    24.1645         41 0.0000e+00
 274.681885      6.000      5.959   4.239034   4.238792    16.6227    16.6234    16.6217    16.6224    83.2217     0.7346     4.3228     2.3821     2.3819     0.9837     0.0593  31.229462     0.0319 1.5194e+02     2.6621      99.67     4.9835    5.66297  101.54292    33.1283    33.1256    24.1663    24.1640         33 0.0000e+00
 274.681885      7.000      6.951   4.239464   4.239208    16.6233    16.6239    16.6222    16.6228    83.2957     0.7311     4.3266     2.3829     2.3827     1.1601     0.0664  22.496588     0.0230 9.8180e+01     2.4718     100.00     5.0000    5.67366  101.73778    33.1312    33.1284    24.1683    24.1661         58 0.0000e+00
 274.681946      8.000      7.938   4.243230   4.242411    16.6475    16.6448    16.6463    16.6435    83.2615     0.7327     4.3249     2.3853     2.3852     1.0847     0.0634  17.734692     0.0181 6.8520e+01     2.3242     100.00     5.0000    5.67992  101.90562    33.1436    33.1387    24.1723    24.1692         50 0.0000e+00
 274.681946      9.000      8.930   4.251624   4.252684    16.7026    16.7120    16.7012    16.7106    83.1290     0.7391     4.3181     2.3881     2.3880     1.2185     0.0687  17.392372     0.0178 6.7465e+01     2.3164     100.00     5.0000    5.69502  102.30267    33.1709    33.1723    24.1805    24.1794         32 0.0000e+00
 274.681976     10.000      9.929   4.244980   4.249367    16.6597    16.6907    16.6581    16.6891    83.2358     0.7340     4.3235     2.3947     2.3946     1.1378     0.0655  16.527020     0.0169 6.2534e+01     2.2834     100.00     5.0000    5.72040  102.65872    33.1481    33.1607    24.1731    24.1755         28 0.0000e+00
 274.681976     11.000     10.925   4.258417   4.259038    16.7275    16.7296    16.7257    16.7279    83.1883     0.7363     4.3211     2.3984     2.3983     1.0816     0.0633  15.577530     0.0159 5.7092e+01     2.2443     100.00     5.0000    5.71401  102.71692    33.2087    33.2124    24.2039    24.2062         35 0.0000e+00
 274.682007     12.000     11.914   4.246821   4.245923    16.5948    16.5902    16.5929    16.5883    82.5901     0.7651     4.2905     2.3969     2.3967     1.3945     0.0758  17.693932     0.0181 7.6228e+01     2.3570     100.00     5.0000    5.71853  102.53908    33.2172    33.2132    24.2412    24.2391         39 0.0000e+00
 274.682037     13.000     12.898   4.243195   4.242886    16.5606    16.5605    16.5586    16.5584    82.4259     0.7731     4.2821     2.4004     2.4002     1.5898     0.0836  21.564701     0.0220 9.6135e+01     2.4704     100.00     5.0000    5.75980  103.20820    33.2135    33.2109    24.2463    24.2443         33 0.0000e+00
 274.682068     14.000     13.896   4.224494   4.225591    16.4063    16.4152    16.4041    16.4130    82.5146     0.7688     4.2866     2.4059     2.4058     1.6141     0.0846  22.772449     0.0233 1.0092e+02     2.4901     100.00     5.0000    5.77422  103.13355    33.1775    33.1798    24.2541    24.2538         24 0.0000e+00
 274.682068     15.000     14.888   4.201195   4.201423    16.2106    16.2126    16.2083    16.2102    82.5988     0.7647     4.2909     2.4053     2.4052     1.6869     0.0875  20.470469     0.0209 8.9555e+01     2.4383     100.00     5.0000    5.79703  103.11916    33.1352    33.1356    24.2664    24.2662         22 0.0000e+00
 274.682068     16.000     15.887   4.180753   4.180837    16.0343    16.0377    16.0318    16.0353    82.7736     0.7562     4.2999     2.4076     2.4074     1.8678     0.0947  21.247549     0.0217 8.3596e+01     2.4089     100.00     5.0000    5.83112  103.34718    33.1015    33.0994    24.2805    24.2781         23 0.0000e+00
 274.682098     17.000     16.885   4.216655   4.217226    16.2880    16.2969    16.2854    16.2942    82.7283     0.7584     4.2975     2.4073     2.4072     2.1162     0.1046  19.815773     0.0202 7.9439e+01     2.3862     100.00     5.0000    5.78099  103.03368    33.2060    33.2036    24.3032    24.2993         40 0.0000e+00
 274.682129     18.000     17.865   4.232655   4.232498    16.3983    16.4016    16.3955    16.3988    82.6946     0.7601     4.2958     2.4050     2.4049     1.9464     0.0979  21.403582     0.0219 8.3642e+01     2.4088     100.00     5.0000    5.77405  103.16273    33.2543    33.2502    24.3151    24.3112         32 0.0000e+00
 274.682159     19.000     18.855   4.231705   4.231924    16.3604    16.3655    16.3574    16.3625    82.4444     0.7722     4.2830     2.4077     2.4075     1.9814     0.0993  21.510141     0.0220 7.9597e+01     2.3877     100.00     5.0000    5.78192  103.24136    33.2773    33.2750    24.3415    24.3385         30 0.0000e+00
 274.682159     20.000     19.854   4.223507   4.223619    16.2768    16.2798    16.2736    16.2766    82.3163     0.7784     4.2764     2.4058     2.4056     2.0608     0.1024  20.043222     0.0205 7.4038e+01     2.3563     100.00     5.0000    5.77727  102.98859    33.2747    33.2732    24.3586    24.3568         26 0.0000e+00
 274.682190     21.000     20.844   4.214991   4.214880    16.1804    16.1808    16.1772    16.1775    82.3590     0.7763     4.2786     2.4040     2.4039     2.1841     0.1074  19.034859     0.0194 6.5709e+01     2.3048     100.00     5.0000    5.78521  102.93922    33.2798    33.2785    24.3846    24.3835         24 0.0000e+00
 274.682190     22.000     21.845   4.210050   4.209898    16.1238    16.1243    16.1203    16.1209    82.3380     0.7773     4.2776     2.4025     2.4023     2.1966     0.1079  18.309444     0.0187 6.0298e+01     2.2679     100.00     5.0000    5.78965  102.90620    33.2833    33.2815    24.4002    24.3987         26 0.0000e+00
 274.682220     23.000     22.835   4.207504   4.207372    16.0966    16.0976    16.0930    16.0940    82.4463     0.7721     4.2831     2.3984     2.3983     2.3564     0.1143  16.796608     0.0172 5.3050e+01     2.2121     100.00     5.0000    5.77820  102.64807    33.2832    33.2812    24.4063    24.4046         46 0.0000e+00
 274.682251     24.000     23.816   4.205118   4.204865    16.0718    16.0717    16.0681    16.0679    82.3906     0.7748     4.2803     2.3899     2.3897     2.5251     0.1210  15.563602     0.0159 4.6542e+01     2.1567     100.00     5.0000    5.75162  102.12571    33.2825    33.2804    24.4114    24.4098         29 0.0000e+00
 274.682281     25.000     24.818   4.202860   4.202632    16.0498    16.0499    16.0459    16.0460    82.4229     0.7732     4.2819     2.3871     2.3870     2.5421     0.1217  14.858599     0.0152 4.2318e+01     2.1155     100.00     5.0000    5.75231  102.09269    33.2807    33.2785    24.4150    24.4133         23 0.0000e+00
 274.682281     26.000     25.814   4.197985   4.197988    16.0041    16.0055    16.0000    16.0015    82.3756     0.7755     4.2795     2.3862     2.3860     2.6268     0.1251  13.955795     0.0143 3.7502e+01     2.0636     100.00     5.0000    5.75949  102.12540    33.2755    33.2743    24.4214    24.4201         24 0.0000e+00
 274.682312     27.000     26.806   4.191227   4.191171    15.9360    15.9370    15.9318    15.9328    82.4076     0.7740     4.2811     2.3850     2.3848     2.7327     0.1293  13.277364     0.0136 3.3480e+01     2.0150     100.00     5.0000    5.76244  102.03945    33.2723    33.2710    24.4344    24.4331         35 0.0000e+00
 274.682312     28.000     27.799   4.185399   4.184533    15.8758    15.8682    15.8715    15.8638    82.1589     0.7861     4.2684     2.3811     2.3809     2.8853     0.1354  12.367609     0.0126 3.0428e+01     1.9744     100.00     5.0000    5.75653  101.81321    33.2709    33.2696    24.4468    24.4475         42 0.0000e+00
 274.682343     29.000     28.785   4.173063   4.173228    15.7553    15.7586    15.7509    15.7541    82.1939     0.7844     4.2702     2.3626     2.3624     2.8650     0.1346  11.325764     0.0116 2.7300e+01     1.9279     100.00     5.0000    5.67394  100.10981    33.2622    33.2609    24.4671    24.4654         55 0.0000e+00
 274.682373     30.000     29.774   4.161050   4.161714    15.6375    15.6447    15.6329    15.6401    82.2829     0.7800     4.2747     2.3411     2.3410     2.9697     0.1388  10.147635     0.0104 2.3609e+01     1.8661     100.00     5.0000    5.63747   99.22997    33.2540    33.2539    24.4871    24.4855         34 0.0000e+00
 274.682404     31.000     30.776   4.136804   4.139863    15.4036    15.4284    15.3989    15.4237    82.2544     0.7814     4.2733     2.3342     2.3340     2.9475     0.1379  9.5338955     0.0097 2.0864e+01     1.8134     100.00     5.0000    5.66367   99.21838    33.2341    33.2406    24.5235    24.5231         29 0.0000e+00
 274.682404     32.000     31.766   4.095881   4.097894    14.9970    15.0130    14.9923    15.0083    82.3602     0.7763     4.2787     2.3308     2.3306     3.0344     0.1414  8.5320549     0.0087 1.8677e+01     1.7665     100.00     5.0000    5.71476   99.29256    33.2098    33.2144    24.5937    24.5937         34 0.0000e+00
 274.682434     33.000     32.762   4.061957   4.064355    14.6637    14.6860    14.6589    14.6812    82.3514     0.7767     4.2782     2.3263     2.3261     3.1402     0.1456  8.0080423     0.0082 1.6706e+01     1.7193     100.00     5.0000    5.73553   98.97622    33.1853    33.1881    24.6464    24.6438         51 0.0000e+00
 274.682465     34.000     33.747   4.024397   4.025309    14.3125    14.3198    14.3076    14.3149    82.3616     0.7762     4.2788     2.3125     2.3124     3.1465     0.1459  7.2505965     0.0074 1.5385e+01     1.6848     100.00     5.0000    5.73604   98.26105    33.1417    33.1439    24.6871    24.6873         46 0.0000e+00
 274.682495     35.000     34.742   3.983877   3.987642    13.9518    13.9815    13.9469    13.9766    82.5178     0.7686     4.2868     2.3056     2.3055     2.9912     0.1396  6.5082169     0.0066 1.3540e+01     1.6311     100.00     5.0000    5.77253   98.12669    33.0774    33.0867    24.7126    24.7136         35 0.0000e+00
 274.682495     36.000     35.737   3.942705   3.946324    13.5701    13.5982    13.5651    13.5932    82.7479     0.7575     4.2985     2.3046     2.3044     2.7544     0.1302  5.9570680     0.0061 1.1889e+01     1.5766     100.00     5.0000    5.82112   98.15204    33.0233    33.0328    24.7488    24.7504         34 0.0000e+00
