      TimeJ       PrDM      DepSM      C0S/m      C1S/m      T090C      T190C Potemp090C Potemp190C      Xmiss        Bat         V1    Sbeox0V         V2  FlECO-AFL         V3     Upoly0         V4        Par         V5       AltM         V6 Sbeox0ML/L   Sbeox0PS      Sal00      Sal11  Sigma-é00  Sigma-é11       Nbin       Flag
 275.393646     12.000     11.909   4.372840   4.372520    18.3996    18.4011    18.3975    18.3991    86.5393     0.5783     4.4928     2.3600     2.3599     0.5317     0.0413  0.0002000     0.0000 1.0000e-12     0.1379     100.00     5.0000    5.40810  100.14771    32.8268    32.8229    23.5111    23.5077         43 0.0000e+00
 275.393707     13.000     12.910   4.373022   4.372623    18.4013    18.4018    18.3991    18.3996    86.5332     0.5786     4.4925     2.3527     2.3525     0.5130     0.0405  0.0002000     0.0000 1.0000e-12     0.1384     100.00     5.0000    5.32582   98.62698    32.8266    32.8229    23.5105    23.5076         40 0.0000e+00
 275.393768     14.000     13.900   4.372387   4.371758    18.3932    18.3910    18.3908    18.3886    86.5357     0.5785     4.4926     2.2547     2.2545     0.5127     0.0405  0.0002000     0.0000 1.0000e-12     0.1392     100.00     5.0000    4.81826   89.21465    32.8274    32.8239    23.5132    23.5111         40 0.0000e+00
 275.393799     15.000     14.893   4.371615   4.371284    18.3832    18.3848    18.3806    18.3822    86.5422     0.5782     4.4929     2.1196     2.1195     0.5147     0.0406  0.0002000     0.0000 1.0000e-12     0.1392     100.00     5.0000    4.43110   82.03107    32.8286    32.8246    23.5166    23.5131         37 0.0000e+00
 275.393799     16.000     15.886   4.371253   4.369156    18.3813    18.3561    18.3786    18.3533    86.5376     0.5784     4.4927     2.1098     2.1097     0.5259     0.0410  0.0002000     0.0000 1.0000e-12     0.1393     100.00     5.0000    4.76613   88.22939    32.8267    32.8293    23.5157    23.5238         39 0.0000e+00
 275.393860     17.000     16.871   4.368475   4.366302    18.3729    18.3199    18.3700    18.3170    86.5146     0.5794     4.4915     2.3324     2.3322     0.5054     0.0402  0.0002000     0.0000 1.0000e-12     0.1394     100.00     5.0000    5.44295  100.73190    32.8098    32.8338    23.5048    23.5362         37 0.0000e+00
 275.393860     18.000     17.870   4.366953   4.366531    18.3167    18.3177    18.3136    18.3147    86.4909     0.5805     4.4903     2.3417     2.3415     0.5083     0.0403  0.0002000     0.0000 1.0000e-12     0.1396     100.00     5.0000    5.40597   99.96034    32.8415    32.8371    23.5430    23.5394         31 0.0000e+00
 275.393890     19.000     18.863   4.369358   4.368811    18.3316    18.3314    18.3284    18.3281    86.4550     0.5822     4.4884     2.3468     2.3467     0.5322     0.0413  0.0002000     0.0000 1.0000e-12     0.1399     100.00     5.0000    5.39497   99.78976    32.8494    32.8451    23.5454    23.5421         33 0.0000e+00
 275.393890     20.000     19.857   4.373345   4.372965    18.3568    18.3578    18.3534    18.3544    86.4248     0.5836     4.4869     2.3519     2.3518     0.5369     0.0415  0.0002000     0.0000 1.0000e-12     0.1402     100.00     5.0000    5.41750  100.26200    32.8624    32.8584    23.5492    23.5459         35 0.0000e+00
 275.393921     21.000     20.850   4.376029   4.375524    18.3686    18.3692    18.3650    18.3656    86.3863     0.5854     4.4849     2.3567     2.3566     0.5420     0.0417  0.0002000     0.0000 1.0000e-12     0.1404     100.00     5.0000    5.41429  100.23268    32.8752    32.8705    23.5561    23.5524         52 0.0000e+00
 275.393951     22.000     21.839   4.378827   4.378325    18.3794    18.3808    18.3756    18.3771    86.3190     0.5885     4.4815     2.3568     2.3567     0.5688     0.0428  0.0002000     0.0000 1.0000e-12     0.1404     100.00     5.0000    5.41674  100.30714    32.8897    32.8843    23.5646    23.5601         42 0.0000e+00
 275.393951     23.000     22.829   4.385940   4.385555    18.4196    18.4205    18.4157    18.4166    86.2378     0.5922     4.4773     2.3571     2.3569     0.5723     0.0429  0.0002000     0.0000 1.0000e-12     0.1404      99.06     4.9532    5.40188  100.12431    32.9169    32.9129    23.5754    23.5722         32 0.0000e+00
 275.393982     24.000     23.826   4.385600   4.385170    18.4139    18.4145    18.4098    18.4104    86.2105     0.5935     4.4759     2.3568     2.3567     0.5909     0.0436  0.0002000     0.0000 1.0000e-12     0.1405     100.00     4.9999    5.41364  100.33216    32.9182    32.9142    23.5779    23.5747         27 0.0000e+00
 275.393982     25.000     24.824   4.383533   4.383002    18.3967    18.3963    18.3924    18.3920    86.1996     0.5940     4.4754     2.3568     2.3567     0.5741     0.0430  0.0002000     0.0000 1.0000e-12     0.1405     100.00     5.0000    5.40092  100.06154    32.9144    32.9102    23.5793    23.5762         29 0.0000e+00
 275.394012     26.000     25.813   4.382830   4.382384    18.3900    18.3904    18.3856    18.3859    86.1874     0.5946     4.4747     2.3495     2.3493     0.5887     0.0435  0.0002000     0.0000 1.0000e-12     0.1407     100.00     5.0000    5.38576   99.76762    32.9134    32.9094    23.5802    23.5771         57 0.0000e+00
 275.394043     27.000     26.797   4.382470   4.381990    18.3846    18.3844    18.3800    18.3798    86.2044     0.5938     4.4756     2.3535     2.3534     0.5875     0.0435  0.0002000     0.0000 1.0000e-12     0.1411     100.00     5.0000    5.42085  100.40783    32.9144    32.9105    23.5824    23.5794         35 0.0000e+00
 275.394043     28.000     27.795   4.362169   4.361984    18.1823    18.1825    18.1776    18.1777    86.2275     0.5927     4.4768     2.3588     2.3586     0.5912     0.0436  0.0002000     0.0000 1.0000e-12     0.1412     100.00     5.0000    5.46316  100.79932    32.9054    32.9037    23.6251    23.6238         24 0.0000e+00
 275.394073     29.000     28.791   4.349002   4.348780    18.0468    18.0485    18.0419    18.0436    86.3160     0.5886     4.4813     2.3647     2.3645     0.5888     0.0436  0.0002000     0.0000 1.0000e-12     0.1416     100.00     5.0000    5.49199  101.07002    32.9027    32.8995    23.6562    23.6533         24 0.0000e+00
 275.394073     30.000     29.786   4.343317   4.343047    17.9848    17.9854    17.9797    17.9803    86.3260     0.5882     4.4818     2.3662     2.3660     0.5959     0.0438  0.0002000     0.0000 1.0000e-12     0.1411     100.00     5.0000    5.48719  100.86358    32.9042    32.9014    23.6725    23.6702         33 0.0000e+00
 275.394104     31.000     30.776   4.335718   4.335768    17.8929    17.8982    17.8877    17.8930    86.3481     0.5871     4.4830     2.3650     2.3648     0.6076     0.0443  0.0002000     0.0000 1.0000e-12     0.1414     100.00     5.0000    5.50396  101.00072    32.9135    32.9096    23.7019    23.6977         40 0.0000e+00
 275.394135     32.000     31.752   4.332653   4.332409    17.8391    17.8408    17.8337    17.8355    86.3606     0.5866     4.4836     2.3773     2.3771     0.5970     0.0439  0.0002000     0.0000 1.0000e-12     0.1417     100.00     5.0000    5.61923  103.02103    32.9305    32.9271    23.7281    23.7250         24 0.0000e+00
 275.394135     33.000     32.746   4.326533   4.326881    17.7031    17.7108    17.6976    17.7053    86.3695     0.5861     4.4841     2.3987     2.3985     0.6187     0.0447  0.0002000     0.0000 1.0000e-12     0.1417     100.00     5.0000    5.72962  104.80874    32.9881    32.9848    23.8050    23.8006         16 0.0000e+00
 275.394135     34.000     33.754   4.301096   4.302527    17.3951    17.4067    17.3895    17.4011    86.3409     0.5875     4.4826     2.4215     2.4213     0.6163     0.0447  0.0002000     0.0000 1.0000e-12     0.1416     100.00     5.0000    5.80283  105.54498    33.0206    33.0234    23.9035    23.9029         14 0.0000e+00
 275.394165     35.000     34.745   4.271921   4.272888    17.0612    17.0720    17.0556    17.0663    86.3285     0.5880     4.4820     2.4269     2.4267     0.6295     0.0452  0.0002000     0.0000 1.0000e-12     0.1420     100.00     5.0000    5.80457  104.91463    33.0420    33.0415    23.9989    23.9960         15 0.0000e+00
 275.394165     36.000     35.753   4.253680   4.255075    16.8252    16.8415    16.8194    16.8357    86.4028     0.5846     4.4858     2.4281     2.4279     0.6573     0.0463  0.0002000     0.0000 1.0000e-12     0.1421     100.00     5.0000    5.80003  104.37769    33.0776    33.0762    24.0814    24.0766         17 0.0000e+00
 275.394165     37.000     36.743   4.223365   4.228996    16.5138    16.5794    16.5079    16.5735    86.3746     0.5859     4.4843     2.4224     2.4222     0.7004     0.0480  0.0002000     0.0000 1.0000e-12     0.1423     100.00     5.0000    5.79631  103.67768    33.0699    33.0649    24.1476    24.1286         33 0.0000e+00
 275.394226     38.000     37.709   4.204381   4.212788    16.3307    16.4242    16.3247    16.4182    86.2753     0.5905     4.4792     2.4370     2.4369     0.7872     0.0515  0.0002000     0.0000 1.0000e-12     0.1429     100.00     5.0000    5.95252  106.08211    33.0549    33.0511    24.1781    24.1537         22 0.0000e+00
 275.394226     39.000     38.709   4.173687   4.177052    16.0354    16.0648    16.0294    16.0587    86.1704     0.5954     4.4739     2.4441     2.4439     0.8454     0.0538  0.0002000     0.0000 1.0000e-12     0.1429     100.00     5.0000    5.97851  105.91485    33.0294    33.0347    24.2256    24.2230         16 0.0000e+00
 275.394257     40.000     39.705   4.148389   4.149381    15.7815    15.7911    15.7753    15.7850    86.0882     0.5992     4.4697     2.4453     2.4451     0.9209     0.0568  0.0002000     0.0000 1.0000e-12     0.1432     100.00     5.0000    6.00924  105.92097    33.0166    33.0174    24.2728    24.2713         14 0.0000e+00
 275.394257     41.000     40.714   4.164611   4.164006    15.8296    15.8292    15.8233    15.8229    86.2894     0.5899     4.4800     2.4491     2.4489     1.0245     0.0610  0.0002000     0.0000 1.0000e-12     0.1430     100.00     5.0000    6.01589  106.20576    33.1201    33.1151    24.3416    24.3379         15 0.0000e+00
 275.394257     42.000     41.707   4.149627   4.150761    15.6512    15.6653    15.6447    15.6589    86.4467     0.5826     4.4880     2.4528     2.4526     0.8962     0.0558  0.0002000     0.0000 1.0000e-12     0.1429     100.00     5.0000    6.04086  106.28230    33.1360    33.1342    24.3937    24.3892         24 0.0000e+00
 275.394287     43.000     42.687   4.130188   4.131071    15.4191    15.4346    15.4125    15.4281    86.4996     0.5801     4.4907     2.4541     2.4539     0.9026     0.0561  0.0002000     0.0000 1.0000e-12     0.1431     100.00     5.0000    6.06183  106.17645    33.1572    33.1520    24.4614    24.4540         43 0.0000e+00
 275.394287     44.000     43.676   4.114618   4.114791    15.2524    15.2548    15.2458    15.2482    86.6194     0.5746     4.4969     2.4535     2.4533     0.8786     0.0551  0.0002000     0.0000 1.0000e-12     0.1436     100.00     5.0000    6.08099  106.16085    33.1578    33.1573    24.4985    24.4976         33 0.0000e+00
 275.394318     45.000     44.678   4.100330   4.100070    15.1223    15.1214    15.1156    15.1147    86.6422     0.5735     4.4980     2.4551     2.4549     0.8757     0.0550  0.0002000     0.0000 1.0000e-12     0.1438     100.00     5.0000    6.10434  106.28044    33.1387    33.1371    24.5121    24.5111         32 0.0000e+00
 275.394318     46.000     45.664   4.079245   4.078826    14.9180    14.9188    14.9112    14.9120    86.6713     0.5722     4.4995     2.4438     2.4436     0.8754     0.0550  0.0002000     0.0000 1.0000e-12     0.1438     100.00     5.0000    6.04772  104.85561    33.1209    33.1164    24.5427    24.5390         51 0.0000e+00
 275.394348     47.000     46.646   4.079752   4.079084    14.8999    14.8959    14.8929    14.8889    86.6616     0.5726     4.4990     2.4273     2.4271     0.8746     0.0550  0.0002000     0.0000 1.0000e-12     0.1440     100.00     5.0000    6.04769  104.82930    33.1405    33.1378    24.5617    24.5606         29 0.0000e+00
 275.394348     48.000     47.637   4.083941   4.084538    14.8996    14.9042    14.8925    14.8971    86.7222     0.5698     4.5021     2.4321     2.4319     0.8561     0.0542  0.0002000     0.0000 1.0000e-12     0.1441     100.00     5.0000    6.09930  105.74744    33.1784    33.1798    24.5910    24.5912         18 0.0000e+00
 275.394379     49.000     48.633   4.049518   4.051639    14.5984    14.6100    14.5913    14.6028    86.6756     0.5720     4.4997     2.4394     2.4392     0.8906     0.0556  0.0002000     0.0000 1.0000e-12     0.1441     100.00     5.0000    6.16894  106.27371    33.1213    33.1308    24.6115    24.6164         15 0.0000e+00
 275.394379     50.000     49.633   4.029132   4.030204    14.4197    14.4252    14.4125    14.4180    86.6553     0.5729     4.4987     2.4436     2.4434     0.9212     0.0568  0.0002000     0.0000 1.0000e-12     0.1442     100.00     5.0000    6.19274  106.27847    33.0871    33.0922    24.6230    24.6258         14 0.0000e+00
 275.394379     51.000     50.641   4.002604   4.004473    14.1860    14.1987    14.1787    14.1914    86.5464     0.5780     4.4931     2.4451     2.4449     1.0490     0.0620  0.0002000     0.0000 1.0000e-12     0.1447     100.00     5.0000    6.21215  106.08011    33.0429    33.0493    24.6379    24.6401         15 0.0000e+00
 275.394379     52.000     51.637   4.006497   4.005589    14.1935    14.1854    14.1861    14.1780    86.4551     0.5822     4.4885     2.4444     2.4442     1.2161     0.0686  0.0002000     0.0000 1.0000e-12     0.1442     100.00     5.0000    6.18760  105.69470    33.0719    33.0704    24.6586    24.6592         24 0.0000e+00
 275.394440     53.000     52.604   4.046588   4.050455    14.5456    14.5772    14.5379    14.5695    86.4902     0.5806     4.4902     2.4159     2.4157     1.3958     0.0758  0.0002000     0.0000 1.0000e-12     0.1448     100.00     5.0000    6.05498  104.21224    33.1383    33.1466    24.6360    24.6357         34 0.0000e+00
 275.394470     54.000     53.597   3.981010   3.984672    13.9063    13.9376    13.8987    13.9300    86.4040     0.5845     4.4858     2.4121     2.4120     1.5085     0.0803  0.0002000     0.0000 1.0000e-12     0.1447     100.00     5.0000    6.14549  104.37066    33.0822    33.0891    24.7259    24.7248         19 0.0000e+00
 275.394470     55.000     54.594   3.969318   3.969321    13.7729    13.7743    13.7652    13.7666    86.4330     0.5832     4.4873     2.4127     2.4125     1.7036     0.0881  0.0002000     0.0000 1.0000e-12     0.1449     100.00     5.0000    6.16753  104.46790    33.0886    33.0874    24.7586    24.7574         16 0.0000e+00
 275.394470     56.000     55.585   3.983551   3.981915    13.8859    13.8752    13.8780    13.8673    86.5205     0.5792     4.4918     2.4140     2.4138     1.8235     0.0929  0.0002000     0.0000 1.0000e-12     0.1449     100.00     5.0000    6.15942  104.59305    33.1229    33.1169    24.7619    24.7595         15 0.0000e+00
