      TimeJ       PrDM      DepSM      C0S/m      C1S/m      T090C      T190C Potemp090C Potemp190C      Xmiss        Bat         V1    Sbeox0V         V2  FlECO-AFL         V3     Upoly0         V4        Par         V5       AltM         V6 Sbeox0ML/L   Sbeox0PS      Sal00      Sal11  Sigma-é00  Sigma-é11       Nbin       Flag
 273.102600      5.000      4.968   4.218169   4.220512    16.1621    16.1910    16.1613    16.1902    79.3239     0.9265     4.1232     2.3917     2.3916     2.7806     0.1312  0.0002000     0.0000 1.0000e-12     0.0848     100.00     5.0000    5.74782  102.26886    33.3293    33.3258    24.4263    24.4171         15 0.0000e+00
 273.102631      6.000      5.964   4.190050   4.192264    15.8398    15.8643    15.8389    15.8633    78.7280     0.9567     4.0926     2.3902     2.3902     3.6341     0.1654  0.0002000     0.0000 1.0000e-12     0.0838     100.00     5.0000    5.77441  102.10672    33.3508    33.3499    24.5155    24.5094         30 0.0000e+00
 273.102661      7.000      6.949   4.160549   4.162580    15.5058    15.5291    15.5047    15.5280    77.9456     0.9966     4.0526     2.3820     2.3820     3.8745     0.1750  0.0002000     0.0000 1.0000e-12     0.0834     100.00     5.0000    5.77715  101.49651    33.3697    33.3682    24.6047    24.5983         68 0.0000e+00
 273.102692      8.000      7.938   4.150601   4.142132    15.3900    15.2905    15.3888    15.2893    77.6315     1.0128     4.0365     2.3752     2.3752     4.1093     0.1844  0.0002000     0.0000 1.0000e-12     0.0833     100.00     5.0000    5.78717  101.44486    33.3784    33.3869    24.6370    24.6653         53 0.0000e+00
 273.102722      9.000      8.936   4.118242   4.116308    15.0140    14.9891    15.0127    14.9878    77.1608     1.0371     4.0124     2.3751     2.3750     4.5686     0.2027  0.0002000     0.0000 1.0000e-12     0.0835     100.00     5.0000    5.83337  101.51060    33.4068    33.4105    24.7410    24.7493         53 0.0000e+00
 273.102753     10.000      9.922   4.094435   4.096094    14.7350    14.7581    14.7335    14.7566    76.6733     1.0625     3.9874     2.3747     2.3747     4.9381     0.2175  0.0002000     0.0000 1.0000e-12     0.0833     100.00     5.0000    5.87521  101.68472    33.4294    33.4246    24.8188    24.8101         50 0.0000e+00
 273.102783     11.000     10.922   4.090059   4.084096    14.6827    14.6141    14.6811    14.6125    76.3573     1.0790     3.9712     2.3797     2.3797     5.0003     0.2200  0.0002000     0.0000 1.0000e-12     0.0832     100.00     5.0000    5.89072  101.84931    33.4340    33.4386    24.8335    24.8517         47 0.0000e+00
 273.102814     12.000     11.909   4.059329   4.057669    14.3279    14.3066    14.3261    14.3049    75.8649     1.1049     3.9460     2.3724     2.3724     5.8296     0.2532  0.0002000     0.0000 1.0000e-12     0.0832     100.00     5.0000    5.90898  101.45252    33.4583    33.4615    24.9275    24.9344         36 0.0000e+00
 273.102844     13.000     12.896   4.036036   4.035950    14.0554    14.0537    14.0536    14.0519    75.1607     1.1422     3.9099     2.3722     2.3722     5.6892     0.2476  0.0002000     0.0000 1.0000e-12     0.0836     100.00     5.0000    5.96600  101.88339    33.4795    33.4802    25.0011    25.0020         33 0.0000e+00
 273.102844     14.000     13.890   4.032653   4.032613    14.0157    14.0151    14.0137    14.0131    75.0621     1.1474     3.9048     2.3770     2.3770     5.4108     0.2364  0.0002000     0.0000 1.0000e-12     0.0836     100.00     5.0000    5.97307  101.92358    33.4823    33.4825    25.0115    25.0118         23 0.0000e+00
