      TimeJ       PrDM      DepSM      C0S/m      C1S/m      T090C      T190C Potemp090C Potemp190C      Xmiss        Bat         V1    Sbeox0V         V2  FlECO-AFL         V3     Upoly0         V4        Par         V5       AltM         V6 Sbeox0ML/L   Sbeox0PS      Sal00      Sal11  Sigma-é00  Sigma-é11       Nbin       Flag
 277.563690      5.000      4.967   4.472117   4.471679    19.1792    19.1798    19.1783    19.1789    87.2372     0.5462     4.5285     2.3337     2.3337     0.4394     0.0376  0.0002000     0.0000 1.0000e-12     0.1454     100.00     5.0000    5.24318   98.64684    33.0351    33.0310    23.4749    23.4716         15 0.0000e+00
 277.563690      6.000      5.955   4.472301   4.471970    19.1796    19.1806    19.1786    19.1796    87.3689     0.5401     4.5353     2.3345     2.3344     0.4615     0.0385  0.0002000     0.0000 1.0000e-12     0.1450     100.00     5.0000    5.24495   98.68136    33.0359    33.0324    23.4755    23.4725         28 0.0000e+00
 277.563690      7.000      6.949   4.472461   4.472010    19.1801    19.1808    19.1789    19.1796    87.3687     0.5401     4.5353     2.3324     2.3324     0.4341     0.0374  0.0002000     0.0000 1.0000e-12     0.1451     100.00     5.0000    5.23884   98.56760    33.0365    33.0322    23.4759    23.4724         27 0.0000e+00
 277.563721      8.000      7.947   4.472600   4.472143    19.1805    19.1811    19.1791    19.1797    87.3694     0.5401     4.5353     2.3343     2.3343     0.4341     0.0374  0.0002000     0.0000 1.0000e-12     0.1453     100.00     5.0000    5.25427   98.85906    33.0370    33.0327    23.4762    23.4728         30 0.0000e+00
 277.563721      9.000      8.937   4.472723   4.472251    19.1809    19.1816    19.1793    19.1800    87.3823     0.5395     4.5359     2.3368     2.3367     0.4475     0.0379  0.0002000     0.0000 1.0000e-12     0.1453     100.00     5.0000    5.26111   98.98866    33.0373    33.0329    23.4764    23.4728         41 0.0000e+00
 277.563751     10.000      9.925   4.472817   4.472388    19.1813    19.1820    19.1795    19.1803    87.3809     0.5396     4.5359     2.3380     2.3379     0.4480     0.0379  0.0002000     0.0000 1.0000e-12     0.1454     100.00     5.0000    5.24955   98.77196    33.0375    33.0333    23.4765    23.4731         35 0.0000e+00
 277.563751     11.000     10.917   4.472843   4.472418    19.1813    19.1820    19.1794    19.1801    87.3838     0.5394     4.5360     2.3321     2.3321     0.4362     0.0374  0.0002000     0.0000 1.0000e-12     0.1453     100.00     5.0000    5.23191   98.44000    33.0373    33.0332    23.4763    23.4730         25 0.0000e+00
 277.563782     12.000     11.916   4.472926   4.472535    19.1817    19.1825    19.1796    19.1804    87.3799     0.5396     4.5358     2.3315     2.3314     0.4341     0.0374  0.0002000     0.0000 1.0000e-12     0.1453     100.00     5.0000    5.24383   98.66506    33.0373    33.0335    23.4763    23.4732         25 0.0000e+00
 277.563782     13.000     12.907   4.474041   4.473431    19.1856    19.1857    19.1833    19.1834    87.3881     0.5392     4.5362     2.3324     2.3323     0.4429     0.0377  0.0002000     0.0000 1.0000e-12     0.1458     100.00     5.0000    5.24364   98.67208    33.0431    33.0380    23.4798    23.4758         27 0.0000e+00
 277.563812     14.000     13.902   4.475780   4.475429    19.1896    19.1905    19.1872    19.1881    87.4015     0.5386     4.5369     2.3316     2.3315     0.4387     0.0375  0.0002000     0.0000 1.0000e-12     0.1461     100.00     5.0000    5.23882   98.59494    33.0539    33.0503    23.4870    23.4841         28 0.0000e+00
 277.563812     15.000     14.898   4.476849   4.476074    19.1909    19.1908    19.1882    19.1882    87.3976     0.5388     4.5367     2.3310     2.3310     0.4380     0.0375  0.0002000     0.0000 1.0000e-12     0.1459     100.00     5.0000    5.24459   98.71031    33.0614    33.0550    23.4925    23.4877         51 0.0000e+00
 277.563843     16.000     15.878   4.476769   4.477069    19.1904    19.1925    19.1876    19.1896    87.4053     0.5385     4.5371     2.3374     2.3374     0.4384     0.0375  0.0002000     0.0000 1.0000e-12     0.1464     100.00     5.0000    5.26946   99.17714    33.0608    33.0616    23.4922    23.4923         46 0.0000e+00
 277.563873     17.000     16.874   4.475921   4.475978    19.1893    19.1917    19.1863    19.1887    87.4095     0.5383     4.5373     2.3392     2.3392     0.4309     0.0372  0.0002000     0.0000 1.0000e-12     0.1465     100.00     5.0000    5.26271   99.04421    33.0543    33.0529    23.4876    23.4859         26 0.0000e+00
 277.563873     18.000     17.875   4.491899   4.489877    19.2096    19.2082    19.2064    19.2050    87.3955     0.5389     4.5366     2.3379     2.3379     0.4352     0.0374  0.0002000     0.0000 1.0000e-12     0.1465     100.00     5.0000    5.25580   99.01968    33.1698    33.1542    23.5706    23.5591         25 0.0000e+00
 277.563904     19.000     18.866   4.499117   4.498581    19.2073    19.2081    19.2039    19.2047    87.4065     0.5384     4.5372     2.3390     2.3389     0.4499     0.0380  0.0002000     0.0000 1.0000e-12     0.1465     100.00     5.0000    5.26489   99.22278    33.2309    33.2259    23.6179    23.6139         31 0.0000e+00
 277.563904     20.000     19.855   4.499477   4.498995    19.2000    19.2012    19.1965    19.1977    87.3770     0.5398     4.5357     2.3418     2.3417     0.4446     0.0378  0.0002000     0.0000 1.0000e-12     0.1466     100.00     5.0000    5.27384   99.38303    33.2394    33.2344    23.6263    23.6222         37 0.0000e+00
 277.563934     21.000     20.844   4.499413   4.498993    19.1901    19.1911    19.1864    19.1874    87.3912     0.5391     4.5364     2.3437     2.3437     0.4684     0.0387  0.0002000     0.0000 1.0000e-12     0.1467     100.00     5.0000    5.27606   99.41068    33.2464    33.2422    23.6342    23.6307         27 0.0000e+00
 277.563934     22.000     21.846   4.499369   4.498901    19.1739    19.1752    19.1700    19.1714    87.3839     0.5394     4.5360     2.3435     2.3435     0.4604     0.0384  0.0002000     0.0000 1.0000e-12     0.1466     100.00     5.0000    5.27812   99.42664    33.2587    33.2537    23.6477    23.6436         24 0.0000e+00
 277.563934     23.000     22.841   4.499600   4.499133    19.1763    19.1769    19.1722    19.1729    87.3827     0.5395     4.5360     2.3444     2.3444     0.4431     0.0377  0.0002000     0.0000 1.0000e-12     0.1465     100.00     5.0000    5.28212   99.50625    33.2583    33.2539    23.6469    23.6434         44 0.0000e+00
