      TimeJ       PrDM      DepSM      C0S/m      C1S/m      T090C      T190C Potemp090C Potemp190C      Xmiss        Bat         V1    Sbeox0V         V2  FlECO-AFL         V3     Upoly0         V4        Par         V5       AltM         V6 Sbeox0ML/L   Sbeox0PS      Sal00      Sal11  Sigma-é00  Sigma-é11       Nbin       Flag
 279.231323      2.000      1.989   4.281094   4.280849    17.5185    17.5204    17.5181    17.5201    86.4763     0.5813     4.4895     2.3336     2.3335     0.5907     0.0436  0.0002000     0.0000 1.0000e-12     0.1425      93.67     4.6834    5.43528   98.93887    32.7608    32.7572    23.6739    23.6706         39 0.0000e+00
 279.231445      3.000      2.981   4.281611   4.281293    17.5229    17.5239    17.5224    17.5234    86.4428     0.5828     4.4878     2.3378     2.3377     0.6006     0.0440  0.0002000     0.0000 1.0000e-12     0.1465      97.96     4.8978    5.44056   99.04359    32.7613    32.7578    23.6732    23.6703         53 0.0000e+00
 279.231476      4.000      3.973   4.281689   4.281385    17.5229    17.5240    17.5222    17.5233    86.9393     0.5598     4.5133     2.3363     2.3361     0.6013     0.0441  0.0002000     0.0000 1.0000e-12     0.1458     100.06     5.0030    5.43649   98.96980    32.7616    32.7581    23.6735    23.6706         38 0.0000e+00
 279.231506      5.000      4.960   4.282088   4.281781    17.5268    17.5278    17.5259    17.5270    86.9545     0.5591     4.5140     2.3293     2.3292     0.5897     0.0436  0.0002000     0.0000 1.0000e-12     0.1414     100.00     5.0000    5.41526   98.59045    32.7615    32.7580    23.6726    23.6696         45 0.0000e+00
 279.231537      6.000      5.956   4.281668   4.281332    17.5219    17.5227    17.5209    17.5217    87.0024     0.5569     4.5165     2.3330     2.3329     0.5760     0.0430  0.0002000     0.0000 1.0000e-12     0.1432     100.00     5.0000    5.44643   99.14880    32.7615    32.7580    23.6738    23.6709         35 0.0000e+00
 279.231537      7.000      6.949   4.281577   4.281250    17.5206    17.5215    17.5195    17.5204    87.0377     0.5553     4.5183     2.3364     2.3363     0.5963     0.0439  0.0002000     0.0000 1.0000e-12     0.1437      99.91     4.9953    5.44188   99.06340    32.7614    32.7579    23.6740    23.6711         40 0.0000e+00
 279.231567      8.000      7.935   4.281634   4.281296    17.5208    17.5216    17.5195    17.5202    87.0350     0.5554     4.5182     2.3356     2.3354     0.5897     0.0436  0.0002000     0.0000 1.0000e-12     0.1425      73.81     3.6904    5.44570   99.13338    32.7614    32.7579    23.6740    23.6711         27 0.0000e+00
 279.231567      9.000      8.935   4.281784   4.281458    17.5219    17.5228    17.5204    17.5213    87.0468     0.5549     4.5188     2.3378     2.3377     0.5864     0.0435  0.0002000     0.0000 1.0000e-12     0.1426      74.71     3.7357    5.44897   99.19499    32.7614    32.7579    23.6738    23.6709         22 0.0000e+00
 279.231567     10.000      9.936   4.281992   4.281678    17.5235    17.5247    17.5219    17.5231    87.0459     0.5549     4.5187     2.3364     2.3363     0.5863     0.0435  0.0002000     0.0000 1.0000e-12     0.1430      99.00     4.9500    5.44507   99.12710    32.7615    32.7579    23.6735    23.6705         29 0.0000e+00
 279.231628     11.000     10.918   4.282095   4.281780    17.5243    17.5254    17.5224    17.5236    87.0481     0.5548     4.5188     2.3381     2.3380     0.5882     0.0435  0.0002000     0.0000 1.0000e-12     0.1416     100.00     5.0000    5.45529   99.31447    32.7615    32.7578    23.6734    23.6703         48 0.0000e+00
 279.231659     12.000     11.915   4.281981   4.281680    17.5227    17.5237    17.5207    17.5217    87.0520     0.5547     4.5190     2.3398     2.3396     0.5904     0.0436  0.0002000     0.0000 1.0000e-12     0.1411     100.00     5.0000    5.45478   99.30219    32.7614    32.7580    23.6737    23.6709         36 0.0000e+00
 279.231659     13.000     12.902   4.282074   4.281755    17.5233    17.5241    17.5211    17.5220    87.0591     0.5543     4.5194     2.3381     2.3379     0.5881     0.0435  0.0002000     0.0000 1.0000e-12     0.1412     100.00     5.0000    5.44798   99.17954    32.7614    32.7579    23.6736    23.6708         37 0.0000e+00
