      TimeJ       PrDM      DepSM      C0S/m      C1S/m      T090C      T190C Potemp090C Potemp190C      Xmiss        Bat         V1    Sbeox0V         V2  FlECO-AFL         V3     Upoly0         V4        Par         V5       AltM         V6 Sbeox0ML/L   Sbeox0PS      Sal00      Sal11  Sigma-é00  Sigma-é11       Nbin       Flag
 275.674805      0.000      0.014   4.360394   4.402659    18.4098    18.4172    18.4098    18.4172    81.7998     0.8027     4.2500     2.5348     2.5346   209.7166     8.4087  401.26022     0.4098 1.5599e+03     3.7323     126.71     6.3356    6.07028  112.35717    32.7185    33.0652    23.4253    23.6883          7 0.0000e+00
 275.674835      1.000      0.996   4.368577   4.319250    18.4178    18.4169    18.4177    18.4168    84.3586     0.6806     4.3811     2.6612     2.6611    -2.7915    -0.0917  412.74997     0.4216 3.2644e+03     3.9897      61.30     3.0648    6.44410  119.34035    32.7804    32.3702    23.4706    23.1575         55 0.0000e+00
 275.674927      2.000      1.984   4.368636   4.369314    18.4148    18.4174    18.4144    18.4170    85.4602     0.6287     4.4375     2.7192     2.7190     0.4663     0.0387  384.55869     0.3928 9.5246e+02     3.4542      72.14     3.6069    6.23547  115.47181    32.7830    32.7866    23.4734    23.4755         45 0.0000e+00
 275.675415      3.000      2.977   4.368402   4.369543    18.4083    18.4098    18.4078    18.4093    86.8483     0.5640     4.5086     2.7043     2.7041     0.4452     0.0378  288.91791     0.2951 7.3341e+02     3.3481     100.44     5.0222    5.79393  107.28395    32.7858    32.7942    23.4772    23.4832         37 0.0000e+00
 275.675446      4.000      3.976   4.368489   4.369500    18.4084    18.4096    18.4077    18.4089    86.8220     0.5652     4.5072     2.4835     2.4834     0.4463     0.0379  247.21986     0.2525 6.1200e+02     3.2690      99.97     4.9986    5.42387  100.43177    32.7861    32.7937    23.4775    23.4829         41 0.0000e+00
 275.675476      5.000      4.949   4.368780   4.369717    18.4099    18.4105    18.4090    18.4096    86.8190     0.5654     4.5071     2.3755     2.3753     0.4722     0.0389  208.42717     0.2129 3.8939e+02     3.0754      83.52     4.1758    5.45303  100.97520    32.7870    32.7944    23.4778    23.4833         28 0.0000e+00
 275.675507      6.000      5.951   4.368162   4.368755    18.4075    18.4083    18.4065    18.4072    86.8143     0.5656     4.5068     2.3786     2.3785     0.4427     0.0377  205.38301     0.2098 3.8712e+02     3.0717     100.11     5.0053    5.45305  100.96876    32.7834    32.7878    23.4757    23.4788         18 0.0000e+00
 275.675507      7.000      6.960   4.370305   4.370007    18.4070    18.4082    18.4058    18.4070    86.8060     0.5660     4.5064     2.3768     2.3766     0.4742     0.0390  221.69414     0.2264 3.5845e+02     3.0390      84.25     4.2125    5.44895  100.90284    32.8014    32.7980    23.4896    23.4867         20 0.0000e+00
 275.675507      8.000      7.952   4.370356   4.370097    18.4067    18.4077    18.4054    18.4063    86.8335     0.5647     4.5078     2.3727     2.3725     0.4752     0.0390  146.85008     0.1500 3.3710e+02     3.0117      82.66     4.1330    5.43536  100.65087    32.8017    32.7988    23.4899    23.4875         37 0.0000e+00
 275.675537      9.000      8.933   4.370329   4.370039    18.4065    18.4068    18.4049    18.4053    86.8248     0.5651     4.5074     2.3677     2.3676     0.4670     0.0387  127.16853     0.1299 2.8748e+02     2.9419     101.00     5.0499    5.42810  100.51579    32.8013    32.7986    23.4898    23.4876         59 0.0000e+00
 275.675568     10.000      9.927   4.370434   4.370157    18.4070    18.4074    18.4053    18.4057    86.8374     0.5645     4.5080     2.3641     2.3640     0.4681     0.0387  112.09552     0.1145 2.9901e+02     2.9596     100.00     5.0000    5.42495  100.45849    32.8014    32.7988    23.4897    23.4876         35 0.0000e+00
 275.675598     11.000     10.921   4.370470   4.370197    18.4070    18.4075    18.4051    18.4056    86.8339     0.5647     4.5079     2.3657     2.3655     0.4760     0.0390  88.275192     0.0902 2.4945e+02     2.8789     100.00     5.0000    5.42936  100.54004    32.8014    32.7987    23.4898    23.4876         44 0.0000e+00
 275.675598     12.000     11.913   4.370468   4.370200    18.4066    18.4071    18.4045    18.4051    86.8322     0.5648     4.5078     2.3631     2.3629     0.4785     0.0391  93.317276     0.0953 2.5506e+02     2.8912     100.00     5.0000    5.41905  100.34826    32.8014    32.7987    23.4899    23.4877         36 0.0000e+00
 275.675629     13.000     12.904   4.370513   4.370232    18.4065    18.4071    18.4042    18.4049    86.8225     0.5652     4.5073     2.3623     2.3622     0.4703     0.0388  82.325508     0.0841 2.4504e+02     2.8742     100.00     5.0000    5.41716  100.31326    32.8015    32.7986    23.4900    23.4877         33 0.0000e+00
 275.675629     14.000     13.903   4.370665   4.370378    18.4076    18.4081    18.4052    18.4057    86.8345     0.5647     4.5079     2.3602     2.3601     0.4723     0.0389  78.922714     0.0806 2.2745e+02     2.8417      92.05     4.6025    5.41139  100.20850    32.8015    32.7987    23.4898    23.4876         34 0.0000e+00
 275.675659     15.000     14.892   4.370707   4.370417    18.4075    18.4081    18.4049    18.4056    86.8466     0.5641     4.5085     2.3570     2.3568     0.4813     0.0393  69.241295     0.0707 2.0695e+02     2.8010      99.91     4.9957    5.39768   99.95454    32.8016    32.7986    23.4899    23.4876         41 0.0000e+00
 275.675690     16.000     15.884   4.370760   4.370478    18.4076    18.4083    18.4049    18.4055    86.8443     0.5642     4.5084     2.3546     2.3545     0.4777     0.0391  65.997993     0.0674 2.0188e+02     2.7901     100.00     4.9999    5.40286  100.05067    32.8016    32.7987    23.4899    23.4876         38 0.0000e+00
 275.675690     17.000     16.881   4.370812   4.370544    18.4076    18.4084    18.4047    18.4055    86.8444     0.5642     4.5084     2.3532     2.3531     0.4715     0.0389  63.934578     0.0653 1.9113e+02     2.7666     100.00     5.0000    5.39033   99.81873    32.8016    32.7987    23.4900    23.4876         43 0.0000e+00
