      TimeJ       PrDM      DepSM      C0S/m      C1S/m      T090C      T190C Potemp090C Potemp190C      Xmiss        Bat         V1    Sbeox0V         V2  FlECO-AFL         V3     Upoly0         V4        Par         V5       AltM         V6 Sbeox0ML/L   Sbeox0PS      Sal00      Sal11  Sigma-é00  Sigma-é11       Nbin       Flag
 276.031860      1.000      0.969   4.509110   4.508235    19.3978    19.3946    19.3976    19.3944    87.1783     0.5484     4.5255     2.3520     2.3519     0.3939     0.0358  52.040695     0.0532 5.5233e+02     3.3327     109.71     5.4855    5.25793   99.40590    33.1678    33.1631    23.5204    23.5176         11 0.0000e+00
 276.032074      2.000      1.996   4.508317   4.507792    19.3875    19.3878    19.3872    19.3874    86.2321     0.5930     4.4770     2.3520     2.3518     0.4274     0.0371  45.889744     0.0469 1.6501e+02     2.7037      85.65     4.2825    5.26222   99.46883    33.1691    33.1646    23.5240    23.5205         48 0.0000e+00
 276.032379      3.000      2.973   4.507319   4.506777    19.3731    19.3733    19.3726    19.3728    87.2059     0.5475     4.5269     2.3469     2.3468     0.4071     0.0363  22.217749     0.0227 9.2898e+01     2.4576     101.28     5.0640    5.24667   99.15015    33.1720    33.1674    23.5300    23.5264         35 0.0000e+00
 276.032349      4.000      3.979   4.506711   4.506383    19.3662    19.3697    19.3655    19.3689    87.1717     0.5492     4.5252     2.3443     2.3441     0.4073     0.0363  22.939299     0.0234 8.9288e+01     2.4366     100.00     5.0000    5.24341   99.07577    33.1721    33.1667    23.5319    23.5268         39 0.0000e+00
 276.032379      5.000      4.953   4.507458   4.507163    19.3709    19.3737    19.3700    19.3728    87.2231     0.5468     4.5278     2.3412     2.3411     0.4053     0.0362  19.689775     0.0201 7.0925e+01     2.3383     100.00     5.0000    5.23709   98.96628    33.1742    33.1696    23.5323    23.5280         45 0.0000e+00
 276.032379      6.000      5.951   4.508139   4.507794    19.3776    19.3787    19.3765    19.3777    87.2280     0.5466     4.5280     2.3418     2.3417     0.4129     0.0365  20.823891     0.0213 6.9274e+01     2.3278     100.00     5.0000    5.24840   99.19236    33.1741    33.1704    23.5306    23.5274         20 0.0000e+00
 276.032410      7.000      6.955   4.507889   4.506931    19.3723    19.3629    19.3710    19.3616    87.2149     0.5472     4.5274     2.3428     2.3426     0.4307     0.0372  21.400234     0.0219 7.2784e+01     2.3491     100.00     5.0000    5.24748   99.16615    33.1760    33.1756    23.5334    23.5355         22 0.0000e+00
 276.032410      8.000      7.949   4.506789   4.506202    19.3460    19.3432    19.3445    19.3418    87.2119     0.5473     4.5272     2.3428     2.3426     0.4131     0.0365  19.909864     0.0203 6.9999e+01     2.3320     100.00     5.0000    5.24634   99.10300    33.1875    33.1849    23.5490    23.5476         28 0.0000e+00
 276.032440      9.000      8.938   4.506893   4.506765    19.3397    19.3469    19.3381    19.3453    87.2111     0.5474     4.5272     2.3408     2.3407     0.4244     0.0370  19.372526     0.0198 6.4151e+01     2.2946     100.00     5.0000    5.23826   98.94207    33.1930    33.1862    23.5548    23.5478         41 0.0000e+00
 276.032471     10.000      9.928   4.506891   4.506365    19.3497    19.3544    19.3480    19.3526    87.2131     0.5473     4.5273     2.3394     2.3393     0.4170     0.0367  19.970346     0.0204 6.7611e+01     2.3173     100.00     5.0000    5.24113   99.00989    33.1846    33.1766    23.5459    23.5386         51 0.0000e+00
