      TimeJ       PrDM      DepSM      C0S/m      C1S/m      T090C      T190C Potemp090C Potemp190C      Xmiss        Bat         V1    Sbeox0V         V2  FlECO-AFL         V3     Upoly0         V4        Par         V5       AltM         V6 Sbeox0ML/L   Sbeox0PS      Sal00      Sal11  Sigma-é00  Sigma-é11       Nbin       Flag
 281.400146      5.000      4.946   4.189626   4.189522    15.9079    15.9100    15.9072    15.9092    81.8136     0.8028     4.2507     2.3413     2.3413     3.4798     0.1592  0.0002000     0.0000 1.0000e-12     0.1410     100.00     5.0000    5.60279   99.16836    33.2901    33.2875    24.4536    24.4511         20 0.0000e+00
 281.400177      6.000      5.941   4.189884   4.189631    15.9100    15.9104    15.9091    15.9095    81.0559     0.8403     4.2119     2.3408     2.3407     3.2357     0.1494  0.0002000     0.0000 1.0000e-12     0.1416     100.00     5.0000    5.63148   99.68028    33.2903    33.2877    24.4533    24.4512         20 0.0000e+00
 281.400177      7.000      6.952   4.190140   4.189953    15.9127    15.9135    15.9117    15.9124    81.5758     0.8146     4.2385     2.3438     2.3437     3.2646     0.1506  0.0002000     0.0000 1.0000e-12     0.1417     100.00     5.0000    5.64731   99.96570    33.2899    33.2876    24.4524    24.4504         17 0.0000e+00
 281.400177      8.000      7.960   4.189960   4.189776    15.9103    15.9111    15.9091    15.9099    80.9660     0.8450     4.2073     2.3462     2.3461     3.3073     0.1523  0.0002000     0.0000 1.0000e-12     0.1417     100.00     5.0000    5.65159  100.03660    33.2899    33.2876    24.4530    24.4510         28 0.0000e+00
 281.400238      9.000      8.923   4.190050   4.189896    15.9106    15.9120    15.9092    15.9106    81.6370     0.8115     4.2416     2.3478     2.3477     3.3550     0.1542  0.0002000     0.0000 1.0000e-12     0.1416     100.00     5.0000    5.64298   99.88503    33.2901    33.2876    24.4531    24.4509         37 0.0000e+00
 281.400238     10.000      9.924   4.190098   4.189876    15.9106    15.9111    15.9090    15.9096    81.6216     0.8123     4.2409     2.3480     2.3480     3.4020     0.1561  0.0002000     0.0000 1.0000e-12     0.1417     100.00     5.0000    5.64685   99.95345    33.2902    33.2878    24.4532    24.4512         23 0.0000e+00
 281.400269     11.000     10.929   4.190227   4.189995    15.9115    15.9122    15.9098    15.9105    81.6676     0.8101     4.2432     2.3475     2.3475     3.4736     0.1589  0.0002000     0.0000 1.0000e-12     0.1419     100.00     5.0000    5.64725   99.96248    33.2901    33.2875    24.4530    24.4508         37 0.0000e+00
 281.400299     12.000     11.908   4.190295   4.190012    15.9119    15.9119    15.9100    15.9100    81.6438     0.8112     4.2420     2.3459     2.3458     3.2335     0.1493  0.0002000     0.0000 1.0000e-12     0.1417     100.00     5.0000    5.63501   99.74637    33.2901    33.2876    24.4529    24.4510         48 0.0000e+00
 281.400299     13.000     12.899   4.190412   4.190087    15.9126    15.9122    15.9106    15.9102    81.6859     0.8092     4.2442     2.3430     2.3430     3.2635     0.1505  0.0002000     0.0000 1.0000e-12     0.1418     100.00     5.0000    5.62941   99.64869    33.2901    33.2876    24.4528    24.4509         31 0.0000e+00
 281.400330     14.000     13.897   4.190608   4.190320    15.9144    15.9143    15.9122    15.9121    81.6298     0.8119     4.2413     2.3421     2.3421     3.2493     0.1500  0.0002000     0.0000 1.0000e-12     0.1421     100.00     5.0000    5.62928   99.64974    33.2900    33.2875    24.4524    24.4505         23 0.0000e+00
 281.400330     15.000     14.899   4.190604   4.190383    15.9138    15.9146    15.9115    15.9122    81.6467     0.8111     4.2421     2.3407     2.3407     3.3258     0.1530  0.0002000     0.0000 1.0000e-12     0.1418     100.00     5.0000    5.62471   99.56789    33.2900    33.2875    24.4525    24.4504         34 0.0000e+00
 281.400360     16.000     15.883   4.190665   4.190449    15.9140    15.9148    15.9116    15.9123    81.6847     0.8092     4.2441     2.3408     2.3408     3.4622     0.1585  0.0002000     0.0000 1.0000e-12     0.1418     100.00     5.0000    5.62924   99.64842    33.2900    33.2875    24.4525    24.4504         67 0.0000e+00
 281.400391     17.000     16.869   4.190777   4.190516    15.9146    15.9150    15.9120    15.9124    81.6876     0.8091     4.2442     2.3393     2.3393     3.2342     0.1494  0.0002000     0.0000 1.0000e-12     0.1417     100.00     5.0000    5.61861   99.46143    33.2902    33.2875    24.4525    24.4504         40 0.0000e+00
 281.400391     18.000     17.867   4.190822   4.190594    15.9147    15.9155    15.9120    15.9127    81.6566     0.8106     4.2427     2.3371     2.3370     3.3300     0.1532  0.0002000     0.0000 1.0000e-12     0.1420     100.00     5.0000    5.62217   99.52473    33.2901    33.2874    24.4525    24.4503         30 0.0000e+00
 281.400421     19.000     18.860   4.190891   4.190646    15.9150    15.9154    15.9121    15.9125    81.6094     0.8129     4.2402     2.3399     2.3399     3.4079     0.1563  0.0002000     0.0000 1.0000e-12     0.1423     100.00     5.0000    5.63598   99.76963    33.2901    33.2875    24.4524    24.4504         26 0.0000e+00
 281.400421     20.000     19.857   4.190814   4.190390    15.9137    15.9121    15.9106    15.9090    81.6679     0.8100     4.2432     2.3387     2.3386     3.4197     0.1568  0.0002000     0.0000 1.0000e-12     0.1419     100.00     5.0000    5.61742   99.43851    33.2901    33.2876    24.4528    24.4513         31 0.0000e+00
 281.400452     21.000     20.848   4.190280   4.190191    15.9075    15.9096    15.9042    15.9064    81.7006     0.8084     4.2449     2.3375     2.3375     3.3610     0.1544  0.0002000     0.0000 1.0000e-12     0.1423     100.00     5.0000    5.62126   99.49441    33.2902    33.2876    24.4543    24.4519         41 0.0000e+00
 281.400482     22.000     21.827   4.190052   4.189857    15.9044    15.9053    15.9010    15.9019    81.7070     0.8081     4.2452     2.3360     2.3360     3.2800     0.1512  0.0002000     0.0000 1.0000e-12     0.1428     100.00     5.0000    5.61503   99.37829    33.2904    33.2879    24.4552    24.4530         29 0.0000e+00
 281.400482     23.000     22.824   4.190521   4.189904    15.9094    15.9055    15.9058    15.9020    81.6771     0.8096     4.2437     2.3353     2.3353     3.4218     0.1569  0.0002000     0.0000 1.0000e-12     0.1427     100.00     5.0000    5.61053   99.30816    33.2900    33.2878    24.4538    24.4530         20 0.0000e+00
 281.400513     24.000     23.833   4.190505   4.190300    15.9085    15.9094    15.9048    15.9057    81.6811     0.8094     4.2439     2.3327     2.3327     3.4400     0.1576  0.0002000     0.0000 1.0000e-12     0.1429     100.00     5.0000    5.59690   99.06523    33.2902    33.2876    24.4542    24.4520         21 0.0000e+00
 281.400513     25.000     24.820   4.190903   4.190623    15.9127    15.9123    15.9088    15.9084    81.6944     0.8087     4.2446     2.3299     2.3299     3.4881     0.1595  0.0002000     0.0000 1.0000e-12     0.1428     100.00     5.0000    5.59885   99.10770    33.2898    33.2877    24.4530    24.4515         47 0.0000e+00
