      TimeJ       PrDM      DepSM      C0S/m      C1S/m      T090C      T190C Potemp090C Potemp190C      Xmiss        Bat         V1    Sbeox0V         V2  FlECO-AFL         V3     Upoly0         V4        Par         V5       AltM         V6 Sbeox0ML/L   Sbeox0PS      Sal00      Sal11  Sigma-é00  Sigma-é11       Nbin       Flag
 282.398926      5.000      4.954   4.181098   4.180857    15.9189    15.9195    15.9181    15.9187    82.6177     0.7638     4.2919     2.3412     2.3411     3.3235     0.1529  0.0002000     0.0000 1.0000e-12     0.1357     100.00     5.0000    5.61051   99.27502    33.2052    33.2026    24.3858    24.3837         17 0.0000e+00
 282.398956      6.000      5.954   4.181192   4.180936    15.9195    15.9202    15.9186    15.9193    82.6441     0.7625     4.2932     2.3373     2.3373     3.1557     0.1462  0.0002000     0.0000 1.0000e-12     0.1358     100.00     5.0000    5.59917   99.07544    33.2052    33.2023    24.3857    24.3833         27 0.0000e+00
 282.398956      7.000      6.958   4.181241   4.180977    15.9200    15.9210    15.9189    15.9199    82.6454     0.7624     4.2933     2.3331     2.3330     3.0166     0.1407  0.0002000     0.0000 1.0000e-12     0.1357     100.00     5.0000    5.59785   99.05281    33.2048    33.2016    24.3854    24.3827         33 0.0000e+00
 282.399017      8.000      7.930   4.181259   4.181014    15.9197    15.9200    15.9184    15.9188    82.6035     0.7645     4.2912     2.3404     2.3404     3.0350     0.1414  0.0002000     0.0000 1.0000e-12     0.1357     100.00     5.0000    5.63133   99.64468    33.2049    33.2024    24.3855    24.3835         35 0.0000e+00
 282.399017      9.000      8.940   4.181304   4.181046    15.9201    15.9210    15.9187    15.9197    82.6700     0.7613     4.2946     2.3397     2.3397     2.9878     0.1395  0.0002000     0.0000 1.0000e-12     0.1359     100.00     5.0000    5.62076   99.45819    33.2045    33.2015    24.3852    24.3826         29 0.0000e+00
 282.399048     10.000      9.929   4.181387   4.181126    15.9200    15.9207    15.9184    15.9191    82.6837     0.7606     4.2953     2.3398     2.3397     2.8744     0.1350  0.0002000     0.0000 1.0000e-12     0.1362     100.00     5.0000    5.62831   99.59180    33.2050    33.2021    24.3856    24.3832         42 0.0000e+00
 282.399048     11.000     10.921   4.181407   4.181164    15.9193    15.9201    15.9176    15.9184    82.6776     0.7609     4.2950     2.3418     2.3417     2.9065     0.1363  0.0002000     0.0000 1.0000e-12     0.1364     100.00     5.0000    5.63413   99.69375    33.2054    33.2026    24.3861    24.3837         57 0.0000e+00
 282.399078     12.000     11.911   4.181430   4.181185    15.9201    15.9209    15.9182    15.9190    82.6808     0.7607     4.2951     2.3429     2.3428     2.8501     0.1340  0.0002000     0.0000 1.0000e-12     0.1365     100.00     5.0000    5.63717   99.74850    33.2045    33.2017    24.3853    24.3829         56 0.0000e+00
 282.399109     13.000     12.903   4.181489   4.181216    15.9202    15.9210    15.9182    15.9190    82.6701     0.7613     4.2946     2.3448     2.3448     2.8342     0.1334  0.0002000     0.0000 1.0000e-12     0.1367     100.00     5.0000    5.64539   99.89424    33.2046    33.2015    24.3853    24.3828         48 0.0000e+00
 282.399139     14.000     13.895   4.181546   4.181297    15.9204    15.9214    15.9182    15.9192    82.6948     0.7601     4.2958     2.3443     2.3443     2.8163     0.1327  0.0002000     0.0000 1.0000e-12     0.1368     100.00     5.0000    5.63785   99.76121    33.2045    33.2015    24.3853    24.3827         35 0.0000e+00
 282.399139     15.000     14.895   4.181591   4.181315    15.9205    15.9214    15.9182    15.9190    82.6885     0.7604     4.2955     2.3446     2.3446     2.8599     0.1344  0.0002000     0.0000 1.0000e-12     0.1368     100.00     5.0000    5.64444   99.87801    33.2044    33.2013    24.3852    24.3826         46 0.0000e+00
 282.399200     16.000     15.876   4.181627   4.181360    15.9201    15.9212    15.9176    15.9187    82.6393     0.7627     4.2930     2.3463     2.3462     2.8031     0.1321  0.0002000     0.0000 1.0000e-12     0.1368     100.00     5.0000    5.64863   99.95159    33.2048    33.2015    24.3856    24.3829         35 0.0000e+00
 282.399200     17.000     16.874   4.181699   4.181415    15.9200    15.9212    15.9173    15.9185    82.6758     0.7610     4.2949     2.3459     2.3459     2.8421     0.1337  0.0002000     0.0000 1.0000e-12     0.1370     100.00     5.0000    5.64641   99.91211    33.2051    33.2016    24.3860    24.3830         29 0.0000e+00
 282.399231     18.000     17.875   4.181759   4.181487    15.9205    15.9212    15.9177    15.9184    82.6647     0.7615     4.2943     2.3457     2.3456     2.8905     0.1356  0.0002000     0.0000 1.0000e-12     0.1370     100.00     5.0000    5.64761   99.93417    33.2049    33.2018    24.3857    24.3832         40 0.0000e+00
 282.399261     19.000     18.854   4.181740   4.181485    15.9194    15.9205    15.9164    15.9176    82.7086     0.7594     4.2965     2.3444     2.3444     2.8299     0.1332  0.0002000     0.0000 1.0000e-12     0.1376     100.00     5.0000    5.64067   99.80945    33.2052    33.2020    24.3862    24.3835         37 0.0000e+00
 282.399292     20.000     19.854   4.181777   4.181513    15.9185    15.9197    15.9154    15.9166    82.6622     0.7616     4.2942     2.3427     2.3427     2.8367     0.1335  0.0002000     0.0000 1.0000e-12     0.1379     100.00     5.0000    5.63961   99.78946    33.2059    33.2025    24.3870    24.3841         35 0.0000e+00
 282.399292     21.000     20.849   4.181866   4.181591    15.9182    15.9191    15.9150    15.9159    82.7035     0.7596     4.2963     2.3430     2.3429     2.8784     0.1351  0.0002000     0.0000 1.0000e-12     0.1379     100.00     5.0000    5.64339   99.85626    33.2065    33.2034    24.3876    24.3849         53 0.0000e+00
 282.399353     22.000     21.832   4.181913   4.181656    15.9182    15.9188    15.9148    15.9154    82.6895     0.7603     4.2956     2.3422     2.3421     2.8159     0.1326  0.0002000     0.0000 1.0000e-12     0.1379     100.00     5.0000    5.63624   99.72970    33.2066    33.2038    24.3877    24.3854         34 0.0000e+00
 282.399353     23.000     22.820   4.181990   4.181638    15.9162    15.9156    15.9127    15.9120    82.6719     0.7612     4.2947     2.3403     2.3403     2.7852     0.1314  0.0002000     0.0000 1.0000e-12     0.1380     100.00     5.0000    5.62778   99.57732    33.2086    33.2060    24.3896    24.3878         23 0.0000e+00
 282.399353     24.000     23.830   4.181811   4.181606    15.9128    15.9145    15.9091    15.9108    82.6665     0.7614     4.2944     2.3384     2.3383     2.7967     0.1319  0.0002000     0.0000 1.0000e-12     0.1380     100.00     5.0000    5.62229   99.47404    33.2094    33.2062    24.3911    24.3882         20 0.0000e+00
 282.399384     25.000     24.827   4.181361   4.181149    15.9079    15.9093    15.9040    15.9055    82.6953     0.7600     4.2959     2.3377     2.3377     2.8158     0.1326  0.0002000     0.0000 1.0000e-12     0.1380     100.00     5.0000    5.63414   99.67393    33.2092    33.2061    24.3921    24.3894         34 0.0000e+00
 282.399445     26.000     25.803   4.180985   4.180693    15.9012    15.9019    15.8971    15.8979    82.7723     0.7563     4.2998     2.3410     2.3410     2.7821     0.1313  0.0002000     0.0000 1.0000e-12     0.1382     100.00     5.0000    5.63691   99.71097    33.2112    33.2079    24.3951    24.3925         34 0.0000e+00
 282.399445     27.000     26.799   4.181171   4.180830    15.9035    15.9036    15.8993    15.8995    82.7638     0.7567     4.2994     2.3397     2.3397     2.7444     0.1298  0.0002000     0.0000 1.0000e-12     0.1387     100.00     5.0000    5.63174   99.62357    33.2105    33.2073    24.3941    24.3917         28 0.0000e+00
 282.399475     28.000     27.789   4.181279   4.180968    15.9043    15.9048    15.9000    15.9005    82.7106     0.7593     4.2966     2.3361     2.3361     2.7650     0.1306  0.0002000     0.0000 1.0000e-12     0.1389     100.00     5.0000    5.59469   98.96980    33.2104    33.2072    24.3939    24.3913         25 0.0000e+00
 282.399475     29.000     28.797   4.180207   4.180074    15.8826    15.8853    15.8781    15.8808    82.7548     0.7572     4.2989     2.3244     2.3244     2.7815     0.1313  0.0002000     0.0000 1.0000e-12     0.1390     100.00     5.0000    5.53606   97.89581    33.2187    33.2152    24.4052    24.4019         26 0.0000e+00
