TimeJ	PrdM	DepSM	Tv290C	C0S/m	V0	Bat	Xmiss	V1	WetStar	V2	AltM	V3	Sbeox0V	Sal00	Sbeox0ML/L	Sbeox0PS	Sbeox0Mm/Kg	Sbeox0Mm/Kg	Sigma-é00	SvCM	AvgsvCM	Nbin	Flag
279.870880	2.000	1.985	13.1266	3.974634	3.2052	1.8264	63.3434	2.0066	28.8984	2.1581	43.16	3.3709	3.3709	33.7262	7.63652	128.15689	332.494	332.494	25.3810	1499.14	0.00	11	0.0000e+00
279.870941	3.000	2.978	13.0241	3.964543	3.2007	1.8322	63.2524	2.0609	29.7129	2.0591	41.18	3.3623	3.3623	33.7214	7.56882	126.74919	329.550	329.550	25.3977	1498.81	0.00	14	0.0000e+00
279.870972	4.000	3.970	12.9358	3.956066	3.2075	1.8235	63.3908	2.0525	29.5870	2.0479	40.96	3.3319	3.3319	33.7192	7.49145	125.22350	326.183	326.183	25.4135	1498.53	0.00	11	0.0000e+00
279.871002	5.000	4.963	12.8947	3.952509	3.2012	1.8315	63.2634	2.3329	33.7936	2.0636	41.27	3.3033	3.3033	33.7216	7.43649	124.20097	323.791	323.791	25.4235	1498.41	0.00	10	0.0000e+00
279.871033	6.000	5.956	12.7795	3.941155	3.2244	1.8020	63.7306	2.1702	31.3525	1.6974	33.95	3.2765	3.2765	33.7159	7.34559	122.38713	319.837	319.837	25.4418	1498.03	0.00	10	0.0000e+00
279.871063	7.000	6.948	12.7744	3.941325	3.2147	1.8144	63.5347	2.4930	36.1943	1.8930	37.86	3.2359	3.2359	33.7217	7.26408	121.01997	316.286	316.286	25.4473	1498.04	0.00	13	0.0000e+00
279.871124	8.000	7.941	12.6706	3.931319	3.2364	1.7870	63.9716	2.4078	34.9177	2.4126	48.25	3.1982	3.1982	33.7185	7.13849	118.67086	310.821	310.821	25.4652	1497.70	0.00	13	0.0000e+00
279.871155	9.000	8.933	12.4413	3.908957	3.2988	1.7094	65.2257	2.5676	37.3140	1.5658	31.32	3.1123	3.1123	33.7093	6.83033	113.00279	297.410	297.410	25.5026	1496.93	0.00	11	0.0000e+00
279.871185	10.000	9.926	12.4879	3.914519	3.3026	1.7047	65.3022	2.6965	39.2480	1.7391	34.78	3.0178	3.0178	33.7205	6.70817	111.09538	292.088	292.088	25.5024	1497.12	0.00	15	0.0000e+00
279.871216	11.000	10.919	12.1246	3.879373	3.4617	1.5144	68.5009	1.7451	24.9765	1.4514	29.03	2.9390	2.9390	33.7080	6.28656	103.32720	273.740	273.740	25.5623	1495.89	0.00	10	0.0000e+00
