TimeJ	PrdM	DepSM	Tv290C	C0S/m	V0	Bat	Xmiss	V1	WetStar	V2	AltM	V3	Sbeox0V	Sal00	Sbeox0ML/L	Sbeox0PS	Sbeox0Mm/Kg	Sbeox0Mm/Kg	Sigma-é00	SvCM	AvgsvCM	Nbin	Flag
292.932068	1.000	0.993	13.4406	3.993807	3.0198	2.0686	59.6161	3.8383	56.3738	5.4215	108.43	3.4785	3.4785	33.6293	7.84614	132.44629	341.639	341.639	25.2427	1500.05	0.00	1	0.0000e+00
292.932159	2.000	1.985	13.4509	3.994887	2.9791	2.1245	58.7974	3.3156	48.5343	4.5353	90.71	3.4865	3.4866	33.6299	7.89059	133.22536	343.574	343.574	25.2412	1500.10	0.00	14	0.0000e+00
292.932190	3.000	2.978	13.4560	3.995412	3.0216	2.0670	59.6514	3.5358	51.8374	4.7024	94.05	3.4953	3.4953	33.6299	7.90924	133.55411	344.386	344.386	25.2402	1500.13	0.00	13	0.0000e+00
292.932220	4.000	3.970	13.4515	3.995006	3.0330	2.0513	59.8818	3.0669	44.8032	4.7149	94.30	3.4917	3.4917	33.6298	7.88110	133.06638	343.161	343.161	25.2410	1500.13	0.00	13	0.0000e+00
292.932251	5.000	4.963	13.4297	3.992974	3.0155	2.0751	59.5291	3.1860	46.5901	4.7467	94.93	3.4794	3.4795	33.6295	7.84183	132.34421	341.452	341.452	25.2452	1500.08	0.00	11	0.0000e+00
292.932281	6.000	5.956	13.3785	3.988161	3.0692	2.0031	60.6091	3.3042	48.3628	4.8823	97.65	3.4450	3.4450	33.6290	7.70272	129.86000	335.395	335.395	25.2552	1499.93	0.00	11	0.0000e+00
292.932312	7.000	6.948	13.2998	3.980717	3.0914	1.9737	61.0561	3.3950	49.7250	4.3290	86.58	3.3807	3.3807	33.6280	7.51318	126.45993	327.144	327.144	25.2704	1499.68	0.00	12	0.0000e+00
292.932343	8.000	7.941	13.2518	3.976472	3.1657	1.8772	62.5499	3.0392	44.3882	4.1665	83.33	3.3099	3.3099	33.6301	7.35984	123.75806	320.467	320.467	25.2816	1499.54	0.00	12	0.0000e+00
292.932373	9.000	8.933	13.1935	3.971174	3.2041	1.8279	63.3225	3.2683	47.8247	3.9210	78.42	3.2516	3.2517	33.6312	7.18999	120.75833	313.072	313.072	25.2943	1499.36	0.00	11	0.0000e+00
292.932404	10.000	9.926	13.1308	3.965362	3.2508	1.7691	64.2600	3.4333	50.2996	3.7431	74.86	3.1675	3.1675	33.6314	6.94177	116.43925	302.265	302.265	25.3070	1499.17	0.00	12	0.0000e+00
292.932465	11.000	10.919	13.0324	3.956286	3.3304	1.6710	65.8602	3.1504	46.0567	3.9112	78.22	3.0786	3.0786	33.6324	6.69967	112.15209	291.725	291.725	25.3273	1498.86	0.00	10	0.0000e+00
292.932465	12.000	11.911	12.8818	3.942578	3.3683	1.6249	66.6227	2.2911	33.1668	3.3619	67.24	2.9611	2.9611	33.6356	6.32671	105.58312	275.487	275.487	25.3597	1498.38	0.00	11	0.0000e+00
292.932526	13.000	12.904	12.6931	3.925215	3.4529	1.5242	68.3253	1.7142	24.5125	3.3147	66.29	2.8029	2.8028	33.6379	5.91592	98.34463	257.603	257.603	25.3985	1497.76	0.00	13	0.0000e+00
292.932556	14.000	13.896	12.4488	3.902363	3.5414	1.4211	70.1041	1.6848	24.0715	3.5911	71.82	2.6406	2.6405	33.6370	5.52393	91.36163	240.538	240.538	25.4453	1496.96	0.00	12	0.0000e+00
292.932587	15.000	14.889	12.2319	3.881829	3.7782	1.1582	74.8655	0.8886	12.1297	3.2295	64.59	2.5217	2.5216	33.6335	5.23530	86.19441	227.974	227.974	25.4842	1496.23	0.00	9	0.0000e+00
292.932617	16.000	15.881	12.1896	3.878993	3.8272	1.1063	75.8504	0.7239	9.6585	3.1787	63.57	2.4311	2.4310	33.6437	5.08743	83.69054	221.534	221.534	25.5002	1496.12	0.00	13	0.0000e+00
292.932648	17.000	16.874	12.1721	3.878003	3.8427	1.0896	76.1619	0.8160	11.0398	3.1317	62.63	2.3901	2.3900	33.6495	5.05796	83.17812	220.250	220.250	25.5080	1496.08	0.00	12	0.0000e+00
292.932678	18.000	17.866	12.1019	3.872031	3.9689	0.9584	78.6995	0.6865	9.0976	3.3236	66.47	2.3731	2.3731	33.6545	4.99583	82.03851	217.545	217.545	25.5253	1495.86	0.00	8	0.0000e+00
292.932709	19.000	18.859	12.0376	3.866655	3.9749	0.9522	78.8210	0.5644	7.2665	3.4123	68.25	2.3457	2.3456	33.6599	4.91285	80.57013	213.932	213.932	25.5417	1495.67	0.00	10	0.0000e+00
292.932739	20.000	19.851	11.9564	3.859827	3.9883	0.9384	79.0896	0.4892	6.1376	2.9724	59.45	2.3060	2.3059	33.6665	4.81171	78.77982	209.528	209.528	25.5622	1495.41	692.65	11	0.0000e+00
292.932770	21.000	20.844	11.8670	3.851987	4.0599	0.8664	80.5290	0.3726	4.3893	3.6429	72.86	2.2773	2.2772	33.6707	4.74074	77.47462	206.439	206.439	25.5822	1495.13	1488.08	8	0.0000e+00
292.932800	22.000	21.836	11.7847	3.844855	4.0522	0.8739	80.3759	0.3663	4.2948	2.9081	58.16	2.2411	2.2410	33.6752	4.63440	75.60770	201.809	201.809	25.6011	1494.87	1495.37	10	0.0000e+00
292.932800	23.000	22.829	11.6971	3.836906	4.0587	0.8674	80.5064	0.3475	4.0123	3.0957	61.91	2.2018	2.2017	33.6766	4.54458	74.00607	197.899	197.899	25.6185	1494.58	1495.34	9	0.0000e+00
292.932831	24.000	23.821	11.6239	3.829839	4.1347	0.7922	82.0346	0.3433	3.9491	2.8054	56.11	2.1649	2.1648	33.6735	4.45391	72.41601	193.952	193.952	25.6297	1494.34	1495.30	13	0.0000e+00
