TimeJ	PrdM	DepSM	Tv290C	C0S/m	V0	Bat	Xmiss	V1	WetStar	V2	AltM	V3	Sbeox0V	Sal00	Sbeox0ML/L	Sbeox0PS	Sbeox0Mm/Kg	Sbeox0Mm/Kg	Sigma-é00	SvCM	AvgsvCM	Nbin	Flag
301.872131	1.000	0.993	13.8068	4.018740	3.1035	1.9562	61.2989	0.9086	12.4283	1.2650	25.30	3.0880	3.0880	33.5408	6.78710	115.36638	295.539	295.539	25.0996	1501.15	0.00	2	0.0000e+00
301.872192	2.000	1.985	14.0016	4.038019	3.2064	1.8259	63.3676	0.9089	12.4338	1.2530	25.06	3.0917	3.0917	33.5492	6.75661	115.30836	294.207	294.207	25.0658	1501.81	0.00	14	0.0000e+00
301.872223	3.000	2.978	13.9227	4.030344	3.2673	1.7484	64.5915	0.9251	12.6772	1.2200	24.40	3.0816	3.0816	33.5464	6.71081	114.34220	292.215	292.215	25.0800	1501.57	0.00	10	0.0000e+00
301.872253	4.000	3.970	13.7608	4.014501	3.2483	1.7721	64.2103	1.1951	16.7269	1.1468	22.94	3.0572	3.0572	33.5403	6.64983	112.92596	289.563	289.563	25.1087	1501.05	0.00	9	0.0000e+00
301.872284	5.000	4.963	13.7237	4.011225	3.3182	1.6854	65.6163	1.2557	17.6356	1.1005	22.01	3.0219	3.0219	33.5418	6.55510	111.23421	285.438	285.438	25.1175	1500.94	0.00	12	0.0000e+00
301.872314	6.000	5.956	13.6947	4.008438	3.3847	1.6048	66.9525	1.2691	17.8363	1.4207	28.41	2.9777	2.9777	33.5407	6.41847	108.85078	279.489	279.489	25.1227	1500.86	0.00	11	0.0000e+00
301.872345	7.000	6.948	13.6843	4.007505	3.4146	1.5690	67.5547	1.1258	15.6871	1.0221	20.44	2.9375	2.9375	33.5408	6.33413	107.39744	275.816	275.816	25.1249	1500.85	0.00	8	0.0000e+00
301.872375	8.000	7.941	13.6813	4.007310	3.4354	1.5443	67.9729	1.2257	17.1855	1.3117	26.23	2.9032	2.9032	33.5412	6.27033	106.30950	273.038	273.038	25.1259	1500.85	0.00	13	0.0000e+00
301.872406	9.000	8.933	13.6818	4.007421	3.4302	1.5504	67.8679	1.1137	15.5052	1.2739	25.48	2.8915	2.8916	33.5414	6.25406	106.03494	272.330	272.330	25.1259	1500.87	0.00	11	0.0000e+00
301.872437	10.000	9.926	13.6798	4.007252	3.4393	1.5397	68.0512	1.1062	15.3935	0.8478	16.96	2.8842	2.8842	33.5412	6.24547	105.88482	271.956	271.956	25.1262	1500.88	0.00	9	0.0000e+00
301.872467	11.000	10.918	13.6705	4.006305	3.4643	1.5102	68.5539	1.1273	15.7099	0.8071	16.14	2.8730	2.8730	33.5400	6.19503	105.00906	269.760	269.760	25.1272	1500.87	0.00	9	0.0000e+00
301.872498	12.000	11.911	13.6697	4.006310	3.4704	1.5031	68.6761	1.1137	15.5061	0.7582	15.16	2.8554	2.8554	33.5404	6.16480	104.49503	268.443	268.443	25.1277	1500.88	0.00	12	0.0000e+00
301.872528	13.000	12.904	13.6656	4.005990	3.4721	1.5011	68.7100	1.0119	13.9778	0.7109	14.22	2.8507	2.8507	33.5406	6.16197	104.43864	268.320	268.320	25.1287	1500.88	0.00	10	0.0000e+00
301.872559	14.000	13.896	13.6640	4.005937	3.4781	1.4941	68.8311	1.0074	13.9111	0.6982	13.96	2.8482	2.8482	33.5411	6.16060	104.41216	268.260	268.260	25.1295	1500.89	0.00	11	0.0000e+00
301.872589	15.000	14.889	13.6580	4.005443	3.4878	1.4828	69.0260	0.8264	11.1967	0.6291	12.58	2.8458	2.8458	33.5413	6.14741	104.17622	267.686	267.686	25.1309	1500.89	0.00	6	0.0000e+00
301.872620	16.000	15.881	13.6558	4.005300	3.5059	1.4617	69.3910	0.9548	13.1214	1.0160	20.32	2.8399	2.8400	33.5416	6.13732	104.00055	267.247	267.247	25.1316	1500.90	0.00	10	0.0000e+00
301.872650	17.000	16.874	13.6454	4.004430	3.5207	1.4446	69.6876	0.8564	11.6464	0.5256	10.51	2.8366	2.8366	33.5421	6.12706	103.80515	266.800	266.800	25.1341	1500.88	0.00	9	0.0000e+00
301.872681	18.000	17.866	13.6399	4.004033	3.5382	1.4245	70.0389	0.8728	11.8925	0.4673	9.35	2.8309	2.8309	33.5428	6.11463	103.58328	266.259	266.259	25.1358	1500.88	0.00	10	0.0000e+00
301.872711	19.000	18.859	13.6268	4.003000	3.5890	1.3665	71.0620	0.7021	9.3320	0.4261	8.52	2.8263	2.8264	33.5443	6.09832	103.28026	265.548	265.548	25.1397	1500.86	0.00	10	0.0000e+00
301.872742	20.000	19.851	13.6093	4.001628	3.6164	1.3357	71.6111	0.6623	8.7340	0.8038	16.08	2.8072	2.8072	33.5463	6.03906	102.24154	262.968	262.968	25.1449	1500.82	861.13	10	0.0000e+00
301.873260	21.000	20.844	13.5776	3.999443	3.6452	1.3033	72.1918	0.3914	4.6708	-0.1228	-2.46	2.7111	2.7112	33.5534	5.83850	98.78529	254.234	254.234	25.1568	1500.74	2053.87	1	0.0000e+00
