TimeJ	PrdM	DepSM	Tv290C	C0S/m	V0	Bat	Xmiss	V1	WetStar	V2	AltM	V3	Sbeox0V	Sal00	Sbeox0ML/L	Sbeox0PS	Sbeox0Mm/Kg	Sbeox0Mm/Kg	Sigma-é00	SvCM	AvgsvCM	Nbin	Flag
287.742920	1.000	0.993	13.9930	4.045965	3.9879	0.9387	79.0826	0.3057	3.3856	3.6568	73.14	3.0137	3.0138	33.6308	6.54519	111.73750	284.985	284.985	25.1306	1501.86	0.00	5	0.0000e+00
287.742981	2.000	1.985	13.9594	4.042693	4.0072	0.9192	79.4696	0.2955	3.2327	3.3587	67.17	3.0107	3.0108	33.6295	6.54234	111.61179	284.861	284.861	25.1366	1501.77	0.00	17	0.0000e+00
287.743042	3.000	2.978	13.8349	4.030522	3.9805	0.9463	78.9327	0.2599	2.6979	3.3042	66.08	3.0058	3.0058	33.6249	6.54551	111.38077	285.002	285.002	25.1588	1501.37	0.00	16	0.0000e+00
287.743073	4.000	3.970	13.7748	4.024919	3.9299	0.9982	77.9158	0.3287	3.7305	3.1370	62.74	3.0045	3.0046	33.6251	6.54998	111.32085	285.197	285.197	25.1713	1501.19	0.00	17	0.0000e+00
287.743134	5.000	4.963	13.7362	4.021361	3.9069	1.0220	77.4542	0.4413	5.4189	3.3537	67.07	3.0006	3.0006	33.6254	6.54929	111.22159	285.168	285.168	25.1796	1501.08	0.00	14	0.0000e+00
287.743164	6.000	5.956	13.7015	4.018272	3.8933	1.0362	77.1798	0.4535	5.6022	3.4608	69.22	3.0019	3.0019	33.6266	6.55202	111.19026	285.287	285.287	25.1877	1500.99	0.00	13	0.0000e+00
287.743195	7.000	6.948	13.6565	4.014071	3.9275	1.0007	77.8673	0.5654	7.2809	3.2551	65.10	2.9897	2.9898	33.6266	6.49809	110.17387	282.939	282.939	25.1969	1500.85	0.00	9	0.0000e+00
287.743225	8.000	7.941	13.6101	4.009896	3.9496	0.9779	78.3118	0.4377	5.3659	3.2208	64.42	2.9670	2.9670	33.6279	6.43496	109.00116	280.191	280.191	25.2074	1500.72	0.00	10	0.0000e+00
287.743256	9.000	8.933	13.4759	3.996859	3.9711	0.9559	78.7438	0.4925	6.1874	3.1675	63.35	2.9403	2.9403	33.6236	6.35326	107.31992	276.636	276.636	25.2314	1500.29	0.00	8	0.0000e+00
287.743286	10.000	9.926	13.3009	3.980868	3.9792	0.9476	78.9074	0.6128	7.9927	3.1181	62.36	2.8941	2.8942	33.6271	6.21906	104.68127	270.795	270.795	25.2694	1499.73	0.00	10	0.0000e+00
287.743317	11.000	10.919	13.0241	3.954206	3.9972	0.9293	79.2690	0.9649	13.2735	3.0590	61.18	2.8297	2.8298	33.6200	6.02619	100.85278	262.402	262.402	25.3194	1498.82	0.00	7	0.0000e+00
287.743317	12.000	11.911	12.9543	3.948160	3.9829	0.9438	78.9820	1.0514	14.5708	2.9982	59.96	2.7677	2.7677	33.6242	5.92228	98.97311	257.878	257.878	25.3365	1498.61	0.00	9	0.0000e+00
287.743347	13.000	12.904	12.8829	3.941798	3.9850	0.9417	79.0238	1.4216	20.1246	2.9712	59.42	2.7226	2.7227	33.6269	5.84933	97.61142	254.702	254.702	25.3527	1498.39	0.00	11	0.0000e+00
287.743378	14.000	13.896	12.7161	3.926032	3.9771	0.9497	78.8655	0.7653	10.2797	2.9232	58.46	2.6829	2.6829	33.6248	5.72976	95.28506	249.498	249.498	25.3839	1497.84	0.00	8	0.0000e+00
287.743408	15.000	14.889	12.5730	3.912707	3.9825	0.9442	78.9740	0.9585	13.1769	2.8662	57.32	2.6396	2.6396	33.6247	5.61357	93.07623	244.441	244.441	25.4117	1497.38	0.00	8	0.0000e+00
287.743439	16.000	15.881	12.5278	3.909103	3.9915	0.9351	79.1551	1.1931	16.6959	3.4236	68.47	2.5976	2.5976	33.6302	5.53742	91.73007	241.125	241.125	25.4248	1497.25	0.00	7	0.0000e+00
287.743469	17.000	16.874	12.5154	3.908432	3.9836	0.9432	78.9948	0.7612	10.2179	2.7516	55.03	2.5716	2.5716	33.6344	5.51231	91.29302	240.032	240.032	25.4305	1497.23	0.00	12	0.0000e+00
287.743500	18.000	17.866	12.4634	3.903860	4.0009	0.9255	79.3442	0.6406	8.4083	2.7248	54.50	2.5558	2.5558	33.6367	5.47779	90.62458	238.529	238.529	25.4423	1497.07	0.00	9	0.0000e+00
287.743500	19.000	18.859	12.4089	3.898997	4.0307	0.8955	79.9425	0.7771	10.4566	2.9944	59.89	2.5403	2.5403	33.6384	5.43114	89.75176	236.498	236.498	25.4542	1496.90	0.00	7	0.0000e+00
287.743530	20.000	19.851	12.3907	3.897768	4.0333	0.8929	79.9946	1.1864	16.5961	2.8381	56.76	2.5208	2.5208	33.6424	5.39015	89.04274	234.713	234.713	25.4608	1496.86	694.53	11	0.0000e+00
287.743561	21.000	20.844	12.3057	3.889911	4.0256	0.9006	79.8395	0.6463	8.4946	2.9116	58.23	2.5053	2.5053	33.6426	5.33832	88.03066	232.457	232.457	25.4773	1496.59	1501.07	7	0.0000e+00
287.743591	22.000	21.836	12.2040	3.880546	4.0473	0.8788	80.2767	0.8177	11.0652	3.2114	64.23	2.4778	2.4778	33.6432	5.24105	86.24338	228.223	228.223	25.4972	1496.26	1496.84	7	0.0000e+00
287.743622	23.000	22.829	12.2028	3.881109	4.0520	0.8741	80.3708	0.8230	11.1456	2.8761	57.52	2.4414	2.4414	33.6493	5.18140	85.26276	225.625	225.625	25.5022	1496.28	1496.82	12	0.0000e+00
287.743652	24.000	23.821	12.0662	3.868407	4.1030	0.8235	81.3960	0.6690	8.8350	2.4152	48.30	2.4210	2.4210	33.6490	5.12016	84.01482	222.961	222.961	25.5279	1495.83	1496.79	8	0.0000e+00
287.743652	25.000	24.814	11.9763	3.860778	4.1167	0.8099	81.6714	0.3956	4.7342	2.3768	47.54	2.3791	2.3791	33.6557	4.98932	81.71643	217.264	217.264	25.5501	1495.55	1496.74	10	0.0000e+00
