TimeJ	PrdM	DepSM	Tv290C	C0S/m	V0	Bat	Xmiss	V1	WetStar	V2	AltM	V3	Sbeox0V	Sal00	Sbeox0ML/L	Sbeox0PS	Sbeox0Mm/Kg	Sbeox0Mm/Kg	Sigma-é00	SvCM	AvgsvCM	Nbin	Flag
286.794037	2.000	1.985	13.8312	4.030292	3.8128	1.1210	75.5615	0.7813	10.5188	1.1303	22.61	3.1658	3.1659	33.6265	6.91667	117.68853	301.162	301.162	25.1608	1501.34	0.00	6	0.0000e+00
286.794128	3.000	2.978	13.8050	4.028084	3.8186	1.1148	75.6776	0.9118	12.4769	1.0755	21.51	3.1205	3.1205	33.6285	6.85048	116.50204	298.281	298.281	25.1677	1501.28	0.00	8	0.0000e+00
286.794189	4.000	3.970	13.7949	4.027265	3.8457	1.0861	76.2220	0.8286	11.2289	2.4037	48.07	3.1101	3.1102	33.6293	6.82836	116.10257	297.317	297.317	25.1705	1501.26	0.00	6	0.0000e+00
286.794281	5.000	4.963	13.7664	4.024564	3.8583	1.0728	76.4765	0.8064	10.8962	1.2613	25.23	3.1011	3.1011	33.6288	6.80407	115.62197	296.260	296.260	25.1760	1501.18	0.00	10	0.0000e+00
286.794373	6.000	5.956	13.7498	4.023029	3.8846	1.0452	77.0054	1.1014	15.3206	1.2403	24.81	3.0899	3.0899	33.6287	6.77928	115.16157	295.181	295.181	25.1793	1501.15	0.00	13	0.0000e+00
286.794434	7.000	6.948	13.7341	4.021668	3.8942	1.0352	77.1970	0.7153	9.5291	0.8827	17.65	3.0829	3.0829	33.6293	6.76652	114.90864	294.626	294.626	25.1831	1501.11	0.00	8	0.0000e+00
286.794525	8.000	7.941	13.6975	4.018164	3.9298	0.9983	77.9135	0.5950	7.7248	2.0084	40.17	3.0634	3.0635	33.6283	6.71017	113.86615	292.173	292.173	25.1899	1501.01	0.00	15	0.0000e+00
286.794586	9.000	8.933	13.5259	4.001152	3.9802	0.9466	78.9279	0.6708	8.8617	1.2653	25.31	3.0224	3.0224	33.6197	6.57358	111.15514	286.229	286.229	25.2182	1500.45	0.00	11	0.0000e+00
286.794678	10.000	9.926	13.3413	3.984265	4.0102	0.9162	79.5294	0.7519	10.0780	0.7609	15.22	2.9428	2.9429	33.6236	6.40150	107.83736	278.739	278.739	25.2587	1499.86	0.00	8	0.0000e+00
286.794769	11.000	10.919	13.2316	3.974973	3.9826	0.9442	78.9745	0.7962	10.7424	1.3443	26.89	2.9082	2.9082	33.6325	6.36604	107.00397	277.194	277.194	25.2877	1499.53	0.00	13	0.0000e+00
286.794830	12.000	11.911	13.1366	3.967511	3.9617	0.9654	78.5560	0.8628	11.7419	0.6556	13.11	2.9258	2.9259	33.6458	6.43228	107.91513	280.078	280.078	25.3170	1499.24	0.00	14	0.0000e+00
286.794922	13.000	12.904	12.9096	3.946825	3.9378	0.9901	78.0741	0.8540	11.6097	1.4513	29.03	2.9031	2.9031	33.6508	6.33312	105.76188	275.763	275.763	25.3659	1498.51	0.00	9	0.0000e+00
286.795013	14.000	13.896	12.7043	3.927966	3.9266	1.0015	77.8502	0.9059	12.3890	0.6273	12.55	2.7884	2.7884	33.6538	6.05431	100.67800	263.626	263.626	25.4086	1497.84	0.00	10	0.0000e+00
286.795074	15.000	14.889	12.6073	3.919442	3.9212	1.0072	77.7400	0.9267	12.7012	0.4834	9.67	2.7271	2.7271	33.6585	5.92179	98.27755	257.856	257.856	25.4313	1497.53	0.00	11	0.0000e+00
286.795166	16.000	15.881	12.3914	3.899439	3.9206	1.0078	77.7280	0.9325	12.7869	0.4446	8.89	2.6078	2.6078	33.6596	5.58927	92.34618	243.381	243.381	25.4739	1496.82	0.00	9	0.0000e+00
286.795258	17.000	16.874	12.2931	3.890780	3.9241	1.0042	77.7993	0.8551	11.6264	1.1374	22.75	2.5414	2.5414	33.6641	5.45968	90.02020	237.739	237.739	25.4963	1496.51	0.00	13	0.0000e+00
286.795319	18.000	17.866	12.2530	3.888145	3.9230	1.0053	77.7762	0.9557	13.1362	0.0976	1.95	2.5026	2.5026	33.6742	5.37756	88.59705	234.162	234.162	25.5119	1496.40	0.00	5	0.0000e+00
286.795502	19.000	18.859	11.9113	3.857829	3.9620	0.9652	78.5607	0.7369	9.8536	0.2921	5.84	2.3699	2.3699	33.6884	5.01268	82.00357	218.277	218.277	25.5876	1495.27	0.00	6	0.0000e+00
286.795654	20.000	19.851	11.6291	3.833250	3.9763	0.9506	78.8483	0.3972	4.7583	0.2412	4.82	2.2040	2.2040	33.7038	4.61332	75.04182	200.890	200.890	25.6521	1494.33	693.88	12	0.0000e+00
