TimeJ	PrdM	DepSM	Tv290C	C0S/m	V0	Bat	Xmiss	V1	WetStar	V2	AltM	V3	Sbeox0V	Sal00	Sbeox0ML/L	Sbeox0PS	Sbeox0Mm/Kg	Sbeox0Mm/Kg	Sigma-é00	SvCM	AvgsvCM	Nbin	Flag
279.773621	2.000	1.985	13.1261	3.967699	4.0677	0.8584	80.6863	0.2319	2.2786	4.6111	92.22	2.8726	2.8726	33.6610	6.26621	105.11651	272.844	272.844	25.3306	1499.06	0.00	15	0.0000e+00
279.773743	3.000	2.978	13.1089	3.965857	4.0902	0.8360	81.1390	0.2305	2.2575	5.0071	100.14	2.8568	2.8569	33.6585	6.22416	104.37241	271.014	271.014	25.3321	1499.02	0.00	15	0.0000e+00
279.773773	4.000	3.970	13.0256	3.958638	4.0942	0.8321	81.2190	0.2458	2.4864	5.0000	100.00	2.8565	2.8565	33.6636	6.29627	105.40258	274.154	274.154	25.3527	1498.76	0.00	16	0.0000e+00
279.773834	5.000	4.963	12.8763	3.947916	3.7677	1.1717	74.6537	0.4221	5.1321	5.0000	100.00	2.9860	2.9860	33.6943	6.87214	114.71088	299.225	299.225	25.4060	1498.31	0.00	13	0.0000e+00
279.773865	6.000	5.956	12.7586	3.937274	3.5866	1.3691	71.0121	0.7109	9.4634	5.0000	100.00	3.1503	3.1504	33.6976	7.16277	119.27605	311.881	311.881	25.4317	1497.94	0.00	15	0.0000e+00
279.773895	7.000	6.948	12.5784	3.919841	3.6724	1.2733	72.7379	1.0331	14.2959	5.0000	100.00	3.1422	3.1422	33.6916	7.02875	116.60282	306.050	306.050	25.4623	1497.34	0.00	11	0.0000e+00
279.773926	8.000	7.941	12.4851	3.911562	3.6266	1.3244	71.8176	1.6168	23.0518	5.0000	100.00	3.1171	3.1171	33.6954	6.99842	115.87697	304.731	304.731	25.4834	1497.05	0.00	14	0.0000e+00
279.773987	9.000	8.933	12.3932	3.903302	3.5805	1.3762	70.8896	2.1276	30.7139	5.0000	100.00	3.0993	3.0993	33.6981	6.95346	114.91431	302.775	302.775	25.5033	1496.76	0.00	11	0.0000e+00
279.774017	10.000	9.926	12.2982	3.894294	3.5744	1.3832	70.7669	1.7820	25.5304	5.0000	100.00	3.0554	3.0554	33.6963	6.80598	112.25332	296.356	296.356	25.5201	1496.45	0.00	14	0.0000e+00
279.774048	11.000	10.919	12.3277	3.897641	3.6024	1.3514	71.3310	1.8732	26.8975	5.0000	100.00	3.0229	3.0229	33.7016	6.78739	112.01926	295.544	295.544	25.5186	1496.57	0.00	12	0.0000e+00
279.774078	12.000	11.911	12.2040	3.885730	3.6206	1.3311	71.6955	1.9186	27.5783	5.0000	100.00	2.9881	2.9881	33.6976	6.62821	109.10746	288.617	288.617	25.5392	1496.16	0.00	12	0.0000e+00
279.774109	13.000	12.904	12.1782	3.883659	3.6383	1.3112	72.0514	1.9550	28.1254	5.0000	100.00	2.9432	2.9432	33.7004	6.55784	107.89214	285.552	285.552	25.5463	1496.10	0.00	12	0.0000e+00
279.774170	14.000	13.896	12.1232	3.878586	3.6595	1.2876	72.4783	1.8613	26.7193	5.0000	100.00	2.9073	2.9074	33.7005	6.45729	106.11561	281.176	281.176	25.5568	1495.92	0.00	9	0.0000e+00
279.774200	15.000	14.889	12.0712	3.873670	3.6798	1.2651	72.8860	1.6909	24.1641	5.0000	100.00	2.8700	2.8700	33.6993	6.33768	104.03587	275.969	275.969	25.5658	1495.76	0.00	12	0.0000e+00
279.774231	16.000	15.881	12.0288	3.869796	3.6685	1.2779	72.6594	1.8625	26.7380	5.0000	100.00	2.8364	2.8364	33.6997	6.27579	102.92844	273.274	273.274	25.5742	1495.63	0.00	10	0.0000e+00
279.774261	17.000	16.874	12.0328	3.870576	3.7029	1.2399	73.3504	1.6541	23.6115	4.9926	99.85	2.8072	2.8072	33.7032	6.21786	101.98920	270.751	270.751	25.5761	1495.67	0.00	13	0.0000e+00
279.774292	18.000	17.866	11.9259	3.860333	3.6945	1.2495	73.1819	1.7129	24.4928	4.9996	99.99	2.7827	2.7827	33.7000	6.09523	99.75199	265.414	265.414	25.5938	1495.31	0.00	9	0.0000e+00
279.774323	19.000	18.859	11.8731	3.855892	3.7496	1.1889	74.2904	1.4270	20.2057	4.9979	99.96	2.7270	2.7270	33.7040	5.93905	97.09063	258.614	258.614	25.6069	1495.15	0.00	10	0.0000e+00
279.774384	20.000	19.852	11.9012	3.859022	3.7497	1.1886	74.2931	1.6675	23.8131	5.0000	100.00	2.6866	2.6866	33.7086	5.93915	97.15211	258.617	258.617	25.6052	1495.27	734.33	8	0.0000e+00
279.774414	21.000	20.844	11.8405	3.853648	3.7521	1.1860	74.3416	1.9681	28.3221	5.0000	100.00	2.6594	2.6594	33.7109	5.78276	94.47427	251.808	251.808	25.6184	1495.08	1476.45	12	0.0000e+00
279.774445	22.000	21.837	11.7547	3.846273	3.7845	1.1513	74.9917	1.3192	18.5877	5.0000	100.00	2.6148	2.6148	33.7163	5.65570	92.23628	246.276	246.276	25.6386	1494.81	1495.24	10	0.0000e+00
279.774506	23.000	22.829	11.7380	3.845266	3.7299	1.2129	73.8935	1.5655	22.2825	5.0000	100.00	2.5291	2.5291	33.7212	5.48235	89.37926	238.727	238.727	25.6456	1494.78	1495.22	11	0.0000e+00
279.774506	24.000	23.822	11.5209	3.824376	3.8754	1.0551	76.8207	1.1063	15.3941	5.0000	100.00	2.4952	2.4952	33.7136	5.28053	85.69293	229.945	229.945	25.6799	1494.03	1495.18	8	0.0000e+00
279.774567	25.000	24.814	11.5364	3.826614	3.9056	1.0235	77.4266	1.2080	16.9198	5.0000	100.00	2.4037	2.4037	33.7211	5.11659	83.06164	222.804	222.804	25.6829	1494.11	1495.13	16	0.0000e+00
279.774597	26.000	25.807	11.4991	3.822962	3.8744	1.0559	76.8003	0.9514	13.0717	5.0000	100.00	2.3782	2.3781	33.7188	5.08931	82.55213	221.618	221.618	25.6880	1494.00	1495.09	14	0.0000e+00
279.774628	27.000	26.799	11.3459	3.807996	3.9048	1.0263	77.4116	0.7444	9.9653	5.0000	100.00	2.3370	2.3369	33.7109	4.91770	79.50634	214.149	214.149	25.7098	1493.47	1495.04	12	0.0000e+00
279.774658	28.000	27.792	11.2568	3.800084	3.9536	0.9753	78.3917	0.6236	8.1540	5.0000	100.00	2.2773	2.2773	33.7138	4.77508	77.05618	207.939	207.939	25.7283	1493.18	1494.98	10	0.0000e+00
279.774689	29.000	28.784	11.2085	3.795967	4.0242	0.9021	79.8123	0.6873	9.1094	5.0000	100.00	2.2160	2.2160	33.7168	4.63245	74.67860	201.729	201.729	25.7394	1493.03	1494.91	17	0.0000e+00
279.774750	30.000	29.777	11.1550	3.791524	4.0480	0.8792	80.2901	0.6641	8.7611	5.0000	100.00	2.1842	2.1842	33.7214	4.58426	73.81988	199.631	199.631	25.7527	1492.87	1494.85	10	0.0000e+00
279.774780	31.000	30.769	11.1076	3.787593	4.0789	0.8490	80.9115	1.0372	14.3577	5.0000	100.00	2.1527	2.1527	33.7255	4.48260	72.11166	195.204	195.204	25.7644	1492.72	1494.78	15	0.0000e+00
