TimeJ	PrdM	DepSM	Tv290C	C0S/m	V0	Bat	Xmiss	V1	WetStar	V2	AltM	V3	Sbeox0V	Sal00	Sbeox0ML/L	Sbeox0PS	Sbeox0Mm/Kg	Sbeox0Mm/Kg	Sigma-é00	SvCM	AvgsvCM	Nbin	Flag
279.741180	2.000	1.985	12.6801	3.932047	3.1503	1.8969	62.2388	1.8681	26.8217	5.0000	100.00	3.3219	3.3219	33.7194	7.54938	125.52593	328.711	328.711	25.4639	1497.64	0.00	13	0.0000e+00
279.741241	3.000	2.978	12.7099	3.935064	3.1405	1.9094	62.0434	1.4915	21.1729	5.0000	100.00	3.3248	3.3248	33.7212	7.54793	125.58068	328.647	328.647	25.4595	1497.76	0.00	16	0.0000e+00
279.741272	4.000	3.970	12.6543	3.929639	3.1349	1.9169	61.9291	2.5675	37.3122	5.0000	100.00	3.3157	3.3157	33.7187	7.51708	124.92120	327.305	327.305	25.4685	1497.58	0.00	13	0.0000e+00
279.741302	5.000	4.963	12.6076	3.925249	3.1400	1.9101	62.0328	3.2911	48.1658	5.0000	100.00	3.2977	3.2977	33.7181	7.46644	123.95889	325.102	325.102	25.4772	1497.44	0.00	14	0.0000e+00
279.741364	6.000	5.956	12.5743	3.922088	3.1651	1.8778	62.5366	3.3134	48.5003	5.0000	100.00	3.2693	3.2693	33.7172	7.37099	122.28902	320.947	320.947	25.4830	1497.34	0.00	13	0.0000e+00
279.741394	7.000	6.948	12.5354	3.918438	3.1516	1.8952	62.2668	3.1004	45.3053	5.0000	100.00	3.2316	3.2317	33.7167	7.26020	120.35361	316.124	316.124	25.4901	1497.23	0.00	12	0.0000e+00
279.741425	8.000	7.941	12.4551	3.910758	3.2119	1.8181	63.4780	3.0064	43.8967	5.0000	100.00	3.1666	3.1666	33.7146	7.04796	116.63882	306.885	306.885	25.5041	1496.97	0.00	12	0.0000e+00
279.741455	9.000	8.933	12.3895	3.904746	3.2424	1.7798	64.0910	2.2415	32.4226	5.0000	100.00	3.0903	3.0903	33.7153	6.86485	113.45337	298.913	298.913	25.5173	1496.77	0.00	12	0.0000e+00
279.741486	10.000	9.926	12.3198	3.898268	3.3438	1.6545	66.1303	1.8949	27.2238	5.0000	100.00	3.0265	3.0265	33.7152	6.69445	110.47664	291.495	291.495	25.5306	1496.55	0.00	12	0.0000e+00
279.741547	11.000	10.919	12.1559	3.882238	3.4308	1.5501	67.8803	1.7832	25.5475	5.0000	100.00	2.9332	2.9332	33.7076	6.36260	104.64384	277.050	277.050	25.5560	1495.99	0.00	14	0.0000e+00
279.741577	12.000	11.911	11.7555	3.844561	3.6177	1.3343	71.6376	1.1683	16.3248	5.0000	100.00	2.7179	2.7179	33.7032	5.63841	91.95010	245.525	245.525	25.6280	1494.63	0.00	11	0.0000e+00
279.741608	13.000	12.904	11.6649	3.837108	3.7875	1.1486	75.0520	1.1297	15.7455	5.0000	100.00	2.5463	2.5463	33.7122	5.35635	87.18559	233.244	233.244	25.6520	1494.35	0.00	10	0.0000e+00
279.741638	14.000	13.896	11.6912	3.840605	3.7110	1.2313	73.5147	1.3089	18.4333	5.0000	100.00	2.4655	2.4654	33.7221	5.29658	86.26577	230.639	230.639	25.6547	1494.47	0.00	16	0.0000e+00
279.741669	15.000	14.889	11.5429	3.826279	3.8874	1.0423	77.0614	0.9976	13.7643	5.0000	100.00	2.4443	2.4443	33.7162	5.21113	84.60549	226.921	226.921	25.6776	1493.96	0.00	8	0.0000e+00
279.741699	16.000	15.881	11.5269	3.825209	3.9179	1.0107	77.6743	1.0101	13.9518	5.0000	100.00	2.3995	2.3995	33.7198	5.10771	82.90048	222.418	222.418	25.6834	1493.93	0.00	11	0.0000e+00
279.741760	17.000	16.874	11.5147	3.824497	3.9181	1.0104	77.6786	0.9420	12.9303	5.0000	100.00	2.3905	2.3904	33.7235	5.13149	83.26723	223.453	223.453	25.6886	1493.91	0.00	9	0.0000e+00
279.741760	18.000	17.866	11.3997	3.813800	3.9595	0.9678	78.5102	1.1297	15.7460	5.0000	100.00	2.3559	2.3559	33.7228	4.95902	80.27219	215.945	215.945	25.7091	1493.52	0.00	9	0.0000e+00
279.741821	19.000	18.859	11.4205	3.816776	3.9695	0.9575	78.7113	0.9345	12.8168	5.0000	100.00	2.3066	2.3065	33.7327	4.90265	79.39932	213.489	213.489	25.7130	1493.63	0.00	9	0.0000e+00
279.741852	20.000	19.852	11.3429	3.810435	3.9624	0.9648	78.5694	0.9766	13.4493	5.0000	100.00	2.2728	2.2728	33.7406	4.75918	76.95303	207.242	207.242	25.7334	1493.38	897.86	12	0.0000e+00
279.741882	21.000	20.844	11.3136	3.808442	3.9636	0.9636	78.5936	0.9940	13.7094	5.0000	100.00	2.2311	2.2311	33.7474	4.67796	75.59620	203.704	203.704	25.7440	1493.30	1522.58	12	0.0000e+00
279.741913	22.000	21.837	11.2187	3.801333	3.9348	0.9931	78.0150	0.9516	13.0736	5.0000	100.00	2.1699	2.1698	33.7636	4.44393	71.67593	193.513	193.513	25.7738	1493.01	1493.30	12	0.0000e+00
279.741943	23.000	22.829	11.1070	3.791535	3.8893	1.0403	77.0993	0.8483	11.5246	5.0000	100.00	2.1064	2.1063	33.7686	4.27502	68.79089	186.159	186.159	25.7979	1492.64	1493.27	13	0.0000e+00
279.742004	24.000	23.822	11.0365	3.785697	3.9002	1.0290	77.3184	0.7912	10.6677	5.0000	100.00	2.0425	2.0425	33.7750	4.15812	66.81255	181.069	181.069	25.8155	1492.42	1493.24	13	0.0000e+00
