TimeJ	PrdM	DepSM	Tv290C	C0S/m	V0	Bat	Xmiss	V1	WetStar	V2	AltM	V3	Sbeox0V	Sal00	Sbeox0ML/L	Sbeox0PS	Sbeox0Mm/Kg	Sbeox0Mm/Kg	Sigma-é00	SvCM	AvgsvCM	Nbin	Flag
302.704773	1.000	0.993	13.6833	4.012873	3.1374	1.9518	61.9799	0.8490	11.5348	3.5560	71.12	3.1327	3.1327	33.5942	6.90500	117.11346	300.664	300.664	25.1662	1500.81	0.00	5	0.0000e+00
302.704926	2.000	1.985	13.6744	4.012074	3.5647	1.3885	70.5733	0.9471	13.0068	3.5818	71.64	3.1389	3.1390	33.5941	6.92562	117.44183	301.561	301.561	25.1680	1500.79	0.00	11	0.0000e+00
302.704956	3.000	2.978	13.6780	4.012477	3.5221	1.4431	69.7158	1.0800	14.9994	3.4740	69.48	3.1402	3.1402	33.5944	6.92804	117.49162	301.667	301.667	25.1675	1500.82	0.00	11	0.0000e+00
302.704987	4.000	3.970	13.6760	4.012316	3.5316	1.4321	69.9062	1.2410	17.4149	3.4035	68.07	3.1401	3.1401	33.5942	6.92737	117.47529	301.638	301.638	25.1678	1500.83	0.00	10	0.0000e+00
302.705017	5.000	4.963	13.6662	4.011410	3.5232	1.4417	69.7378	1.4288	20.2317	3.4149	68.30	3.1404	3.1405	33.5939	6.93136	117.51929	301.811	301.811	25.1696	1500.82	0.00	13	0.0000e+00
302.705048	6.000	5.956	13.6545	4.010306	3.5147	1.4515	69.5676	1.4888	21.1319	3.3774	67.55	3.1384	3.1385	33.5935	6.91994	117.29726	301.314	301.314	25.1717	1500.79	0.00	11	0.0000e+00
302.705078	7.000	6.948	13.6456	4.009486	3.5139	1.4525	69.5510	1.4624	20.7361	3.4592	69.18	3.1281	3.1281	33.5933	6.87923	116.58586	299.542	299.542	25.1734	1500.78	0.00	10	0.0000e+00
302.705109	8.000	7.941	13.6457	4.009569	3.5309	1.4328	69.8935	1.7109	24.4638	3.2324	64.65	3.1164	3.1164	33.5935	6.86348	116.31950	298.856	298.856	25.1736	1500.80	0.00	12	0.0000e+00
302.705139	9.000	8.933	13.6463	4.009691	3.5277	1.4368	69.8286	1.5059	21.3883	3.1955	63.91	3.1150	3.1151	33.5938	6.86872	116.40975	299.084	299.084	25.1737	1500.82	0.00	13	0.0000e+00
302.705170	10.000	9.926	13.6404	4.009137	3.5527	1.4078	70.3315	1.4523	20.5846	3.1313	62.63	3.1131	3.1131	33.5934	6.85713	116.19899	298.580	298.580	25.1746	1500.81	0.00	7	0.0000e+00
302.705200	11.000	10.919	13.6365	4.008805	3.5513	1.4094	70.3036	1.6634	23.7517	3.0743	61.49	3.1037	3.1037	33.5932	6.82994	115.72922	297.396	297.396	25.1753	1500.82	0.00	15	0.0000e+00
302.705261	12.000	11.911	13.6379	4.009002	3.5556	1.4046	70.3888	1.5702	22.3535	3.0686	61.37	3.1001	3.1001	33.5934	6.83315	115.78690	297.535	297.535	25.1752	1500.84	0.00	10	0.0000e+00
302.705292	13.000	12.904	13.6346	4.008744	3.5736	1.3841	70.7503	1.6305	23.2574	3.0239	60.48	3.0958	3.0958	33.5935	6.81634	115.49441	296.804	296.804	25.1760	1500.84	0.00	13	0.0000e+00
302.705322	14.000	13.896	13.6311	4.008425	3.5853	1.3707	70.9863	1.5736	22.4040	2.9454	58.91	3.0921	3.0922	33.5932	6.80541	115.30077	296.328	296.328	25.1765	1500.85	0.00	8	0.0000e+00
302.705322	15.000	14.889	13.6259	4.007956	3.5939	1.3610	71.1593	1.4906	21.1588	2.8580	57.16	3.0878	3.0878	33.5930	6.79687	115.14373	295.956	295.956	25.1774	1500.85	0.00	9	0.0000e+00
