TimeJ	PrdM	DepSM	Tv290C	C0S/m	V0	Bat	Xmiss	V1	WetStar	V2	AltM	V3	Sbeox0V	Sal00	Sbeox0ML/L	Sbeox0PS	Sbeox0Mm/Kg	Sbeox0Mm/Kg	Sigma-é00	SvCM	AvgsvCM	Nbin	Flag
279.826111	2.000	1.985	13.1856	3.981142	2.9837	2.1181	58.8892	0.9905	13.6568	3.9286	78.57	3.4415	3.4416	33.7353	7.90054	132.75871	343.986	343.986	25.3761	1499.35	0.00	11	0.0000e+00
279.826141	3.000	2.978	13.2398	3.985870	3.0337	2.0504	59.8956	1.5390	21.8849	3.4807	69.61	3.5151	3.5151	33.7315	8.04167	135.27536	350.131	350.131	25.3624	1499.54	0.00	12	0.0000e+00
279.826172	4.000	3.970	13.0085	3.963650	2.9784	2.1256	58.7825	2.2132	31.9985	3.5892	71.78	3.5034	3.5035	33.7264	7.88935	132.08044	343.505	343.505	25.4047	1498.78	0.00	9	0.0000e+00
279.826202	5.000	4.963	12.9576	3.959507	2.9621	2.1477	58.4547	2.4329	35.2930	3.3810	67.62	3.4298	3.4298	33.7320	7.69993	128.77649	335.257	335.257	25.4191	1498.63	0.00	11	0.0000e+00
279.826233	6.000	5.956	12.7969	3.944096	2.9717	2.1345	58.6481	2.7660	40.2898	3.3408	66.82	3.3638	3.3638	33.7284	7.49515	124.93452	326.345	326.345	25.4481	1498.11	0.00	11	0.0000e+00
279.826263	7.000	6.948	12.7419	3.939355	3.0058	2.0880	59.3337	3.1739	46.4084	3.2947	65.89	3.2705	3.2705	33.7319	7.29533	121.46651	317.645	317.645	25.4616	1497.94	0.00	9	0.0000e+00
279.826294	8.000	7.941	12.7145	3.936847	3.0250	2.0622	59.7195	3.0756	44.9346	3.2370	64.74	3.2256	3.2256	33.7320	7.21327	120.03220	314.073	314.073	25.4671	1497.87	0.00	12	0.0000e+00
279.826324	9.000	8.933	12.6886	3.934532	3.0501	2.0284	60.2247	3.1168	45.5517	3.1773	63.55	3.1969	3.1969	33.7327	7.16389	119.14716	311.923	311.923	25.4728	1497.80	0.00	8	0.0000e+00
279.826355	10.000	9.926	12.6734	3.933390	3.0604	2.0148	60.4320	3.6312	53.2675	3.2711	65.42	3.1592	3.1592	33.7350	7.05726	117.33839	307.281	307.281	25.4775	1497.76	0.00	14	0.0000e+00
279.826385	11.000	10.919	12.5568	3.922036	3.1974	1.8367	63.1868	2.7522	40.0828	3.1042	62.08	3.1158	3.1158	33.7303	6.87505	114.03012	299.350	299.350	25.4966	1497.38	0.00	8	0.0000e+00
279.826416	12.000	11.911	12.5181	3.919056	3.1547	1.8911	62.3289	2.9624	43.2353	3.2441	64.88	3.0260	3.0260	33.7361	6.62892	109.86202	288.633	288.633	25.5087	1497.27	0.00	10	0.0000e+00
279.826447	13.000	12.904	12.4371	3.911246	3.2899	1.7203	65.0476	2.3113	33.4700	2.9831	59.66	2.9552	2.9552	33.7333	6.44265	106.59364	280.525	280.525	25.5222	1497.01	0.00	10	0.0000e+00
279.826477	14.000	13.896	12.4225	3.910703	3.3912	1.5980	67.0846	2.3058	33.3863	3.1219	62.44	2.8696	2.8696	33.7409	6.26951	103.70267	272.985	272.985	25.5309	1496.99	0.00	14	0.0000e+00
279.826508	15.000	14.889	12.3143	3.901470	3.5165	1.4494	69.6041	1.7711	25.3662	3.4315	68.63	2.7954	2.7954	33.7489	5.97142	98.55439	260.006	260.006	25.5580	1496.65	0.00	8	0.0000e+00
279.826538	16.000	15.881	12.2009	3.890439	3.5157	1.4503	69.5878	1.8632	26.7479	2.8515	57.03	2.7092	2.7092	33.7442	5.74985	94.67101	250.361	250.361	25.5760	1496.27	0.00	8	0.0000e+00
279.826569	17.000	16.874	12.1462	3.885342	3.4857	1.4852	68.9843	1.8435	26.4529	2.9571	59.14	2.6159	2.6158	33.7439	5.59850	92.07272	243.773	243.773	25.5862	1496.10	0.00	13	0.0000e+00
279.826630	18.000	17.866	11.9299	3.864810	3.5005	1.4681	69.2807	2.4452	35.4782	3.5226	70.45	2.5201	2.5201	33.7398	5.29562	86.69358	230.589	230.589	25.6240	1495.38	0.00	13	0.0000e+00
279.826630	19.000	18.859	11.4152	3.814590	3.7064	1.2365	73.4217	1.1666	16.2994	3.1080	62.16	2.4220	2.4219	33.7160	4.85497	78.61403	211.415	211.415	25.7010	1493.59	0.00	6	0.0000e+00
