TimeJ	PrdM	DepSM	Tv290C	C0S/m	V0	Bat	Xmiss	V1	WetStar	V2	AltM	V3	Sbeox0V	Sal00	Sbeox0ML/L	Sbeox0PS	Sbeox0Mm/Kg	Sbeox0Mm/Kg	Sigma-é00	SvCM	AvgsvCM	Nbin	Flag
284.785095	2.000	1.985	13.6002	4.008233	4.0226	0.9036	79.7796	0.2072	1.9086	3.9924	79.85	2.9045	2.9046	33.6235	6.30481	106.77210	274.525	274.525	25.2059	1500.58	0.00	12	0.0000e+00
284.785156	3.000	2.978	13.5452	4.002857	4.0444	0.8817	80.2176	0.2254	2.1805	3.6502	73.00	2.9012	2.9012	33.6211	6.30364	106.63084	274.475	274.475	25.2153	1500.42	0.00	16	0.0000e+00
284.785187	4.000	3.970	13.5625	4.004699	4.0494	0.8767	80.3187	0.2266	2.1984	3.6889	73.78	2.9015	2.9015	33.6227	6.30651	106.71825	274.600	274.600	25.2130	1500.49	0.00	14	0.0000e+00
284.785248	5.000	4.963	13.5244	4.001016	4.0563	0.8698	80.4582	0.2067	1.9003	3.4168	68.34	2.9004	2.9005	33.6214	6.30454	106.60087	274.515	274.515	25.2198	1500.38	0.00	12	0.0000e+00
284.785278	6.000	5.956	13.4464	3.993860	4.0088	0.9176	79.5023	0.3016	3.3233	3.3989	67.98	2.9012	2.9012	33.6226	6.33065	106.87246	275.652	275.652	25.2366	1500.14	0.00	10	0.0000e+00
284.785309	7.000	6.948	13.4247	3.992423	4.0049	0.9215	79.4240	0.3206	3.6091	3.3271	66.54	2.9166	2.9166	33.6278	6.37816	107.63017	277.720	277.720	25.2450	1500.09	0.00	13	0.0000e+00
284.785370	8.000	7.941	13.4085	3.991308	3.9792	0.9477	78.9074	0.3868	4.6015	3.5259	70.52	2.9283	2.9283	33.6313	6.41367	108.19569	279.266	279.266	25.2510	1500.06	0.00	14	0.0000e+00
284.785400	9.000	8.933	13.3977	3.990613	3.9915	0.9351	79.1553	0.5095	6.4425	3.2622	65.24	2.9370	2.9370	33.6339	6.43317	108.50238	280.114	280.114	25.2552	1500.04	0.00	12	0.0000e+00
284.785431	10.000	9.926	13.3907	3.990226	3.9369	0.9933	78.0560	0.5089	6.4335	3.4557	69.11	2.9466	2.9466	33.6360	6.46539	109.03165	281.517	281.517	25.2583	1500.04	0.00	15	0.0000e+00
284.785492	11.000	10.919	13.3880	3.990213	3.9638	0.9632	78.5976	0.4913	6.1700	3.1041	62.08	2.9587	2.9587	33.6379	6.49208	109.47694	282.679	282.679	25.2603	1500.05	0.00	15	0.0000e+00
284.785522	12.000	11.911	13.3776	3.989455	3.9854	0.9413	79.0326	0.5550	7.1243	3.0834	61.67	2.9620	2.9620	33.6395	6.49623	109.52474	282.860	282.860	25.2637	1500.03	0.00	12	0.0000e+00
284.785553	13.000	12.904	13.3122	3.983397	4.0086	0.9178	79.4979	0.7714	10.3707	3.1605	63.21	2.9517	2.9518	33.6398	6.45381	108.66415	281.013	281.013	25.2772	1499.83	0.00	11	0.0000e+00
284.785583	14.000	13.896	13.1866	3.971069	4.0273	0.8989	79.8743	0.5659	7.2881	2.9768	59.54	2.9172	2.9173	33.6343	6.32328	106.18957	275.333	275.333	25.2981	1499.43	0.00	12	0.0000e+00
284.785645	15.000	14.889	12.9688	3.949725	4.0476	0.8785	80.2834	0.5314	6.7709	2.9445	58.89	2.8279	2.8279	33.6250	6.09265	101.85351	265.296	265.296	25.3343	1498.71	0.00	11	0.0000e+00
284.785675	16.000	15.881	12.7413	3.928427	4.0781	0.8481	80.8964	0.5772	7.4579	3.0743	61.49	2.7344	2.7344	33.6244	5.83637	97.10825	254.140	254.140	25.3787	1497.96	0.00	12	0.0000e+00
284.785736	17.000	16.874	12.6369	3.918964	4.0815	0.8447	80.9650	0.4835	6.0519	2.8365	56.73	2.6571	2.6571	33.6267	5.70762	94.76244	248.535	248.535	25.4009	1497.63	0.00	12	0.0000e+00
284.785767	18.000	17.866	12.5824	3.914130	4.0974	0.8289	81.2836	0.4394	5.3914	3.1017	62.03	2.6175	2.6175	33.6287	5.62461	93.27957	244.922	244.922	25.4131	1497.46	0.00	14	0.0000e+00
284.785828	19.000	18.859	12.5455	3.911086	4.1002	0.8261	81.3403	0.5659	7.2881	2.7394	54.79	2.5893	2.5893	33.6321	5.56355	92.19809	242.263	242.263	25.4229	1497.36	0.00	17	0.0000e+00
