TimeJ	PrdM	DepSM	Tv290C	C0S/m	V0	Bat	Xmiss	V1	WetStar	V2	AltM	V3	Sbeox0V	Sal00	Sbeox0ML/L	Sbeox0PS	Sbeox0Mm/Kg	Sbeox0Mm/Kg	Sigma-é00	SvCM	AvgsvCM	Nbin	Flag
277.915680	2.000	1.985	12.9152	3.957638	3.1498	1.8974	62.2297	1.8964	27.2460	0.9630	19.26	2.8685	2.8685	33.7533	6.29097	105.13452	273.908	273.908	25.4440	1498.47	0.00	12	0.0000e+00
277.915802	3.000	2.978	12.9182	3.957990	3.1691	1.8725	62.6185	2.0604	29.7055	0.9183	18.37	2.8764	2.8765	33.7536	6.31332	105.51456	274.880	274.880	25.4437	1498.49	0.00	8	0.0000e+00
277.915894	4.000	3.970	12.9189	3.958112	3.1931	1.8418	63.1008	2.1277	30.7148	0.8732	17.46	2.8779	2.8779	33.7537	6.31574	105.55673	274.986	274.986	25.4436	1498.51	0.00	12	0.0000e+00
277.915955	5.000	4.963	12.9199	3.958269	3.1980	1.8356	63.1980	2.1956	31.7333	1.1153	22.31	2.8797	2.8798	33.7539	6.31907	105.61478	275.131	275.131	25.4436	1498.53	0.00	15	0.0000e+00
277.916016	6.000	5.956	12.9110	3.957513	3.2020	1.8305	63.2787	2.2988	33.2817	1.2632	25.26	2.8640	2.8641	33.7543	6.25840	104.58158	272.489	272.489	25.4457	1498.52	0.00	9	0.0000e+00
277.916077	7.000	6.948	12.9057	3.957091	3.1893	1.8466	63.0242	2.1982	31.7729	2.1326	42.65	2.8442	2.8442	33.7545	6.21626	103.86624	270.654	270.654	25.4469	1498.52	0.00	10	0.0000e+00
277.916107	8.000	7.941	12.8945	3.956063	3.1875	1.8490	62.9869	2.3394	33.8905	1.2018	24.04	2.8349	2.8349	33.7543	6.19307	103.45478	269.645	269.645	25.4490	1498.50	0.00	14	0.0000e+00
277.916138	9.000	8.933	12.8985	3.956554	3.1953	1.8390	63.1440	2.3491	34.0364	0.6175	12.35	2.8261	2.8261	33.7550	6.17125	103.09915	268.695	268.695	25.4488	1498.53	0.00	9	0.0000e+00
277.916199	10.000	9.926	12.8858	3.955436	3.1981	1.8354	63.2018	2.1890	31.6352	0.6028	12.06	2.8211	2.8212	33.7553	6.15399	102.78414	267.943	267.943	25.4515	1498.50	0.00	10	0.0000e+00
277.916229	11.000	10.918	12.7808	3.945364	3.2046	1.8272	63.3311	2.1473	31.0101	0.5471	10.94	2.7868	2.7869	33.7528	6.01136	100.18371	261.735	261.735	25.4703	1498.16	0.00	11	0.0000e+00
277.916260	12.000	11.911	12.5188	3.920457	3.2472	1.7736	64.1874	1.8723	26.8839	2.4041	48.08	2.7152	2.7152	33.7488	5.74769	95.27113	250.260	250.260	25.5182	1497.29	0.00	7	0.0000e+00
277.916290	13.000	12.904	12.0422	3.873157	3.2704	1.7446	64.6544	1.8957	27.2351	0.9787	19.57	2.5863	2.5864	33.7214	5.25171	86.17634	228.678	228.678	25.5883	1495.66	0.00	9	0.0000e+00
277.916290	14.000	13.896	11.8432	3.855542	3.4858	1.4854	68.9852	1.7257	24.6857	0.3704	7.41	2.4216	2.4216	33.7299	4.85554	79.34091	211.429	211.429	25.6325	1495.00	0.00	6	0.0000e+00
277.916321	15.000	14.889	11.7338	3.846407	3.5600	1.3994	70.4786	1.3317	18.7760	0.3197	6.39	2.2981	2.2981	33.7396	4.58518	74.75456	199.658	199.658	25.6605	1494.65	0.00	9	0.0000e+00
277.916351	16.000	15.881	11.6959	3.843638	3.6298	1.3207	71.8812	0.9972	13.7574	0.2794	5.59	2.1911	2.1911	33.7466	4.40770	71.80709	191.929	191.929	25.6730	1494.55	0.00	9	0.0000e+00
277.916412	17.000	16.874	11.6347	3.838476	3.6638	1.2828	72.5657	0.8932	12.1978	0.2244	4.49	2.1113	2.1113	33.7513	4.28461	69.71399	186.570	186.570	25.6880	1494.36	0.00	12	0.0000e+00
277.916748	18.000	17.866	11.5301	3.830436	3.6659	1.2804	72.6070	0.5792	7.4880	0.1455	2.91	1.9827	1.9827	33.7674	4.02937	65.41943	175.455	175.455	25.7199	1494.03	0.00	5	0.0000e+00
