TimeJ	PrdM	DepSM	Tv290C	C0S/m	V0	Bat	Xmiss	V1	WetStar	V2	AltM	V3	Sbeox0V	Sal00	Sbeox0ML/L	Sbeox0PS	Sbeox0Mm/Kg	Sbeox0Mm/Kg	Sigma-é00	SvCM	AvgsvCM	Nbin	Flag
287.815186	2.000	1.985	14.0499	4.051094	3.9579	0.9694	78.4781	0.3223	3.6343	5.0000	100.00	3.0478	3.0479	33.6282	6.63724	113.43788	288.993	288.993	25.1168	1502.06	0.00	10	0.0000e+00
287.815216	3.000	2.978	14.0593	4.052059	3.9227	1.0058	77.7708	0.3272	3.7074	5.0000	100.00	3.0517	3.0518	33.6285	6.64681	113.62337	289.409	289.409	25.1150	1502.11	0.00	10	0.0000e+00
287.815247	4.000	3.970	14.0716	4.053326	3.9451	0.9826	78.2206	0.3523	4.0846	5.0000	100.00	3.0518	3.0518	33.6291	6.63929	113.52338	289.081	289.081	25.1130	1502.16	0.00	8	0.0000e+00
287.815277	5.000	4.963	14.0654	4.052752	3.9453	0.9823	78.2254	0.3366	3.8491	3.9761	79.52	3.0508	3.0509	33.6288	6.63997	113.52058	289.111	289.111	25.1141	1502.16	0.00	9	0.0000e+00
287.815308	6.000	5.956	13.9688	4.043358	3.9596	0.9677	78.5125	0.4322	5.2829	3.1408	62.82	3.0497	3.0498	33.6258	6.64867	113.44463	289.492	289.492	25.1319	1501.86	0.00	9	0.0000e+00
287.815338	7.000	6.948	13.8329	4.030210	3.9298	0.9983	77.9139	0.5011	6.3171	3.5091	70.18	3.0518	3.0519	33.6222	6.68250	113.70518	290.967	290.967	25.1572	1501.43	0.00	10	0.0000e+00
287.815369	8.000	7.941	13.7521	4.022666	3.9219	1.0064	77.7558	0.6847	9.0710	4.3195	86.39	3.0495	3.0495	33.6224	6.65444	113.04198	289.746	289.746	25.1741	1501.18	0.00	9	0.0000e+00
287.815369	9.000	8.933	13.6787	4.016057	3.9485	0.9791	78.2888	0.7953	10.7301	3.6791	73.58	3.0232	3.0233	33.6248	6.55833	111.24433	285.562	285.562	25.1910	1500.96	0.00	9	0.0000e+00
287.815399	10.000	9.926	13.5359	4.002239	3.9677	0.9593	78.6764	0.6276	8.2133	4.7086	94.17	2.9875	2.9875	33.6208	6.46247	109.29657	281.391	281.391	25.2171	1500.50	0.00	8	0.0000e+00
287.815430	11.000	10.919	13.4802	3.997349	3.9681	0.9590	78.6831	0.7142	9.5130	3.0737	61.47	2.9515	2.9516	33.6235	6.39795	108.08405	278.582	278.582	25.2306	1500.34	0.00	10	0.0000e+00
287.815460	12.000	11.911	13.4304	3.992894	3.9837	0.9430	78.9969	0.6628	8.7425	3.3819	67.64	2.9257	2.9257	33.6252	6.35578	107.26329	276.746	276.746	25.2420	1500.19	0.00	9	0.0000e+00
287.815491	13.000	12.904	13.3723	3.987550	3.9757	0.9512	78.8361	0.6057	7.8859	2.8819	57.64	2.9050	2.9050	33.6258	6.30289	106.24464	274.444	274.444	25.2542	1500.02	0.00	9	0.0000e+00
287.815521	14.000	13.896	13.2670	3.977532	3.9757	0.9511	78.8376	1.1723	16.3850	2.8134	56.27	2.8798	2.8799	33.6242	6.22825	104.75900	271.196	271.196	25.2742	1499.68	0.00	9	0.0000e+00
287.815552	15.000	14.889	13.1545	3.967078	3.9671	0.9600	78.6636	1.1305	15.7575	2.7688	55.38	2.8413	2.8414	33.6246	6.12149	102.72589	266.549	266.549	25.2971	1499.33	0.00	9	0.0000e+00
287.815552	16.000	15.881	12.9675	3.949278	3.9525	0.9749	78.3706	1.1086	15.4288	2.7376	54.75	2.7954	2.7954	33.6215	5.99717	100.25143	261.139	261.139	25.3318	1498.71	0.00	9	0.0000e+00
287.815582	17.000	16.874	12.8172	3.935375	3.9655	0.9616	78.6312	1.9120	27.4794	2.6568	53.14	2.7349	2.7349	33.6226	5.84756	97.44670	254.627	254.627	25.3624	1498.23	0.00	9	0.0000e+00
287.815613	18.000	17.866	12.7218	3.926837	3.9551	0.9723	78.4215	1.2002	16.8034	2.6007	52.01	2.6852	2.6852	33.6257	5.75469	95.71170	250.584	250.584	25.3836	1497.93	0.00	10	0.0000e+00
287.815643	19.000	18.859	12.6194	3.917455	3.9694	0.9576	78.7101	1.1367	15.8498	2.5725	51.45	2.6477	2.6477	33.6270	5.66916	94.08999	246.861	246.861	25.4046	1497.60	0.00	9	0.0000e+00
287.815674	20.000	19.851	12.5712	3.913455	3.9950	0.9315	79.2254	0.9325	12.7872	2.7613	55.23	2.6118	2.6118	33.6314	5.59747	92.80928	243.739	243.739	25.4174	1497.46	761.87	10	0.0000e+00
287.815704	21.000	20.844	12.4999	3.907175	3.9918	0.9348	79.1602	0.7669	10.3031	2.4629	49.26	2.5837	2.5837	33.6346	5.52600	91.49043	240.628	240.628	25.4337	1497.24	1557.06	9	0.0000e+00
287.815735	22.000	21.836	12.3602	3.894358	4.0080	0.9185	79.4863	1.1405	15.9082	2.4329	48.66	2.5503	2.5503	33.6361	5.41806	89.44404	235.930	235.930	25.4618	1496.79	1497.44	9	0.0000e+00
287.815765	23.000	22.829	12.2516	3.884783	4.0680	0.8582	80.6923	0.9481	13.0220	2.3592	47.18	2.4977	2.4977	33.6409	5.28708	87.08593	230.228	230.228	25.4864	1496.44	1497.40	10	0.0000e+00
287.815796	24.000	23.821	12.1851	3.878999	4.0894	0.8369	81.1221	1.0419	14.4279	2.3186	46.37	2.4589	2.4589	33.6444	5.20770	85.66113	226.771	226.771	25.5018	1496.23	1497.36	9	0.0000e+00
287.815796	25.000	24.814	12.1235	3.873612	4.1100	0.8165	81.5372	1.1057	15.3854	2.2726	45.45	2.4297	2.4296	33.6474	5.14996	84.60390	224.258	224.258	25.5159	1496.04	1497.31	11	0.0000e+00
287.815857	26.000	25.806	12.0466	3.867389	4.1273	0.7994	81.8853	0.6444	8.4658	2.2222	44.44	2.4019	2.4019	33.6560	5.09273	83.53365	221.766	221.766	25.5371	1495.81	1497.25	11	0.0000e+00
287.815887	27.000	26.799	11.9542	3.859769	4.1404	0.7866	82.1485	0.5521	7.0818	2.1557	43.11	2.3762	2.3762	33.6650	5.03267	82.39312	219.150	219.150	25.5616	1495.52	1497.19	13	0.0000e+00
287.815918	28.000	27.791	11.8842	3.854320	4.1637	0.7639	82.6162	0.8287	11.2305	2.1055	42.11	2.3453	2.3453	33.6748	4.96817	81.22259	216.342	216.342	25.5824	1495.31	1497.13	16	0.0000e+00
287.815979	29.000	28.784	11.8332	3.850048	4.1609	0.7665	82.5615	0.6747	8.9211	2.0513	41.03	2.3246	2.3246	33.6790	4.91804	80.31879	214.159	214.159	25.5952	1495.15	1497.06	16	0.0000e+00
287.816040	30.000	29.776	11.7917	3.846572	4.1731	0.7547	82.8051	0.4884	6.1266	2.0056	40.11	2.3004	2.3004	33.6823	4.85997	79.30272	211.631	211.631	25.6055	1495.03	1497.00	15	0.0000e+00
287.816101	31.000	30.769	11.7478	3.842957	4.1703	0.7575	82.7491	0.5031	6.3462	1.9461	38.92	2.2753	2.2753	33.6864	4.80553	78.34391	209.260	209.260	25.6169	1494.90	1496.93	7	0.0000e+00
287.816498	32.000	31.761	11.7076	3.839682	4.1998	0.7289	83.3422	0.4082	4.9226	1.8603	37.21	2.2455	2.2455	33.6904	4.73661	77.15668	206.259	206.259	25.6275	1494.78	1496.86	4	0.0000e+00
