TimeJ	PrdM	DepSM	Tv290C	C0S/m	V0	Bat	Xmiss	V1	WetStar	V2	AltM	V3	Sbeox0V	Sal00	Sbeox0ML/L	Sbeox0PS	Sbeox0Mm/Kg	Sbeox0Mm/Kg	Sigma-é00	SvCM	AvgsvCM	Nbin	Flag
279.849213	1.000	0.993	14.1855	4.073831	3.0678	2.0023	60.5817	1.8925	27.1880	6.7021	134.04	3.7098	3.7098	33.7208	8.34217	143.06975	363.200	363.200	25.1605	1502.60	0.00	1	0.0000e+00
279.849213	2.000	1.985	13.7265	4.030277	3.1009	1.9635	61.2462	1.7464	24.9958	3.2203	64.41	3.7426	3.7426	33.7183	8.56098	145.43756	372.736	372.736	25.2532	1501.11	0.00	13	0.0000e+00
279.849274	3.000	2.978	13.3791	3.996287	3.1002	1.9624	61.2316	1.9209	27.6131	3.4173	68.35	3.7843	3.7843	33.7062	8.73362	147.31161	380.262	380.262	25.3147	1499.97	0.00	11	0.0000e+00
279.849304	4.000	3.970	13.2600	3.985233	3.1413	1.9089	62.0591	1.8768	26.9527	3.2309	64.62	3.7771	3.7772	33.7071	8.60221	144.74287	374.543	374.543	25.3396	1499.59	0.00	11	0.0000e+00
279.849335	5.000	4.963	13.2105	3.980797	3.1787	1.8603	62.8112	2.1263	30.6946	3.4268	68.54	3.6871	3.6871	33.7087	8.29976	139.51314	361.375	361.375	25.3507	1499.45	0.00	12	0.0000e+00
279.849365	6.000	5.956	13.1420	3.974140	3.1273	1.9268	61.7765	2.1488	31.0314	3.3749	67.50	3.5603	3.5603	33.7063	7.90523	132.69206	344.199	344.199	25.3626	1499.23	0.00	12	0.0000e+00
279.849396	7.000	6.948	13.0734	3.967796	3.1398	1.9104	62.0281	2.9668	43.3019	3.4215	68.43	3.4255	3.4256	33.7067	7.58323	127.10873	330.180	330.180	25.3766	1499.02	0.00	12	0.0000e+00
279.849426	8.000	7.941	12.9941	3.960503	3.0976	1.9659	61.1795	3.3073	48.4090	3.1381	62.76	3.3033	3.3033	33.7077	7.26675	121.60596	316.401	316.401	25.3932	1498.77	0.00	11	0.0000e+00
279.849457	9.000	8.933	12.9576	3.957612	3.1179	1.9388	61.5885	3.2811	48.0165	3.0697	61.39	3.1936	3.1937	33.7124	7.05723	118.01349	307.278	307.278	25.4040	1498.67	0.00	12	0.0000e+00
279.849487	10.000	9.926	12.8688	3.949538	3.1122	1.9464	61.4738	3.0264	44.1960	3.0273	60.55	3.1168	3.1168	33.7143	6.83396	114.07336	297.558	297.558	25.4231	1498.40	0.00	12	0.0000e+00
