TimeJ	PrdM	DepSM	Tv290C	C0S/m	V0	Bat	Xmiss	V1	WetStar	V2	AltM	V3	Sbeox0V	Sal00	Sbeox0ML/L	Sbeox0PS	Sbeox0Mm/Kg	Sbeox0Mm/Kg	Sigma-é00	SvCM	AvgsvCM	Nbin	Flag
284.923340	1.000	0.993	15.5727	4.209739	1.6771	4.4939	32.6165	4.5331	66.7959	0.8330	16.66	4.8323	4.8323	33.7558	11.02246	194.36658	479.867	479.867	24.8869	1507.05	0.00	3	0.0000e+00
284.924377	2.000	1.985	15.3163	4.180562	1.8208	4.1470	35.5063	4.8243	71.1641	1.9437	38.87	4.8322	4.8322	33.7132	11.07598	194.26833	482.213	482.213	24.9107	1506.21	0.00	13	0.0000e+00
284.924561	3.000	2.978	14.9081	4.139241	2.0398	3.6807	39.9102	4.9491	73.0363	1.1151	22.30	4.7841	4.7841	33.6889	10.82156	188.33141	471.150	471.150	24.9792	1504.89	0.00	15	0.0000e+00
284.924591	4.000	3.970	13.2807	3.979476	2.3765	3.0497	46.6805	4.4975	66.2628	1.3942	27.88	3.9436	3.9436	33.6344	7.98890	134.45367	347.857	347.857	25.2790	1499.57	0.00	13	0.0000e+00
284.924652	5.000	4.963	13.1050	3.965779	2.9887	2.1354	58.9899	3.3741	49.4111	1.0526	21.05	3.1931	3.1931	33.6604	7.00373	117.43402	304.957	304.957	25.3344	1499.04	0.00	20	0.0000e+00
284.924713	6.000	5.956	13.0423	3.961246	3.3867	1.6052	66.9930	1.5853	22.5795	1.1944	23.89	3.1013	3.1012	33.6727	6.82977	114.38132	297.382	297.382	25.3565	1498.86	0.00	20	0.0000e+00
284.924774	7.000	6.948	13.0121	3.959503	3.5065	1.4622	69.4030	1.3027	18.3398	1.2897	25.79	3.0357	3.0357	33.6826	6.70101	112.16157	291.773	291.773	25.3702	1498.79	0.00	12	0.0000e+00
284.924835	8.000	7.941	12.9940	3.958373	3.5841	1.3729	70.9627	1.1706	16.3583	0.9119	18.24	3.0084	3.0083	33.6876	6.64240	111.14258	289.221	289.221	25.3776	1498.75	0.00	14	0.0000e+00
284.924896	9.000	8.933	12.9475	3.954516	3.6399	1.3093	72.0848	1.3127	18.4901	0.8535	17.07	2.9731	2.9730	33.6920	6.52971	109.15530	284.314	284.314	25.3903	1498.62	0.00	14	0.0000e+00
284.924957	10.000	9.926	12.8951	3.950162	3.6697	1.2762	72.6845	0.9872	13.6085	0.8054	16.11	2.9132	2.9132	33.6968	6.37360	106.43368	277.517	277.517	25.4044	1498.46	0.00	13	0.0000e+00
284.925018	11.000	10.918	12.8842	3.949381	3.6687	1.2773	72.6638	0.9198	12.5963	0.7547	15.09	2.8821	2.8821	33.6987	6.32576	105.61200	275.433	275.433	25.4081	1498.45	0.00	14	0.0000e+00
284.925079	12.000	11.911	12.8635	3.947565	3.6797	1.2651	72.8858	0.7963	10.7449	0.7161	14.32	2.8727	2.8727	33.6995	6.31148	105.32902	274.812	274.812	25.4127	1498.39	0.00	13	0.0000e+00
284.925140	13.000	12.904	12.8276	3.944144	3.6865	1.2577	73.0219	0.9441	12.9622	0.6575	13.15	2.8669	2.8668	33.6985	6.29953	105.05091	274.292	274.292	25.4191	1498.29	0.00	16	0.0000e+00
284.925201	14.000	13.896	12.8156	3.943273	3.7083	1.2338	73.4589	0.8443	11.4642	0.6116	12.23	2.8613	2.8613	33.7005	6.28825	104.83797	273.801	273.801	25.4231	1498.27	0.00	12	0.0000e+00
284.925262	15.000	14.889	12.8066	3.942635	3.7184	1.2227	73.6633	0.8007	10.8102	1.0414	20.83	2.8561	2.8561	33.7020	6.27555	104.60785	273.248	273.248	25.4260	1498.26	0.00	10	0.0000e+00
284.925323	16.000	15.881	12.7688	3.939186	3.7440	1.1948	74.1785	0.8104	10.9565	0.8550	17.10	2.8449	2.8448	33.7025	6.23672	103.87967	271.558	271.558	25.4338	1498.15	0.00	13	0.0000e+00
284.925354	17.000	16.874	12.7090	3.933707	3.7836	1.1522	74.9734	0.7072	9.4087	0.4423	8.85	2.8154	2.8154	33.7032	6.16244	102.51547	268.324	268.324	25.4462	1497.96	0.00	11	0.0000e+00
284.925415	18.000	17.866	12.6830	3.931463	3.8061	1.1281	75.4266	0.7599	10.1978	0.4056	8.11	2.7990	2.7989	33.7046	6.11972	101.75125	266.465	266.465	25.4523	1497.89	0.00	11	0.0000e+00
284.925476	19.000	18.859	12.6243	3.926455	3.8233	1.1098	75.7719	0.7069	9.4035	0.3727	7.45	2.7400	2.7399	33.7088	5.92296	98.36253	257.897	257.897	25.4670	1497.72	0.00	11	0.0000e+00
284.925537	20.000	19.851	12.5593	3.921156	3.7972	1.1376	75.2469	0.6985	9.2778	0.3094	6.19	2.6322	2.6321	33.7159	5.57981	92.54220	242.956	242.956	25.4852	1497.52	587.90	14	0.0000e+00
284.925598	21.000	20.844	12.5379	3.919504	3.6616	1.2854	72.5209	0.6086	7.9294	0.2668	5.34	2.5328	2.5327	33.7188	5.38380	89.25376	234.421	234.421	25.4917	1497.47	1462.29	17	0.0000e+00
284.925659	22.000	21.836	12.5012	3.916261	3.6665	1.2799	72.6203	0.6700	8.8493	0.2208	4.42	2.4922	2.4921	33.7202	5.29540	87.72200	230.572	230.572	25.4999	1497.36	1497.51	17	0.0000e+00
284.925781	23.000	22.829	12.4385	3.910855	3.5411	1.4243	70.0978	0.5759	7.4379	1.2049	24.10	2.4108	2.4108	33.7242	5.02886	83.19981	218.967	218.967	25.5151	1497.17	1497.50	13	0.0000e+00
