TimeJ	PrdM	DepSM	Tv290C	C0S/m	V0	Bat	Xmiss	V1	WetStar	V2	AltM	V3	Sbeox0V	Sal00	Sbeox0ML/L	Sbeox0PS	Sbeox0Mm/Kg	Sbeox0Mm/Kg	Sigma-é00	SvCM	AvgsvCM	Nbin	Flag
279.799042	1.000	0.993	13.5728	4.006219	4.0763	0.8489	80.8591	0.1725	1.3872	5.0000	100.00	2.8244	2.8244	33.6292	6.09549	103.17329	265.410	265.410	25.2158	1500.48	0.00	1	0.0000e+00
279.799133	2.000	1.985	13.4699	3.995838	4.2278	0.7020	83.9058	0.1748	1.4220	5.0000	100.00	2.8234	2.8234	33.6221	6.10350	103.08702	265.761	265.761	25.2313	1500.15	0.00	13	0.0000e+00
279.799164	3.000	2.978	13.3307	3.982399	4.2573	0.6737	84.4989	0.1791	1.4867	5.0000	100.00	2.8174	2.8175	33.6182	6.09757	102.69100	265.506	265.506	25.2565	1499.70	0.00	14	0.0000e+00
279.799225	4.000	3.970	13.1949	3.969495	4.2555	0.6754	84.4635	0.1830	1.5456	5.0000	100.00	2.8072	2.8073	33.6162	6.08065	102.11956	264.772	264.772	25.2822	1499.27	0.00	13	0.0000e+00
279.799255	5.000	4.963	13.1307	3.963651	4.2569	0.6741	84.4907	0.1956	1.7347	5.0000	100.00	2.7893	2.7893	33.6175	6.02812	101.10430	262.485	262.485	25.2960	1499.07	0.00	13	0.0000e+00
279.799286	6.000	5.956	13.1040	3.961487	4.2497	0.6809	84.3469	0.2104	1.9558	5.0000	100.00	2.7703	2.7703	33.6202	5.99039	100.41817	260.842	260.842	25.3035	1499.00	0.00	15	0.0000e+00
279.799316	7.000	6.948	13.0023	3.952069	4.2362	0.6939	84.0745	0.2190	2.0849	5.0000	100.00	2.7541	2.7541	33.6207	5.94562	99.45971	258.894	258.894	25.3242	1498.68	0.00	11	0.0000e+00
279.799377	8.000	7.941	12.9441	3.946927	4.2356	0.6944	84.0631	0.2249	2.1739	5.0000	100.00	2.7260	2.7261	33.6233	5.89281	98.45899	256.595	256.595	25.3377	1498.51	0.00	8	0.0000e+00
279.799408	9.000	8.933	12.9097	3.943923	4.2305	0.6993	83.9606	0.2633	2.7497	5.0000	100.00	2.7172	2.7172	33.6249	5.87751	98.13456	255.929	255.929	25.3458	1498.41	0.00	9	0.0000e+00
279.799438	10.000	9.926	12.8801	3.941461	4.2307	0.6991	83.9642	0.2722	2.8831	5.0000	100.00	2.7077	2.7078	33.6274	5.86079	97.79722	255.201	255.201	25.3536	1498.33	0.00	12	0.0000e+00
279.799469	11.000	10.919	12.8541	3.939233	4.2302	0.6996	83.9543	0.2923	3.1848	5.0000	100.00	2.7032	2.7033	33.6290	5.85213	97.60098	254.824	254.824	25.3600	1498.26	0.00	10	0.0000e+00
