TimeJ	PrdM	DepSM	Tv290C	C0S/m	V0	Bat	Xmiss	V1	WetStar	V2	AltM	V3	Sbeox0V	Sal00	Sbeox0ML/L	Sbeox0PS	Sbeox0Mm/Kg	Sbeox0Mm/Kg	Sigma-é00	SvCM	AvgsvCM	Nbin	Flag
286.865509	2.000	1.985	14.9026	4.135435	3.3561	1.6392	66.3783	0.8289	11.2332	0.7946	15.89	3.7365	3.7365	33.6613	8.31291	144.56378	361.935	361.935	24.9612	1504.84	0.00	10	0.0000e+00
286.865601	3.000	2.978	14.7966	4.124979	3.3664	1.6269	66.5858	0.7945	10.7169	1.5210	30.42	3.7023	3.7024	33.6574	8.21147	142.49564	357.520	357.520	24.9810	1504.51	0.00	12	0.0000e+00
286.865662	4.000	3.970	14.6981	4.115621	3.4117	1.5724	67.4960	0.7549	10.1242	1.7806	35.61	3.6389	3.6390	33.6569	8.06558	139.68652	351.169	351.169	25.0019	1504.22	0.00	9	0.0000e+00
286.865753	5.000	4.963	14.4742	4.093946	3.4647	1.5098	68.5611	0.7175	9.5630	1.2639	25.28	3.5401	3.5401	33.6523	7.78504	134.22104	338.958	338.958	25.0461	1503.51	0.00	16	0.0000e+00
286.865814	6.000	5.956	14.2835	4.076048	3.5088	1.4585	69.4477	0.6562	8.6436	1.0702	21.40	3.4074	3.4074	33.6533	7.48880	128.62086	326.062	326.062	25.0873	1502.91	0.00	13	0.0000e+00
286.865906	7.000	6.948	14.0319	4.051847	3.5627	1.3965	70.5312	0.6619	8.7279	1.8060	36.12	3.2914	3.2915	33.6489	7.20970	123.19293	313.914	313.914	25.1366	1502.11	0.00	12	0.0000e+00
286.865967	8.000	7.941	13.8838	4.038375	3.6031	1.3506	71.3442	0.6263	8.1944	0.6600	13.20	3.1957	3.1958	33.6531	7.00562	119.35013	305.029	305.029	25.1706	1501.65	0.00	13	0.0000e+00
286.866028	9.000	8.933	13.7928	4.030190	3.6196	1.3320	71.6773	0.6256	8.1835	0.5901	11.80	3.1452	3.1452	33.6564	6.90120	117.35587	300.483	300.483	25.1920	1501.37	0.00	11	0.0000e+00
286.866119	10.000	9.926	13.7273	4.024429	3.6513	1.2966	72.3146	0.5578	7.1674	1.0431	20.86	3.1158	3.1158	33.6598	6.83883	116.14275	297.768	297.768	25.2081	1501.18	0.00	17	0.0000e+00
286.866516	13.000	12.893	13.3214	3.987381	3.6688	1.2772	72.6651	0.7334	9.8006	0.3853	7.71	2.9486	2.9486	33.6693	6.43640	108.41111	280.249	280.249	25.2981	1499.90	0.00	3	0.0000e+00
286.866699	14.000	13.896	13.0994	3.967689	3.6716	1.2741	72.7224	0.7383	9.8749	0.3409	6.82	2.8067	2.8066	33.6797	6.09819	102.26418	265.525	265.525	25.3506	1499.19	0.00	4	0.0000e+00
286.867523	15.000	14.889	12.7640	3.936106	3.7528	1.1855	74.3553	0.7609	10.2134	2.2140	44.28	2.7021	2.7020	33.6777	5.87568	97.84271	255.842	255.842	25.4155	1498.08	0.00	2	0.0000e+00
